,soma_joinid,collection_id,collection_name,collection_doi,dataset_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
262,262,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,19b21f40-db42-4a71-a0d6-913e83b17784,Dissection: Head of hippocampus (HiH) - Tail of Hippocampus (HiT) - Subicular cortex - Sub,19b21f40-db42-4a71-a0d6-913e83b17784.h5ad,41568
263,263,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,18500fcd-9960-49cb-8a8e-7d868dc14efe,Dissection: Basal nuclei (BN) - Globus pallidus (GP) - External segment of globus pallidus - GPe,18500fcd-9960-49cb-8a8e-7d868dc14efe.h5ad,50830
264,264,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,182f6a56-7360-4924-a74e-1772e07b3031,Dissection: Body of hippocampus (HiB) - Rostral CA1-CA3,182f6a56-7360-4924-a74e-1772e07b3031.h5ad,28724
265,265,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,1185a7d3-a9c1-4280-9ba5-d61895b15cac,Dissection: Amygdaloid complex (AMY) - corticomedial nuclear group - CMN,1185a7d3-a9c1-4280-9ba5-d61895b15cac.h5ad,38331
266,266,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,0ee5ae70-c3f5-473f-bd1c-287f4690ffc5,Dissection: Myelencephalon (medulla oblongata) (Mo) - sensory relay nuclei in medulla oblongata - MoSR,0ee5ae70-c3f5-473f-bd1c-287f4690ffc5.h5ad,13623
267,267,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,0d7f4c06-a6bd-47d2-a42b-3a7196704f77,Supercluster: Vascular,0d7f4c06-a6bd-47d2-a42b-3a7196704f77.h5ad,9932
268,268,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,095940cb-7422-4510-96e2-cbafd961eb88,Dissection: Cerebellum (CB) - Cerebellar deep nuclei - CbDN,095940cb-7422-4510-96e2-cbafd961eb88.h5ad,52045
269,269,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,090da8ea-46e8-40df-bffc-1f78e1538d27,Dissection: Spinal cord - SpC,090da8ea-46e8-40df-bffc-1f78e1538d27.h5ad,24190
270,270,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,07b1d7c8-5c2e-42f7-9246-26f746cd6013,Dissection: Myelencephalon (medulla oblongata) (Mo) - afferent nuclei of cranial nerves in medulla oblongata - MoAN,07b1d7c8-5c2e-42f7-9246-26f746cd6013.h5ad,27210
271,271,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,04a23820-ffa8-4be5-9f65-64db15631d1e,Supercluster: Upper rhombic lip,04a23820-ffa8-4be5-9f65-64db15631d1e.h5ad,137162
272,272,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,03d38670-1444-4001-bc53-9936e61d9b20,"Dissection: Hypothalamus (HTH) - preoptic region of HTH - HTHpo (medial preoptic nucleus, MPN) - supraoptic region of HTH - HTHso (paraventricular nucleus, PV)",03d38670-1444-4001-bc53-9936e61d9b20.h5ad,20027
273,273,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,0325478a-9b52-45b5-b40a-2e2ab0d72eb1,Supercluster: Upper-layer intratelencephalic,0325478a-9b52-45b5-b40a-2e2ab0d72eb1.h5ad,455006
274,274,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,00476f9f-ebc1-4b72-b541-32f912ce36ea,Dissection: Hypothalamus (HTH) - mammillary region of HTH (HTHma),00476f9f-ebc1-4b72-b541-32f912ce36ea.h5ad,10099
275,275,0faa1af6-e504-4b88-a47b-69347e1bace5,Single-cell transcriptomics characterization of oligodendrocytes and microglia in white matter aging,10.1038/s41593-022-01183-6,a539c7af-fb65-44b1-8812-000b097eac99,Microglia - 24 months old wild-type and Rag1-KO,a539c7af-fb65-44b1-8812-000b097eac99.h5ad,15601
276,276,0faa1af6-e504-4b88-a47b-69347e1bace5,Single-cell transcriptomics characterization of oligodendrocytes and microglia in white matter aging,10.1038/s41593-022-01183-6,6347cc90-f284-41d8-a131-db4a37bd796f,Single-cell of aged oligodendrocytes,6347cc90-f284-41d8-a131-db4a37bd796f.h5ad,6051
277,277,793fdaec-5067-428a-a9db-ecefe135c945,Blood and immune development in human fetal bone marrow and Down syndrome,10.1038/s41586-021-03929-x,86282760-5099-4c71-8cdd-412dcbbbd0b9,Fetal Bone Marrow (10x) - Down Syndrome,86282760-5099-4c71-8cdd-412dcbbbd0b9.h5ad,16743
278,278,793fdaec-5067-428a-a9db-ecefe135c945,Blood and immune development in human fetal bone marrow and Down syndrome,10.1038/s41586-021-03929-x,471647b3-04fe-4c76-8372-3264feb950e8,"CD34+ Fetal Bone Marrow, Fetal Liver, Cord Blood (CITE-seq)",471647b3-04fe-4c76-8372-3264feb950e8.h5ad,27998
279,279,793fdaec-5067-428a-a9db-ecefe135c945,Blood and immune development in human fetal bone marrow and Down syndrome,10.1038/s41586-021-03929-x,343ff97c-85df-494b-8400-beb937618611,Human Fetal Bone Marrow (CITE-seq),343ff97c-85df-494b-8400-beb937618611.h5ad,8978
280,280,793fdaec-5067-428a-a9db-ecefe135c945,Blood and immune development in human fetal bone marrow and Down syndrome,10.1038/s41586-021-03929-x,1a2e3350-28a8-4f49-b33c-5b67ceb001f6,Fetal Bone Marrow (10x),1a2e3350-28a8-4f49-b33c-5b67ceb001f6.h5ad,103228
281,281,43d4bb39-21af-4d05-b973-4c1fed7b916c,Transcriptional Programming of Normal and Inflamed Human Epidermis at Single-Cell Resolution,10.1016/j.celrep.2018.09.006,f512b8b6-369d-4a85-a695-116e0806857f,Skin,f512b8b6-369d-4a85-a695-116e0806857f.h5ad,68036
282,282,d86517f0-fa7e-4266-b82e-a521350d6d36,HypoMap – a unified single cell gene expression atlas of the murine hypothalamus,10.1038/s42255-022-00657-y,dbb4e1ed-d820-4e83-981f-88ef7eb55a35,HypoMap – a unified single cell gene expression atlas of the murine hypothalamus,dbb4e1ed-d820-4e83-981f-88ef7eb55a35.h5ad,384925
283,283,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,10.1101/2022.02.18.481097,f71f046d-ea2d-4470-ac38-572cbb06ee12,e18.5 thalamic nuclei,f71f046d-ea2d-4470-ac38-572cbb06ee12.h5ad,10811
284,284,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,10.1101/2022.02.18.481097,a14a995b-2f1d-40df-8f61-ab2754cac630,e18.5 glutamatergic lineage,a14a995b-2f1d-40df-8f61-ab2754cac630.h5ad,5729
285,285,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,10.1101/2022.02.18.481097,8d8411b2-eb8c-4d8b-9cf1-c605de44d1e6,e14.5 glutamatergic lineage,8d8411b2-eb8c-4d8b-9cf1-c605de44d1e6.h5ad,8863
286,286,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,10.1101/2022.02.18.481097,899e2906-cdb1-4dcc-8dd8-3e3fead6c910,e12.5 glutamatergic lineage,899e2906-cdb1-4dcc-8dd8-3e3fead6c910.h5ad,8647
287,287,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,10.1101/2022.02.18.481097,79a2344d-eddd-45b1-b376-39eddfab1899,Atlas of the developing mouse thalamus,79a2344d-eddd-45b1-b376-39eddfab1899.h5ad,249071
288,288,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,10.1101/2022.02.18.481097,76b604f3-bb29-4db7-be2b-6500dc5fbdb7,e16.5 glutamatergic lineage,76b604f3-bb29-4db7-be2b-6500dc5fbdb7.h5ad,4865
289,289,d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f,Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation,10.1101/2022.02.18.481097,6de332e1-465e-4243-9412-6fdc7497e99d,e12.5 thalamic progenitors,6de332e1-465e-4243-9412-6fdc7497e99d.h5ad,1789
290,290,1a486c4c-c115-4721-8c9f-f9f096e10857,Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration,10.1038/s41467-019-12780-8,856c1b98-5727-49da-bf0f-151bdb8cb056,Retina,856c1b98-5727-49da-bf0f-151bdb8cb056.h5ad,20091
291,291,bd5230f4-cd76-4d35-9ee5-89b3e7475659,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,10.1038/s41467-018-06318-7,a43aa46b-bd16-47fe-bc3e-19a052624e79,Liver,a43aa46b-bd16-47fe-bc3e-19a052624e79.h5ad,8444
292,292,d36ca85c-3e8b-444c-ba3e-a645040c6185,A molecular atlas of the human postmenopausal fallopian tube and ovary from single-cell RNA and ATAC sequencing,10.1016/j.celrep.2022.111838,d1207c81-7309-43a7-a5a0-f4283670b62b,Ovary RNA,d1207c81-7309-43a7-a5a0-f4283670b62b.h5ad,26134
293,293,d36ca85c-3e8b-444c-ba3e-a645040c6185,A molecular atlas of the human postmenopausal fallopian tube and ovary from single-cell RNA and ATAC sequencing,10.1016/j.celrep.2022.111838,90d4a63b-5c02-43eb-acde-c49345681601,Fallopian tube RNA,90d4a63b-5c02-43eb-acde-c49345681601.h5ad,60574
294,294,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,fd072bc3-2dfb-46f8-b4e3-467cb3223182,Full dataset of single-cell RNA-seq profiles from 9 developmental tissues across gestation (4-17 pcw),fd072bc3-2dfb-46f8-b4e3-467cb3223182.h5ad,908046
295,295,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,d0c12af4-c0e4-4c7b-873a-70752b449689,Stromal cells (all non-immune cells),d0c12af4-c0e4-4c7b-873a-70752b449689.h5ad,318656
296,296,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,aa633105-e8e5-4dcc-b72d-6da6c191b3e9,NK/T cells,aa633105-e8e5-4dcc-b72d-6da6c191b3e9.h5ad,172175
297,297,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,804d9a85-665b-45c6-b204-13457fdcc7ac,Megakaryocyte/erythroid cells,804d9a85-665b-45c6-b204-13457fdcc7ac.h5ad,149107
298,298,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,6a30bf44-c490-41ac-965b-0bb58432b10a,HSC/progenitor cells,6a30bf44-c490-41ac-965b-0bb58432b10a.h5ad,40420
299,299,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,48101fa2-1a63-4514-b892-53ea1d3a8657,HSC/immune cells (all hematopoietic-derived cells),48101fa2-1a63-4514-b892-53ea1d3a8657.h5ad,589390
300,300,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,3affa268-8a74-460a-ac9b-a984c0832469,Lymphoid cells,3affa268-8a74-460a-ac9b-a984c0832469.h5ad,239698
301,301,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,2aa1c93c-4ef3-4e9a-98e7-0bd37933953c,Myeloid cells,2aa1c93c-4ef3-4e9a-98e7-0bd37933953c.h5ad,218758
302,302,f8057c47-fcd8-4fcf-88b0-e2f930080f6e,Single-cell transcriptomics of the human retinal pigment epithelium and choroid in health and macular degeneration,10.1073/pnas.1914143116,af8b241a-c72c-4470-b1a4-80e7336c6ab6,Retina,af8b241a-c72c-4470-b1a4-80e7336c6ab6.h5ad,4335
303,303,ff668d5d-5b3f-49ee-a007-ff0664bf35ec,Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine,10.1084/jem.20191130,80d7111d-f9fe-49fd-871e-6e618312c341,Rectum,80d7111d-f9fe-49fd-871e-6e618312c341.h5ad,3797
304,304,ff668d5d-5b3f-49ee-a007-ff0664bf35ec,Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine,10.1084/jem.20191130,4e74d843-8d7a-497a-918a-f079ef141b6d,Colon,4e74d843-8d7a-497a-918a-f079ef141b6d.h5ad,4329
305,305,ff668d5d-5b3f-49ee-a007-ff0664bf35ec,Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine,10.1084/jem.20191130,248cf7bf-508b-4c28-a2fd-cabe2ab956aa,Ileum,248cf7bf-508b-4c28-a2fd-cabe2ab956aa.h5ad,5980
306,306,0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e,A transcriptional cross species map of pancreatic islet cells,10.1016/j.molmet.2022.101595,9c4c8515-8f82-4c72-b0c6-f87647b00bbe,Cross species map of pancreatic beta cells,9c4c8515-8f82-4c72-b0c6-f87647b00bbe.h5ad,11923
307,307,0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e,A transcriptional cross species map of pancreatic islet cells,10.1016/j.molmet.2022.101595,78f10833-3e61-4fad-96c9-4bbd4f14bdfa,Cross species map of pancreatic alpha cells,78f10833-3e61-4fad-96c9-4bbd4f14bdfa.h5ad,11541
308,308,0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e,A transcriptional cross species map of pancreatic islet cells,10.1016/j.molmet.2022.101595,3294d050-6eeb-4a00-b24c-71aacc9b777f,Human pancreatic islet cells,3294d050-6eeb-4a00-b24c-71aacc9b777f.h5ad,26474
309,309,0a77d4c0-d5d0-40f0-aa1a-5e1429bcbd7e,A transcriptional cross species map of pancreatic islet cells,10.1016/j.molmet.2022.101595,07f14e26-ff0d-43c4-bfe3-bf1a94dc73c3,mouse pancreatic islet cells,07f14e26-ff0d-43c4-bfe3-bf1a94dc73c3.h5ad,7011
310,310,e33ffcd3-7cbf-4b8c-b0f4-85587ad5019a,Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,Total - Cells of the human intestinal tract mapped across space and time,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc.h5ad,428469
311,311,6ff3401b-d72c-4940-a00c-3f0792397082,SARS-CoV-2 receptor ACE2 and TMPRSS2 are primarily expressed in bronchial transient secretory cells,10.15252/embj.20105114,8fcf0ccc-67b2-43a3-90be-075f85169bef,Airway,8fcf0ccc-67b2-43a3-90be-075f85169bef.h5ad,17451
312,312,6ff3401b-d72c-4940-a00c-3f0792397082,SARS-CoV-2 receptor ACE2 and TMPRSS2 are primarily expressed in bronchial transient secretory cells,10.15252/embj.20105114,2f132ec9-24b5-422f-9be0-ccef03b4fe28,Lung,2f132ec9-24b5-422f-9be0-ccef03b4fe28.h5ad,39778
313,313,edb893ee-4066-4128-9aec-5eb2b03f8287,High-resolution single-cell atlas reveals diversity and plasticity of tumor-associated neutrophils in non-small cell lung cancer,10.1016/j.ccell.2022.10.008,232f6a5a-a04c-4758-a6e8-88ab2e3a6e69,The single-cell lung cancer atlas (LuCA) -- core atlas,232f6a5a-a04c-4758-a6e8-88ab2e3a6e69.h5ad,892296
314,314,edb893ee-4066-4128-9aec-5eb2b03f8287,High-resolution single-cell atlas reveals diversity and plasticity of tumor-associated neutrophils in non-small cell lung cancer,10.1016/j.ccell.2022.10.008,1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1,The single-cell lung cancer atlas (LuCA) -- extended atlas,1e6a6ef9-7ec9-4c90-bbfb-2ad3c3165fd1.h5ad,1283972
315,315,999f2a15-3d7e-440b-96ae-2c806799c08c,"Harmonized single-cell landscape, intercellular crosstalk and tumor architecture of glioblastoma",10.1101/2022.08.27.505439,c888b684-6c51-431f-972a-6c963044cef0,Core GBmap,c888b684-6c51-431f-972a-6c963044cef0.h5ad,338564
316,316,999f2a15-3d7e-440b-96ae-2c806799c08c,"Harmonized single-cell landscape, intercellular crosstalk and tumor architecture of glioblastoma",10.1101/2022.08.27.505439,56c4912d-2bae-4b64-98f2-af8a84389208,Extended GBmap,56c4912d-2bae-4b64-98f2-af8a84389208.h5ad,1135677
317,317,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,f9846bb4-784d-4582-92c1-3f279e4c6f0c,Fibroblast and smooth muscle,f9846bb4-784d-4582-92c1-3f279e4c6f0c.h5ad,39204
318,318,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,e8a11a27-9c47-4673-b65d-11b9cd6065e1,Epithelium (no cilium),e8a11a27-9c47-4673-b65d-11b9cd6065e1.h5ad,9096
319,319,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,cdefb878-7f00-4b9d-9eda-b3652cfac0c8,Cilium,cdefb878-7f00-4b9d-9eda-b3652cfac0c8.h5ad,1641
320,320,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,810ac45f-8969-4698-b42c-652f802f75c2,Endothelium,810ac45f-8969-4698-b42c-652f802f75c2.h5ad,5467
321,321,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,7b3368a5-c1a0-4973-9e75-d95b4150c7da,B cells,7b3368a5-c1a0-4973-9e75-d95b4150c7da.h5ad,4138
322,322,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,703f00e6-b996-48e5-bc34-00c41b9876f4,PNS,703f00e6-b996-48e5-bc34-00c41b9876f4.h5ad,649
323,323,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,62315937-e268-4fa5-a032-8f7d776f3a3f,"T, NK and ILC",62315937-e268-4fa5-a032-8f7d776f3a3f.h5ad,4778
324,324,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,4023a2bc-6325-47db-bfdf-9639e91042c2,Organoid,4023a2bc-6325-47db-bfdf-9639e91042c2.h5ad,9096
325,325,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,3dc61ca1-ce40-46b6-8337-f27260fd9a03,All cells,3dc61ca1-ce40-46b6-8337-f27260fd9a03.h5ad,71752
326,326,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,0ba16f4b-cb87-4fa3-9363-19fc51eec6e7,Myeloid,0ba16f4b-cb87-4fa3-9363-19fc51eec6e7.h5ad,6947
327,327,93eebe82-d8c3-41bc-a906-63b5b5f24a9d,Single-cell proteo-genomic reference maps of the hematopoietic system enable the purification and massive profiling of precisely defined cell states,10.1038/s41590-021-01059-0,d3566d6a-a455-4a15-980f-45eb29114cab,blood and bone marrow from a healthy young donor,d3566d6a-a455-4a15-980f-45eb29114cab.h5ad,15502
328,328,93eebe82-d8c3-41bc-a906-63b5b5f24a9d,Single-cell proteo-genomic reference maps of the hematopoietic system enable the purification and massive profiling of precisely defined cell states,10.1038/s41590-021-01059-0,cd4c96bb-ad66-4e83-ba9e-a7df8790eb12,3 healthy young and 3 healthy old bone marrow donors (Reference sample),cd4c96bb-ad66-4e83-ba9e-a7df8790eb12.h5ad,49057
329,329,93eebe82-d8c3-41bc-a906-63b5b5f24a9d,Single-cell proteo-genomic reference maps of the hematopoietic system enable the purification and massive profiling of precisely defined cell states,10.1038/s41590-021-01059-0,c05fb583-eb2f-4e3a-8e74-f9bd6414e418,healthy young bone marrow donor,c05fb583-eb2f-4e3a-8e74-f9bd6414e418.h5ad,13165
330,330,93eebe82-d8c3-41bc-a906-63b5b5f24a9d,Single-cell proteo-genomic reference maps of the hematopoietic system enable the purification and massive profiling of precisely defined cell states,10.1038/s41590-021-01059-0,b3a5a10f-b1cb-4e8e-abce-bf345448625b,15 leukemic bone marrow donors,b3a5a10f-b1cb-4e8e-abce-bf345448625b.h5ad,31586
331,331,8191c283-0816-424b-9b61-c3e1d6258a77,Spatial multi-omic map of human myocardial infarction,10.1038/s41586-022-05060-x,f15e263b-6544-46cb-a46e-e33ab7ce8347,Ischemia-snRNA-Spatial multi-omic map of human myocardial infarction,f15e263b-6544-46cb-a46e-e33ab7ce8347.h5ad,19722
332,332,8191c283-0816-424b-9b61-c3e1d6258a77,Spatial multi-omic map of human myocardial infarction,10.1038/s41586-022-05060-x,1c739a3e-c3f5-49d5-98e0-73975e751201,All-snRNA-Spatial multi-omic map of human myocardial infarction,1c739a3e-c3f5-49d5-98e0-73975e751201.h5ad,191795
333,333,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,f7995301-7551-4e1d-8396-ffe3c9497ace,DCM/ACM heart cell atlas: Cardiomyocytes,f7995301-7551-4e1d-8396-ffe3c9497ace.h5ad,311418
334,334,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,ed2b673b-0279-454a-998c-3eec361edf54,DCM/ACM heart cell atlas: Fibroblasts,ed2b673b-0279-454a-998c-3eec361edf54.h5ad,142816
335,335,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,bdf69f8d-5a96-4d6f-a9f5-9ee0e33597b7,DCM/ACM heart cell atlas: Adipocytes,bdf69f8d-5a96-4d6f-a9f5-9ee0e33597b7.h5ad,2576
336,336,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,9434b020-de42-43eb-bcc4-542b2be69015,DCM/ACM heart cell atlas: Macrophages,9434b020-de42-43eb-bcc4-542b2be69015.h5ad,59217
337,337,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,83b5e943-a1d5-4164-b3f2-f7a37f01b524,DCM/ACM heart cell atlas: Neuronal cells,83b5e943-a1d5-4164-b3f2-f7a37f01b524.h5ad,7999
338,338,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,65badd7a-9262-4fd1-9ce2-eb5dc0ca8039,DCM/ACM heart cell atlas: All cells,65badd7a-9262-4fd1-9ce2-eb5dc0ca8039.h5ad,881081
339,339,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,1252c5fb-945f-42d6-b1a8-8a3bd864384b,DCM/ACM heart cell atlas: Mural cells,1252c5fb-945f-42d6-b1a8-8a3bd864384b.h5ad,170281
340,340,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,1062c0f2-2a44-4cf9-a7c8-b5ed58b4728d,DCM/ACM heart cell atlas: Endothelial cells,1062c0f2-2a44-4cf9-a7c8-b5ed58b4728d.h5ad,115548
341,341,e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,0fdb6122-4600-40f0-a703-2da47cc7080d,DCM/ACM heart cell atlas: Lymphoids,0fdb6122-4600-40f0-a703-2da47cc7080d.h5ad,16878
342,342,17481d16-ee44-49e5-bcf0-28c0780d8c4a,Single-Cell Sequencing of Developing Human Gut Reveals Transcriptional Links to Childhood Crohn’s Disease,10.1016/j.devcel.2020.11.010,b46237d1-19c6-4af2-9335-9854634bad16,Fetal Human Gut (6-11 PCW),b46237d1-19c6-4af2-9335-9854634bad16.h5ad,62849
343,343,17481d16-ee44-49e5-bcf0-28c0780d8c4a,Single-Cell Sequencing of Developing Human Gut Reveals Transcriptional Links to Childhood Crohn’s Disease,10.1016/j.devcel.2020.11.010,8e47ed12-c658-4252-b126-381df8d52a3d,Paediatric Human Gut (4-14y),8e47ed12-c658-4252-b126-381df8d52a3d.h5ad,22502
344,344,de13e3e2-23b6-40ed-a413-e9e12d7d3910,A cell atlas of human thymic development defines T cell repertoire formation,10.1126/science.aay3224,cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7,Figure 1 - A cell atlas of human thymic development defines T cell repertoire formation,cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7.h5ad,255901
345,345,de13e3e2-23b6-40ed-a413-e9e12d7d3910,A cell atlas of human thymic development defines T cell repertoire formation,10.1126/science.aay3224,814f2c97-49e4-4a17-be26-fde3c4c57d1b,Human Stem Cells (LIV and TH) - A cell atlas of human thymic development defines T cell repertoire formation,814f2c97-49e4-4a17-be26-fde3c4c57d1b.h5ad,27589
346,346,de13e3e2-23b6-40ed-a413-e9e12d7d3910,A cell atlas of human thymic development defines T cell repertoire formation,10.1126/science.aay3224,0a21f80c-e7a3-465b-8aba-fdda2b4c36bc,Human T cells - A cell atlas of human thymic development defines T cell repertoire formation,0a21f80c-e7a3-465b-8aba-fdda2b4c36bc.h5ad,76994
347,347,de13e3e2-23b6-40ed-a413-e9e12d7d3910,A cell atlas of human thymic development defines T cell repertoire formation,10.1126/science.aay3224,04c0bdd8-840f-488e-b72d-2a1229bc65db,Human Thymic Epithelial Cells - A cell atlas of human thymic development defines T cell repertoire formation,04c0bdd8-840f-488e-b72d-2a1229bc65db.h5ad,18524
348,348,b0cf0afa-ec40-4d65-b570-ed4ceacc6813,Integrated analysis of multimodal single-cell data,10.1016/j.cell.2021.04.048,ed5d841d-6346-47d4-ab2f-7119ad7e3a35,nygc multimodal pbmc,ed5d841d-6346-47d4-ab2f-7119ad7e3a35.h5ad,161764
