organ,id,rdfs_label,name,b_type
placenta full term,HGNC:6152,integrin subunit alpha X,ITGAX,gene
placenta full term,HGNC:1641,CD209 molecule,CD209,gene
placenta full term,HGNC:7228,mannose receptor C-type 1,MRC1,gene
placenta full term,HGNC:6106,forkhead box P3,FOXP3,gene
placenta full term,HGNC:1706,CD8a molecule,CD8A,gene
placenta full term,HGNC:1653,CD28 molecule,CD28,gene
placenta full term,HGNC:10658,syndecan 1,SDC1,gene
placenta full term,HGNC:4947,"Major Histocompatibility Complex, Class II, DR Alpha",HLA-DRA,gene
placenta full term,HGNC:1764,cadherin 5,CDH5,gene
placenta full term,HGNC:29602,podoplanin,PDPN,gene
placenta full term,HGNC:1886,chorionic gonadotropin subunit beta 3,CGB3,gene
placenta full term,HGNC:2440,chorionic somatomammotropin hormone 1,CSH1,gene
placenta full term,HGNC:9521,pregnancy specific beta-1-glycoprotein 4,PSG4,gene
placenta full term,HGNC:1631,CD163 molecule,CD163,gene
placenta full term,HGNC:3613,Fc gamma receptor Ia,FCGR1A,gene
placenta full term,HGNC:3468,estrogen receptor 2,ESR2,gene
placenta full term,HGNC:9864,retinoic acid receptor alpha,RARA,gene
placenta full term,HGNC:10477,retinoid X receptor alpha,RXRA,gene
prostate,HGNC:7372,microseminoprotein beta,MSMB,gene
prostate,HGNC:6364,kallikrein related peptidase 3,KLK3,gene
prostate,HGNC:125,acid phosphatase 3,ACPP,gene
prostate,HGNC:6442,keratin 5,KRT5,gene
prostate,HGNC:6416,keratin 14,KRT14,gene
prostate,HGNC:10492,S100 calcium binding protein A2,S100A2,gene
prostate,HGNC:1929,chromogranin A,CHGA,gene
prostate,HGNC:4605,gastrin releasing peptide,GRP,gene
prostate,HGNC:10575,secretogranin II,SCG2,gene
prostate,HGNC:2770,desmin,DES,gene
prostate,HGNC:145,"actin gamma 2, smooth muscle",ACTG2,gene
prostate,HGNC:130,"actin alpha 2, smooth muscle",ACTA2,gene
prostate,HGNC:2047,claudin 5,CLDN5,gene
prostate,HGNC:10718,selectin E,SELE,gene
prostate,HGNC:8823,platelet and endothelial cell adhesion molecule 1,PECAM1,gene
prostate,HGNC:612,apolipoprotein D,APOD,gene
prostate,HGNC:9592,prostaglandin D2 synthase,PTGDS,gene
prostate,HGNC:2705,decorin,DCN,gene
prostate,HGNC:1346,complement C7,C7,gene
prostate,HGNC:7035,microfibril associated protein 4,MFAP4,gene
prostate,HGNC:6934,melanoma cell adhesion molecule,MCAM,gene
prostate,HGNC:1663,CD36 molecule,CD36,gene
prostate,HGNC:29836,NDUFA4 mitochondrial complex associated like 2,NDUFA4L2,gene
prostate,HGNC:4278,gap junction protein alpha 4,GJA4,gene
prostate,HGNC:6421,keratin 15,KRT15,gene
prostate,HGNC:18384,secretoglobin family 3A member 1,SCGB3A1,gene
prostate,HGNC:12523,secretoglobin family 1A member 1,SCGB1A1,gene
prostate,HGNC:9500,prostate stem cell antigen,PSCA,gene
prostate,HGNC:6415,keratin 13,KRT13,gene
prostate,HGNC:24880,LY6/PLAUR domain containing 3,LYPD3,gene
prostate,HGNC:384,aldo-keto reductase family 1 member C1,AKR1C1,gene
skin,HGNC:6187,IVL,Involucrin,protein
skin,HGNC:3748,FLG,filaggrin,protein
skin,HGNC:6413,KRT10,keratin 10,protein
skin,HGNC:11998,p53,tumor protein p53,protein
skin,HGNC:7107,MKI67,marker of proliferation Ki-67,protein
skin,HGNC:2718,DDB2,damage specific DNA binding protein 2,protein
skin,HGNC:1634,CD1A,CD1a molecule,protein
skin,HGNC:17935,CD207,CD207 molecule,protein
skin,HGNC:7067,CIITA,class II major histocompatibility complex transactivator,protein
skin,HGNC:6412,KRT1,keratin 1,protein
skin,HGNC:20412,KRT20,Keratin 20,protein
skin,HGNC:11506,SYP,synaptophysin,protein
skin,HGNC:6442,KRT5,keratin 5,protein
skin,HGNC:6416,KRT14,keratin 14,protein
skin,HGNC:1929,CHGA,chromogranin A,protein
skin,HGNC:20412,KRT20,keratin 20,protein
skin,HGNC:11190,SOX10,SRY-box transcription factor 10,protein
skin,HGNC:10492,S100A2,S100 calcium binding protein A2,protein
skin,HGNC:7124,MLANA,melan-A,protein
skin,HGNC:6427,KRT17,keratin 17,protein
skin,HGNC:6421,KRT15,keratin 15,protein
skin,CD200,HGNC:7203,CD200 molecule,protein
skin,HGNC:1662,CD34,CD34 molecule,protein
skin,HGNC:7508,MUC1,Epidermal membrane Antigen,protein
skin,HGNC:248,PLIN2,perilipin 2,protein
skin,HGNC:6436,KRT19,keratin 19,protein
skin,HGNC:30840,KRT26,keratin 26,protein
skin,,,Keratin AE1,protein
skin,HGNC:8993,PIP,GCDFP-15,protein
skin,HGNC:4172,GATA3,GATA3,protein
skin,HGNC:130,ACTA2,"actin alpha 2, smooth muscle",protein
skin,HGNC:2155,CNN1,calponin 1,protein
skin,HGNC:3541,F3,Factor XIIIa,protein
skin,HGNC:12692,VIM,vimentin,protein
skin,HGNC:3358,ENPP3,CD203c,protein
skin,HGNC:6342,KIT,"KIT proto-oncogene, receptor tyrosine kinase",protein
skin,HGNC:1604,CCR3,C-C motif chemokine receptor 3,protein
skin,HGNC:6147,ITGAE,integrin subunit alpha E/CD103,protein
skin,HGNC:6149,ITGAM,integrin subunit alpha M/CD11b,protein
skin,HGNC:1693,CD68,CD68 molecule,protein
skin,HGNC:1631,CD163,CD163 molecule,protein
skin,HGNC:1673,CD3D,CD3d molecule,protein
skin,HGNC:1678,CD4,CD4 molecule,protein
skin,HGNC:1706,CD8A,CD8a molecule,protein
skin,HGNC:6106,FOXP3,forkhead box P3,protein
skin,HGNC:7656,NCAM1,neural cell adhesion molecule 1/CD56,protein
skin,HGNC:3619,FCGR3A,Fc fragment of IgG receptor IIIa/CD16,protein
skin,HGNC:11599,TBX21,T-box transcription factor 21,protein
skin,HGNC:4172,GATA3,GATA binding protein 3,protein
skin,HGNC:10260,RORC,RAR related orphan receptor C,protein
skin,HGNC:1633,CD19,CD19 molecule,protein
skin,HGNC:7315,MS4A1,membrane spanning 4-domains A1,protein
skin,HGNC:1698,CD79A,CD79a molecule,protein
skin,HGNC:1667,CD38,CD38 molecule,protein
skin,HGNC:10658,SDC1,syndecan 1,protein
skin,HGNC:7218,MPO,myeloperoxidase,protein
skin,HGNC:11249,SPN,sialophorin/p43,protein
skin,HGNC:1709,CD9,CD9 molecule,protein
skin,HGNC:7738,NEFHP1,neurofilament heavy pseudogene 1,protein
skin,HGNC:12513,UCHL1,ubiquitin C-terminal hydrolase L1,protein
skin,HGNC:17888,CGRP receptor component,CRCP,protein
skin,HGNC:7809,NGFR,nerve growth factor receptor,protein
skin,HGNC:8823,PECAM,platelet and endothelial cell adhesion molecule 1,protein
skin,HGNC:3446,ERG,ETS transcription factor ERG,protein
skin,HGNC:1441,CALD1,caldesmon 1,protein
skin,HGNC:3023,DRD2,dopamine receptor D2,protein
skin,HGNC:6934,MCAM,melanoma cell adhesion molecule/CD146,protein
skin,HGNC:8804,PDGFRB,platelet derived growth factor receptor beta,protein
skin,HGNC:29602,PDPN,podoplanin,protein
skin,HGNC:14687,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1,protein
skin,HGNC:10500,S100B,S100 calcium binding protein B,protein
skin,HGNC:1435,CALB2,calbindin 2/calretinin,protein
small_intestine,HGNC:6740,lysozyme,LYZ,gene
small_intestine,HGNC:2764,defensin alpha 5,DEFA5,gene
small_intestine,,,MUC2,gene
small_intestine,,,ITLN1,gene
small_intestine,,,SLC26A2,gene
small_intestine,,,CLCA4,gene
small_intestine,,,DCLK1,gene
small_intestine,,,IRF7,gene
small_intestine,,,SELENBP1,gene
small_intestine,,,CA2,gene
small_intestine,,,SI,gene
small_intestine,,,BEST4,gene
small_intestine,,,CA7,gene
small_intestine,,,NEURL1,gene
small_intestine,,,HES1,gene
small_intestine,,,CRYBA2,gene
small_intestine,,,LGR5,gene
small_intestine,,,ASCL2,gene
small_intestine,,,OLFM4,gene
small_intestine,,,RNF43,gene
small_intestine,,,CFTR,gene
small_intestine,,,guanylin,gene
small_intestine,,,uroguanylin,gene
small_intestine,,,TP53I3,gene
small_intestine,,,DES,gene
small_intestine,,,ACTG2,gene
small_intestine,,,CNN1,gene
small_intestine,,,COL6A1,gene
small_intestine,,,COL6A2,gene
small_intestine,,,PDL1,protein
small_intestine,,,CD56,protein
small_intestine,,,PGP9.5,protein
small_intestine,,,Cytokeratin 7,protein
small_intestine,,,MKI67,gene
small_intestine,,,MS4A1,gene
small_intestine,,,PAX5,gene
small_intestine,,,CD21,protein
small_intestine,,,CD19,protein
small_intestine,,,IGLL5,gene
small_intestine,,,CD138,protein
small_intestine,,,CD3D,gene
small_intestine,,,CD2,gene
small_intestine,,,CD4,gene
small_intestine,,,CD3,protein
small_intestine,,,CD7,protein
small_intestine,,,CD2,protein
small_intestine,,,CD5,protein
small_intestine,,,TCRab,protein
small_intestine,,,CD4,protein
small_intestine,,,FOXP3,protein
small_intestine,,,CD25,protein
small_intestine,,,MGLL,gene
small_intestine,,,TAGLN,gene
small_intestine,,,CD8A,gene
small_intestine,,,CD8,protein
small_intestine,,,CD14,gene
small_intestine,,,HLA-DR,protein
small_intestine,,,CD163,protein
small_intestine,,,CD206,protein
small_intestine,,,CD11b,protein
small_intestine,,,CD68,protein
small_intestine,,,CD294,protein
small_intestine,,,HDC,gene
small_intestine,,,CD117,protein
small_intestine,,,MCT,protein
small_intestine,,,CD15,protein
small_intestine,,,CD16,protein
small_intestine,,,CD57,protein
small_intestine,,,CD11c,protein
small_intestine,,,NKG2D,protein
small_intestine,,,CD123,protein
small_intestine,,,CD127,protein
small_intestine,,,CD161,protein
small_intestine,,,aSMA,protein
small_intestine,,,Cytokeratin,protein
small_intestine,,,NOVA2,gene
small_intestine,,,SOX17,gene
small_intestine,,,CD34,protein
small_intestine,,,SOX9,protein
small_intestine,,,CD44,protein
small_intestine,,,alpha Defensin 5a,protein
small_intestine,,,Chromogranin,protein
small_intestine,,,Synaptophysin,protein
small_intestine,,,CD31,protein
small_intestine,,,CD36,protein
small_intestine,,,Podoplanin,protein
small_intestine,,,Col6A1,protein
small_intestine,,,Col6A2,protein
small_intestine,,CD4,,protein
small_intestine,,CD8,,protein
spinal cord,HGNC:37100,cilia and flagella associated protein 73,CFAP73,gene
spinal cord,HGNC:7197,myelin oligodendrocyte glycoprotein,MOG,gene
spinal cord,HGNC:17105,bestrophin 3,BEST3,gene
spinal cord,HGNC:10918,solute carrier family 14 member 1 (Kidd blood group),SLC14A1,gene
spinal cord,HGNC:352,allograft inflammatory factor 1,AIF1,gene
spinal cord,HGNC:352,ionized calcium-binding adapter molecule 1,IBA1,protein
spinal cord,HGNC:2047,claudin 5,CLDN5,gene
spinal cord,HGNC:23145,MAF bZIP transcription factor A,MAFA,gene
spinal cord,HGNC:7593,myosin X,MYO10,gene
spinal cord,HGNC:2212,collagen type VI alpha 2 chain,COL6A2,gene
spinal cord,HGNC:1543,cerebellin 1 precursor,CBLN1,gene
spinal cord,HGNC:7975,nuclear receptor subfamily 2 group F member 1,NR2F1,gene
spinal cord,HGNC:4082,gamma-aminobutyric acid type A receptor subunit beta2,GABRB2,gene
spinal cord,HGNC:8038,neurotensin,NTS,gene
spinal cord,HGNC:6776,MAF bZIP transcription factor,MAF,gene
spinal cord,HGNC:9957,reelin,RELN,gene
spinal cord,HGNC:8773,phosphodiesterase 11A,PDE11A,gene
spinal cord,HGNC:6112,IQ motif containing GTPase activating protein 2,IQGAP2,gene
spinal cord,HGNC:16454,neuromedin U receptor 2,NMUR2,gene
spinal cord,HGNC:11517,tachykinin precursor 1,TAC1,gene
spinal cord,HGNC:11201,SRY-box transcription factor 5,SOX5,gene
spinal cord,HGNC:5464,insulin like growth factor 1,IGF1,gene
spinal cord,HGNC:24323,CART prepropeptide,CARTPT,gene
spinal cord,HGNC:6643,LIM domain only 3,LMO3,gene
spinal cord,HGNC:7859,neuromedin U,NMU,gene
spinal cord,HGNC:16213,isthmin 1,ISM1,gene
spinal cord,HGNC:1438,calcitonin related polypeptide beta,CALCB,gene
spinal cord,HGNC:7976,nuclear receptor subfamily 2 group F member 2,NR2F2,gene
spinal cord,HGNC:1485,calpain 8,CAPN8,gene
spinal cord,HGNC:49597,lymphatic endothelial transcriptional regulator lncRNA 1,LINC01197,gene
spinal cord,HGNC:8831,proenkephalin,PENK,gene
spinal cord,HGNC:14271,serine/threonine kinase 32B,STK32B,gene
spinal cord,HGNC:10259,RAR related orphan receptor B,RORB,gene
spinal cord,HGNC:8539,purinergic receptor P2Y1,P2RY1,gene
spinal cord,HGNC:16231,cerebellin 4 precursor,CBLN4,gene
spinal cord,HGNC:227,adenosine deaminase RNA specific B2 (inactive),ADARB2,gene
spinal cord,HGNC:26308,cadherin related family member 3,CDHR3,gene
spinal cord,HGNC:7775,nuclear factor of activated T cells 1,NFATC1,gene
spinal cord,HGNC:1766,cadherin 7,CDH7,gene
spinal cord,HGNC:8820,prodynorphin,PDYN,gene
spinal cord,HGNC:20391,sulfatase 1,SULF1,gene
spinal cord,HGNC:6551,lymphoid enhancer binding factor 1,LEF1,gene
spinal cord,HGNC:1569,cholecystokinin,CCK,gene
spinal cord,HGNC:9459,prospero homeobox 1,PROX1,gene
spinal cord,HGNC:7955,neuropeptide Y,NPY,gene
spinal cord,HGNC:21574,sterile alpha motif domain containing 3,SAMD3,gene
spinal cord,HGNC:19194,hemicentin 1,HMCN1,gene
spinal cord,HGNC:777,zinc finger homeobox 3,ZFHX3,gene
spinal cord,HGNC:21694,POU class 6 homeobox 2,POU6F2,gene
spinal cord,HGNC:8139,one cut homeobox 2,ONECUT2,gene
spinal cord,HGNC:13875,forkhead box P2,FOXP2,gene
spinal cord,HGNC:25552,ring finger protein 220,RNF220,gene
spinal cord,HGNC:1768,cadherin 9,CDH9,gene
spinal cord,HGNC:7981,nuclear receptor subfamily 4 group A member 2,NR4A2,gene
spinal cord,HGNC:7788,nuclear factor I X,NFIX,gene
spinal cord,HGNC:4172,GATA binding protein 3,GATA3,gene
spinal cord,HGNC:18860,N-acylsphingosine amidohydrolase 2,ASAH2,gene
spinal cord,HGNC:52261,GAS1 adjacent regulatory RNA,GAS1RR,gene
spinal cord,HGNC:11132,synaptosome associated protein 25,SNAP25,gene
spinal cord,HGNC:9461,peripherin,PRPH,gene
spinal cord,HGNC:9461,peripherin,PRPH,protein
spinal cord,HGNC:6654,LIM homeobox transcription factor 1 beta,LMX1B,gene
spinal cord,HGNC:21637,SATB homeobox 2,SATB2,gene
spinal cord,HGNC:11521,tachykinin precursor 3,TAC3,gene
spinal cord,HGNC:13993,PR/SET domain 8,PRDM8,gene
spinal cord,HGNC:13733,cadherin related 23,CDH23,gene
spinal cord,HGNC:6132,ISL LIM homeobox 1,ISL1,gene
spinal cord,HGNC:4093,glutamate decarboxylase 2,GAD2,gene
spinal cord,HGNC:11743,transcription factor AP-2 beta,TFAP2B,gene
spleen,HGNC:1662,CD34,CD34+,gene
spleen,HGNC:8823,PECAM1,PECAM1+,gene
spleen,HGNC:12726,VWF,vWF+,gene
spleen,HGNC:1662,CD34,CD34,protein
spleen,HGNC:11784,THBD,CD141,protein
spleen,HGNC:8823,PECAM1,CD31,protein
spleen,HGNC:2689,DBH,DBH,protein
spleen,HGNC:12513,UCHL1,PGP9.5,protein
spleen,HGNC:10500,S100B,S100,protein
spleen,HGNC:11782,TH,TH,protein
spleen,HGNC:1633,CD19,CD19+,gene
spleen,HGNC:1698,CD79A,CD79a+,gene
spleen,HGNC:7315,MS4A1,MS4A1+,gene
spleen,HGNC:7315,MS4A1,CD20,protein
spleen,HGNC:5480,IGHD,IgD+,protein
spleen,HGNC:5541,IGHM,IgM,protein
spleen,HGNC:7809,NGFR,CD271,protein
spleen,HGNC:6446,KRT8/KRT18,CK8/18,protein
spleen,HGNC:6765,MADCAM1,MAd-CAM-1,protein
spleen,HGNC:130,ACTA2,Smooth Muscle Actin,protein
spleen,HGNC:12663,VCAM1,CD106,protein
spleen,HGNC:12726,VWF,vWF,protein
spleen,HGNC:7809,NGFR,CD271+,protein
spleen,HGNC:10639,CXCL13,CXCL13,protein
spleen,HGNC:613,APOE,APOE+,gene
spleen,HGNC:1690,CD5L,CD5L+,gene
spleen,HGNC:1693,CD68,CD68,protein
spleen,HGNC:1631,CD163,CD163,protein
spleen,HGNC:11127,SIGLEC1,CD169-/+,protein
spleen,HGNC:11922,CD27,CD27,protein
spleen,HGNC:5480,IGHD,IgD,protein
spleen,HGNC:2202,COL4A1,Collagen IV,protein
spleen,HGNC:2194,COL17A1,Collagen XVII,protein
spleen,HGNC:2195,COL18A1,Collagen XVIII,protein
spleen,HGNC:6486,LAMB1,Laminin,protein
spleen,HGNC:4035,ACKR1,ACKR1+,gene
spleen,HGNC:1706,CD8A,CD8a+,gene
spleen,HGNC:17905,FHOD1,FHOD1+,gene
spleen,HGNC:1674,CD3E,CD3,protein
spleen,HGNC:1706,CD8A,CD8a,protein
spleen,HGNC:1628,CD14,CD14,protein
spleen,HGNC:2336,CR2,CD21,protein
spleen,HGNC:9666,PTPRC,CD45,protein
spleen,HGNC:9662,SIRPA,CD172a,protein
spleen,HGNC:7228,MRC1,CD206,protein
spleen,HGNC:17905,FHOD1,FHOD1,protein
spleen,HGNC:5344,ICAM1,CD54,protein
spleen,HGNC:10672,CXCL12,CXCL12,protein
spleen,HGNC:6018,IL6,IL-6,protein
spleen,HGNC:1706,CD8A,CD8,protein
spleen,HGNC:2298,CPA3,CPA3+,gene
spleen,HGNC:17890,HPGDS,HPGDS+,gene
spleen,HGNC:5870,IGLL1,IGLL1+,gene
spleen,HGNC:11200,SOX4,SOX4+,gene
spleen,HGNC:1633,CD19,CD19,protein
spleen,HGNC:1667,CD38,CD38,protein
spleen,HGNC:9666,PTPRC,CD45RA,protein
spleen,HGNC:11801,THY1,CD90,protein
spleen,HGNC:1628,CD14,CD14+,gene
spleen,HGNC:3623,FCN1,FCN1+,gene
spleen,HGNC:2464,VCAN,VCAN+,gene
spleen,HGNC:6149,ITGAM,CD11b,protein
spleen,HGNC:1628,CD14,CD14+,protein
spleen,HGNC:3619,FCGR3A,CD16,protein
spleen,HGNC:3613,FCGR1A,CD64,protein
spleen,HGNC:4702,GYPA,CD235a,protein
spleen,HGNC:1674,CD3E,CD3+,gene
spleen,HGNC:1678,CD4,CD4-,gene
spleen,HGNC:1678,CD4,CD4,protein
spleen,HGNC:5525,IGHG1,IGHG1+,gene
spleen,HGNC:5541,IGHM,IGHM+,gene
spleen,HGNC:5713,JCHAIN,JCHAIN+,gene
spleen,HGNC:10658,SDC1,SDC1+,gene
spleen,HGNC:12801,XBP1,XBP1+,gene
spleen,HGNC:6148,ITGAL,CD11a,protein
spleen,HGNC:1667,CD38,CD38+,protein
spleen,HGNC:1698,CD79a,CD79a,protein
spleen,HGNC:10658,SDC1,CD138,protein
spleen,HGNC:2561,CXCR4,CXCR4,protein
spleen,HGNC:6119,IRF4,IRF4,protein
spleen,HGNC:6152,ITGAX,CD11c,protein
spleen,HGNC:4444,GP9,GP9+,gene
spleen,HGNC:8861,PF4,PF4+,gene
spleen,HGNC:6138,ITGA2B,CD41,protein
spleen,HGNC:4439,GP1BA,CD42b,protein
spleen,HGNC:17013,CD160,CD160+,gene
spleen,HGNC:3619,FCGR3A,FCGR3A+,gene
spleen,HGNC:7656,NCAM1,NCAM1+,gene
spleen,,HGNC:6731,NCR1+,gene
spleen,HGNC:7656,NCAM1,CD56,protein
spleen,HGNC:19077,NCR3,NKp30,protein
spleen,HGNC:2770,DES,Desmin,protein
spleen,HGNC:6139,ITGA3,Integrin a3,protein
spleen,HGNC:6140,ITGA4,Integrin a4,protein
spleen,HGNC:6141,ITGA5,Integrin a5,protein
spleen,HGNC:6153,ITGAB1,Integrin b1,protein
spleen,HGNC:8803,PDGFRA,PDGFRa,protein
spleen,HGNC:8804,PDGFRB,PDGFRb,protein
spleen,HGNC:4015,FUT4,CD15,protein
spleen,HGNC:1820,CEACAM8,CD66,protein
spleen,HGNC:3309,ELANE,Elastase,protein
spleen,HGNC:7218,MPO,Myeloperoxidase,protein
spleen,HGNC:11127,SIGLEC1,CD169,protein
spleen,HGNC:1641,CD209,DC-SIGN,protein
spleen,HGNC:3349,ENG,CD105,protein
spleen,HGNC:26705,CLEC9A,CLEC9A+,gene
spleen,HGNC:1625,XCR1,XCR1+,gene
spleen,HGNC:11784,THBD,CD141+,protein
spleen,HGNC:1636,CD1C,CD1c+,gene
spleen,HGNC:16916,CLEC10A,CLEC10A+,gene
spleen,HGNC:1636,CD1C,CD1c,protein
spleen,HGNC:9662,SIRPA,SIRPa,protein
spleen,HGNC:3619,FCGR3A,CD11c,protein
spleen,HGNC:13258,CLEC4C,CLEC4C+,gene
spleen,HGNC:6012,IL3RA,IL3RA+,gene
spleen,HGNC:6012,IL3RA,CD123,protein
spleen,HGNC:13258,CLEC4C,CD303,protein
spleen,HGNC:8004,NRP1,CD304,protein
spleen,HGNC:1697,CD74,CD74,protein
spleen,HGNC:6729,LY75,CD205,protein
spleen,HGNC:29602,PDPN,D2-40H,protein
spleen,HGNC:14687,LYVE1,Lyve-1+,protein
spleen,HGNC:29602,PDPN,Podoplanin,protein
spleen,HGNC:9459,PROX1,Prox-1+,protein
spleen,,UEA-1,Ulex+,protein
spleen,HGNC:2336,CR2,CR2+,gene
spleen,HGNC:10639,CXCL13,CXCL13+,gene
spleen,HGNC:3618,FCGR2B,FCGR2B+,gene
spleen,HGNC:17069,FNBP1,FNBP1+,gene
spleen,HGNC:2235,KLF6,KLF6+,gene
spleen,HGNC:6765,MADCAM1,MADCAM1+,gene
spleen,HGNC:7036,MFGE8,MFGE8+,gene
spleen,HGNC:16953,POSTN,POSTN+,gene
spleen,HGNC:9607,PTHLH,PTHLH+,gene
spleen,HGNC:11204,SOX9,SOX9+,gene
spleen,HGNC:3612,FCER2,CD23,protein
spleen,HGNC:2334,CR1,CD35,protein
spleen,HGNC:3612,FCER2,FCER2+,gene
spleen,HGNC:5480,IGHD,IGHD+,gene
spleen,HGNC:6015,IL4R,IL4R+,gene
spleen,HGNC:11648,TCL1A,TCL1A+,gene
spleen,HGNC:2428,YBX3,YBX3+,gene
spleen,HGNC:13203,AICDA,AICDA+,gene
spleen,HGNC:7107,MKI67,Ki67,protein
spleen,HGNC:1060,CXCR5,CXCR5+,gene
spleen,HGNC:5351,ICOS,ICOS+,gene
spleen,HGNC:8760,PDCD1,PDCD1+,gene
spleen,HGNC:1673,CD3D/CD3E,CD3,protein
spleen,HGNC:1694,CD69,CD69,protein
spleen,HGNC:1060,CXCR5,CXCR5,protein
spleen,HGNC:5351,ICOS,ICOS,protein
spleen,HGNC:8760,PDCD1,PD-1,protein
spleen,HGNC:6106,FOXP3,FOXP3+,gene
spleen,HGNC:6008,IL2RA,IL2RA+,gene
spleen,HGNC:6008,IL2RA,CD25,protein
spleen,HGNC:6106,FOXP3,FOXP3,protein
spleen,HGNC:11922,CD27,CD27+,gene
spleen,HGNC:18153,TNFRSF13B,TNFRSF13B,gene
spleen,HGNC:3618,FCGR2B,CD32,protein
spleen,HGNC:6765,MADCAM1,Mad-CAM-1,protein
spleen,HGNC:1637,CD1D,CD1d+,gene
spleen,HGNC:6018,IL6,IL6+,gene
spleen,HGNC:1636,CD1C,CD1c+,protein
spleen,HGNC:5541,IGHM,IgM+,protein
spleen,HGNC:2336,CCL21,CCL21,protein
spleen,HGNC:11926,TNFSF11,RANKL,protein
spleen,HGNC:348,AHR,AHR+,gene
spleen,HGNC:5361,ID2,ID2+,gene
spleen,HGNC:10260,RORC,RORC+,gene
spleen,HGNC:16892,CD96,CD96,protein
spleen,HGNC:6342,KIT,CD117,protein
spleen,HGNC:6024,IL7R,CD127,protein
spleen,HGNC:6373,KLRB1,CD161,protein
spleen,HGNC:6732,NCR2,NKp44,protein
spleen,HGNC:1118,BST1,BST1+,gene
spleen,HGNC:1318,C3,C3+,gene
spleen,HGNC:10620,CCL21,CCL21+,gene
spleen,HGNC:1037,CFB,CFB+,gene
spleen,HGNC:2545,CTSS,CTSS+,gene
spleen,HGNC:7098,CXCL9,CXCL9+,gene
spleen,HGNC:3357,ENPP2,ENPP2+,gene
spleen,HGNC:4414,GNLY,GNLY+,gene
spleen,HGNC:4709,GZMB,GZMB+,gene
spleen,HGNC:9360,PRF1,PRF1+,gene
spleen,HGNC:1608,CCR7,CCR7,protein
spleen,HGNC:10617,CCL19,CCL19+,gene
spleen,HGNC:1697,CD74,CD74+,gene
spleen,HGNC:2095,CLU,CLU+,gene
spleen,HGNC:2705,DCN,DCN+,gene
spleen,HGNC:3036,DSC2,DSC2+,gene
spleen,HGNC:6023,IL7,IL7+,gene
spleen,HGNC:10617,CCL19,CCL19,protein
spleen,HGNC:1634,CD1A,CD1a,protein
spleen,HGNC:12692,VIM,Vimentin,protein
spleen,CD4,CD4+,CD3,protein
spleen,IL2RA,CD25+,HGNC:1678,protein
spleen,PTPRC,CD45RA+,HGNC:6008,protein
spleen,IL7R,CD127-,HGNC:9666,protein
spleen,FOXP3,FOXP3+,HGNC:6024,protein
spleen,,,HGNC:6106,protein
spleen,HGNC:2561,CXCR4,CXCR4+,gene
spleen,HGNC:598,APLP2,APLP2+,gene
spleen,HGNC:25026,PLPP5,PLPP5+,gene
spleen,HGNC:1441,CALD1,Caldesmon,protein
spleen,HGNC:1698,CD79A,CD79a,protein
spleen,HGNC:9360,PRF1,Perforin,protein
spleen,HGNC:12287,TRGV2,TRGV2+,gene
spleen,HGNC:12271,TRG,TCRgamma,protein
spleen,HGNC:12252,TRD,TCRdelta,protein
spleen,HGNC:1703,CD83,CD83,protein
spleen,HGNC:6012,,CD123,protein
spleen,HGNC:14687,,Lyve-1+,protein
thymus,HGNC:1346,C7,C7,gene
thymus,HGNC:3011,DPT,DPT,gene
thymus,HGNC:26511,HSPB6,HSPB6,gene
thymus,HGNC:7035,MFAP4,MFAP4,gene
thymus,HGNC:9592,PTGDS,PTGDS,gene
thymus,HGNC:9630,PTN,PTN,gene
thymus,HGNC:15847,RBP5,RBP5,gene
thymus,HGNC:20866,RSPO3,RSPO3,gene
thymus,HGNC:11220,SPARCL1,SPARCL1,gene
thymus,HGNC:11309,SRPX,SRPX,gene
thymus,HGNC:613,APOE,APOE,gene
thymus,HGNC:1241,C1QA,C1QA,gene
thymus,HGNC:1242,C1QB,C1QB,gene
thymus,HGNC:1245,C1QC,C1QC,gene
thymus,HGNC:9472,LGMN,LGMN,gene
thymus,HGNC:13378,MS4A7,MS4A7,gene
thymus,HGNC:10044,RNASE1,RNASE1,gene
thymus,HGNC:10751,SELENOP,SELENOP,gene
thymus,HGNC:10909,SLC40A1,SLC40A1,gene
thymus,HGNC:18628,STAB1,STAB1,gene
thymus,HGNC:6149,ITGAM,CD11b,protein
thymus,HGNC:6152,ITGAX,CD11c,protein
thymus,HGNC:5344,ICAM1,CD54,protein
thymus,HGNC:1693,CD68,CD68,protein
thymus,HGNC:1631,CD163,CD163,protein
thymus,HGNC:1641,CD209,CD209,protein
thymus,HGNC:6740,LYZ,Lysozyme,protein
thymus,HGNC:108,ACHE,AChE,protein
thymus,HGNC:11782,TH,TH,protein
thymus,HGNC:7,A2M,A2M,gene
thymus,HGNC:633,AQP1,AQP1,gene
thymus,HGNC:6722,BCAM,BCAM,gene
thymus,HGNC:5397,IFI27,IFI27,gene
thymus,HGNC:7899,NPDC1,NPDC1,gene
thymus,HGNC:13635,PLVAP,PLVAP,gene
thymus,HGNC:9844,RAMP2,RAMP2,gene
thymus,HGNC:11853,TM4SF1,TM4SF1,gene
thymus,HGNC:8823,PECAM,CD31,protein
thymus,HGNC:11592,TBX1,TBX-1,protein
thymus,HGNC:2197,COL1A1,COL1A1,gene
