source_id,source_rdfs_label,source_name,source_type,relationship,target_id,target_rdfs_label,target_name,target_type
HGNC:26838,,TIGIT,B,characterizes,CL:0000815,regulatory T cell,T regulatory,CT
HGNC:2475,,CST3,B,characterizes,CL:0001054,CD14-positive monocyte,CD14 monocyte,CT
,,CTC-535M15.2,B,characterizes,,Misc_177 Miscellaneous Neuron of brain,Misc_177,CT
,,right posterior body of uterus,AS,part_of,UBERON:0009853,body of uterus,body of uterus,AS
,,RP11-369E15.3,B,characterizes,,DLCT6b_108 Deep-layer corticothalamic and 6b Neuron of cerebral cortex,DLCT6b_108,CT
CL:0000786,plasma cell,Plasma Cell,CT,located_in,UBERON:0009745,lymph node medullary cord,Medullary Cord,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,UBERON:0006144,medial plantar digital vein,medial plantar vein,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:70445,Posterior superior segmental hepatic artery,posterior superior segmental branch of right hepatic artery,AS
UBERON:0000317,colonic mucosa,mucosa,AS,part_of,UBERON:0001158,descending colon,descending colon,AS
UBERON:0014541,thoracic division of spinal cord central canal,thoracic division of spinal cord central canal,AS,part_of,UBERON:0003038,thoracic spinal cord,thoracic spinal cord,AS
HGNC:2358,corticotropin releasing hormone receptor 2,CRHR2,B,characterizes,,Amex_172 Amygdala excitatory Neuron of cerebral cortex,Amex_172,CT
FMA:78651,intermediate supraclavicular nerve,intermediate supraclavicular nerve,AS,part_of,FMA:65414,supraclavicular nerve,supraclavicular nerve,AS
,,thoracic intertransversarii muscle,AS,part_of,,,segmental back muscle,AS
HGNC:8823,platelet and endothelial cell adhesion molecule 1,PECAM1,B,characterizes,CL:4028003,alveolar capillary type 2 endothelial cell,CAP2 aerocyte capillary aCap,CT
HGNC:6481,laminin subunit alpha 1,LAMA1,B,characterizes,,Splat_388 Splatter Neuron of pons,Splat_388,CT
CL:0002396,"CD14-low, CD16-positive monocyte",CD16 monocyte,CT,located_in,UBERON:0000178,Blood,Blood,AS
HGNC:17890,HPGDS,HPGDS,B,characterizes,CL:0000097,mast cell,mast cell,CT
FMA:8645,Left anterior basal segmental artery,anterior basal segmental artery of left lung,AS,part_of,FMA:68848,Trunk of left basal segmental artery,basal segmental arterial trunk of left lung,AS
HGNC:1631,CD163,CD163,B,characterizes,CL:0000876,splenic white pulp macrophage,Macrophages,CT
CL:0011005,GABAergic interneuron,GABAergic interneuron,CT,is_a,CL:0000540,Neuron,Neuron,CT
,ULIT_123 Upper-layer intratelencephalic Neuron of cerebral cortex,ULIT_123,CT,located_in,UBERON:0000956,cerebral cortex,cerebral cortex,AS
FMA:6447,sixth cervical nerve,sixth cervical spinal nerve,AS,part_of,UBERON:0001780,spinal nerve,spinal nerve,AS
,,CD68,B,characterizes,CL:0000091,Kupffer Cell,Kupffer cell,CT
HGNC:6342,KIT,"KIT proto-oncogene, receptor tyrosine kinase",B,characterizes,CL:0000097,mast cell,Mast cell,CT
,Amex_408 Amygdala excitatory Neuron of gray matter of forebrain,Amex_408,CT,is_a,CL:4023039,amygdala excitatory neuron,amygdala excitatory neuron,CT
CL:4030021,kidney connecting tubule beta-intercalated cell,Intercalated Cell Type B,CT,located_in,UBERON:0005097,renal connecting tubule,Connecting Tubule,AS
,,amygdalohippocampal area,AS,part_of,,,amygdaloid complex,AS
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,UBERON:0001383,muscle of leg,leg muscle,AS
,,CD44,B,characterizes,,,intercalary cell,CT
HGNC:14558,C-type lectin domain containing 7A,CLEC7A,B,characterizes,CL:0000775,neutrophil,neutrophil,CT
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,UBERON:0000368,adductor brevis,adductor brevis muscle,AS
CL:0000546,T-helper 2 cell,Th2 cell,CT,located_in,UBERON:8410075,lymph node paracortical cord,Paracortical Cord,AS
HGNC:27405,nephronectin,NPNT,B,characterizes,PCL:0015072,Inh L1-6 PVALB COL15A1 primary motor cortex GABAergic interneuron (Hsap),Inh L1-6 PVALB COL15A1 (Chandelier),CT
,,RP11-63G10.4,B,characterizes,,Amex_156 Amygdala excitatory Neuron of gray matter of forebrain,Amex_156,CT
,,RP11-81F8.1,B,characterizes,,URL_312 Upper rhombic lip Neuron of gray matter of hindbrain,URL_312,CT
,,interlobular artery of pancreas,AS,part_of,FMA:70471,Pancreatic artery,pancreatic artery,AS
FMA:20661,communicating branch of femoral branch of genitofemoral nerve with intermediate femoral cutaneous nerve,communicating branch of femoral branch of genitofemoral nerve with intermediate femoral cutaneous nerve,AS,part_of,FMA:16496,femoral branch of genitofemoral nerve,femoral branch of genitofemoral nerve,AS
CL:0000749,ON-bipolar cell,ON Bipolar cell,CT,located_in,UBERON:0001791,inner nuclear layer of retina,inner nuclear layer,AS
HGNC:4015,FUT4,CD15,B,characterizes,CL:0000836,promyelocyte,promyelocyte,CT
CL:4033032,diffuse bipolar 6 cell,Diffuse bipolar 6 cell,CT,is_a,CL:0000540,Neuron,Neuron,CT
FMA:49746,Posterior deep temporal artery,posterior deep temporal artery,AS,part_of,UBERON:0001616,maxillary artery,maxillary artery,AS
CL:0002138,endothelial cell of lymphatic vessel,lymphatic endothelium,CT,located_in,UBERON:0003331,submucosa of colon,submucosa,AS
UBERON:0004188,glomerular epithelium,Glomerular Epithelium,AS,part_of,UBERON:0002189,outer cortex of kidney,outer cortex of kidney,AS
,ULIT_122 Upper-layer intratelencephalic Neuron of cerebral cortex,ULIT_122,CT,is_a,CL:4023008,intratelencephalic-projecting glutamatergic cortical neuron,intratelencephalic-projecting glutamatergic cortical neuron,CT
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:49804,Sphenopalatine artery,sphenopalatine artery,AS
,,medial inferior antimesenteric ovary,AS,part_of,,,medial inferior ovary,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:52672,communicating branch of nasociliary nerve with ciliary ganglion,communicating branch of nasociliary nerve with ciliary ganglion,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,,,posterior internal frontal artery,AS
HGNC:1634,CD1A,CD1A,B,characterizes,CL:0009083,rearranging double negative thymocyte,double negative thymocyte 4,CT
UBERON:0001431,distal carpal bone 2,distal carpal bone 2,AS,part_of,UBERON:0005897,manus bone,hand bone,AS
HGNC:7656,,CD56,B,characterizes,CL:0002573,Schwann cell,nerve,CT
HGNC:1673,,CD3-TCR,B,characterizes,CL:0000915,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",surface intraepithelial CD8+ alpha alpha positive alpha/beta lymphocyte,CT
,,ventral posterior medial nucleus,AS,part_of,UBERON:0004703,dorsal thalamus,dorsal thalamus,AS
HGNC:3609,FCER1A,FcER1A,B,characterizes,CL:0000767,basophil,basophil,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0007149,inferior thyroid artery,inferior thyroid artery,AS
CL:0002543,vein endothelial cell,endothelial cell of vein,CT,located_in,UBERON:0001661,deep temporal vein,deep temporal vein,AS
,Amex_174 Amygdala excitatory Neuron of gray matter of forebrain,Amex_174,CT,located_in,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
HGNC:1678,CD4,CD4,B,characterizes,CL:0000084,T cell,T lymphocyte,CT
UBERON:0003713,splenic vein,Splenic Vein,AS,part_of,UBERON:0001250,red pulp of spleen,Red Pulp,AS
HGNC:1693,CD68,CD68,B,characterizes,,,Interdigitating Dendritic Cells,CT
UBERON:0032748,sacral spinal cord ventral horn,sacral spinal cord ventral horn,AS,part_of,UBERON:0005843,sacral spinal cord,sacral spinal cord,AS
,,dural artery,AS,part_of,UBERON:0001532,internal carotid artery,internal carotid artery,AS
,,RP4-736H5.3,B,characterizes,,DLCT6b_105 Deep-layer corticothalamic and 6b Neuron of gray matter of forebrain,DLCT6b_105,CT
UBERON:0001552,kidney arcuate artery,arcuate renal artery,AS,part_of,UBERON:0009885,interlobar artery,interlobar renal artery,AS
HGNC:10260,RORC,RORgt,B,characterizes,CL:0000940,mucosal invariant T cell,mucosal associated invariant T cell,CT
CL:0001035,bone cell,bone cell,CT,located_in,,,superior articular process of sixth cervical vertebra,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:82970,communicating branch of superficial fibular nerve with sural nerve,communicating branch of superficial fibular nerve with sural nerve,AS
CL:0002138,endothelial cell of lymphatic vessel,lymphatic endothelial cell,CT,located_in,FMA:5840,Right lumbar lymphatic trunk,right lumbar lymph trunk,AS
CL:0001035,bone cell,bone cell,CT,located_in,,,articular facet of tubercle of third rib,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:6705,branch of external laryngeal nerve to cricothyroid muscle,branch of external laryngeal nerve to cricothyroid muscle,AS
,Astro_57 Astrocyte Non-neuron of gray matter of forebrain,Astro_57,CT,located_in,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:7068,anterior ramus of first sacral nerve,ventral ramus of first sacral spinal nerve,AS
FMA:14762,Right ovarian artery,right ovarian artery,AS,part_of,UBERON:0001516,abdominal aorta,abdominal aorta,AS
HGNC:6152,ITGAX,CD11c,B,characterizes,CL:0002059,CD8alpha-positive thymic conventional dendritic cell,conventional dendritic cell 1,CT
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,short head of biceps femoris muscle,AS
FMA:49913,left inferior pulmonary vein,left inferior pulmonary vein,AS,part_of,UBERON:0002079,left cardiac atrium,left atrium,AS
HGNC:4948,"major histocompatibility complex, class II, DR beta 1",HLA-DRB1,B,characterizes,,,Monocyte Derived Cell,CT
CL:0000840,immature conventional dendritic cell,transitional Dendritic Cell (tDC),CT,is_a,CL:0001056,"dendritic cell, human",dendritic cell (DC),CT
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,marginal part of orbicularis oris muscle,AS
CL:0001035,bone cell,bone cell,CT,located_in,,,nasolacrimal canal of maxilla,AS
FMA:18905,Lateral sacral vein,lateral sacral vein,AS,part_of,UBERON:0001317,internal iliac vein,internal iliac vein,AS
CL:4023039,amygdala excitatory neuron,amygdala excitatory neuron,CT,located_in,,,amygdaloid complex,AS
HGNC:11329,somatostatin,SST,B,characterizes,,MGE_251 MGE interneuron Neuron of cerebral cortex,MGE_251,CT
,,right anterior lower uterine segment,AS,part_of,,,lower uterine segment,AS
,,Interstitial macrophage,CT,located_in,UBERON:0002405,immune system,immune system of respiratory tract,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:18832,Vaginal artery,vaginal artery,AS
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,,,rotatores thoracis muscle,AS
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,UBERON:0001125,serratus ventralis,serratus anterior muscle,AS
,,inferior articular facet of sixth cervical vertebra,AS,part_of,UBERON:0004615,mammalian cervical vertebra 6,cervical vertebra 6,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:53206,parotid branch of auriculotemporal nerve,parotid branch of auriculotemporal nerve,AS
HGNC:8804,platelet derived growth factor receptor beta,PDGFRA,B,characterizes,CL:4033016,secondary crest myofibroblast,secondary crest myofibroblast,CT
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,UBERON:0001369,iliacus muscle,iliacus muscle,AS
,,vena recta of large intestine #4,AS,part_of,UBERON:8410018,right colic vein,right colic vein,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:6447,sixth cervical nerve,sixth cervical spinal nerve,AS
,,scapular notch of scapula,AS,part_of,UBERON:0006849,scapula,scapula,AS
UBERON:0012375,subserosa,subserosa,AS,part_of,UBERON:0000159,anal canal,proximal anal canal,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0012237,superior phrenic vein,superior phrenic vein,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:49628,Stylomastoid artery,stylomastoid artery,AS
HGNC:6001,,IL2,B,characterizes,CL:0001087,"effector memory CD4-positive, alpha-beta T cell, terminally differentiated",CD4 T cell effector memory CD45RA,CT
,,sublingual fossa of mandible,AS,part_of,UBERON:0001684,mandible,mandible,AS
,,crest of head of eighth rib,AS,part_of,UBERON:0010757,rib 8,rib 8,AS
,,selection antral follicle,AS,part_of,,,antral follicle,AS
CL:0001065,Innate lymphoid cell,Innate lymphoid cell,CT,located_in,UBERON:0003383,cardiac muscle tissue of interventricular septum,myocardium,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0001620,central retinal artery,central retinal artery,AS
,Splat_424 Splatter Neuron of gray matter of forebrain,Splat_424,CT,located_in,UBERON:0019264,gray matter of forebrain,gray matter of forebrain,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:77991,parotid branch of glossopharyngeal nerve,parotid branch of glossopharyngeal nerve,AS
HGNC:10645,XCL1,XCL1,B,characterizes,CL:0000914,immature NKT cell,immature NKT cell,CT
,,submucosal vein of colon,AS,part_of,,,vena recta of large intestine,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:4268,Right sixth posterior intercostal artery,right posterior intercostal artery 6,AS
HGNC:1645,CD24,CD24+/lo,B,characterizes,CL:0000787,memory B cell,memory B cell,CT
HGNC:8659,protocadherin 7,PCDH7,B,characterizes,CL:0019003,tracheobronchial goblet cell,tracheobronchial goblet cell,CT
HGNC:1748,E-cadherin,CDH1,B,characterizes,CL:1000348,basal cell of epithelium of trachea,basal cell of epithelium of trachea,CT
HGNC:12253,TRDC,TRDC,B,characterizes,CL:0000798,gamma-delta T cell,gamma-delta T cell,CT
CL:0000057,fibroblast,fibroblast,CT,located_in,FMA:4521,Left eighth posterior intercostal artery,left posterior intercostal artery 8,AS
HGNC:26076,mitochondrial calcium uniporter dominant negative subunit beta,MCUB,B,characterizes,,Thex_459 Thalamic excitatory Neuron of gray matter of forebrain,Thex_459,CT
CL:1001474,medium spiny neuron,eccentric medium spiny neuron,CT,located_in,UBERON:0002743,basal forebrain,basal forebrain,AS
UBERON:0005847,thoracic spinal cord lateral column,thoracic spinal cord lateral column,AS,part_of,UBERON:0003038,thoracic spinal cord,thoracic spinal cord,AS
HGNC:11782,tyrosine hydroxylase,TH,B,characterizes,PCL:0015058,Inh L6 SST TH primary motor cortex GABAergic interneuron (Hsap),Inh L6 SST TH,CT
HGNC:1643,CD22,CD22,B,characterizes,CL:0000818,transitional stage B cell,transitional B cell,CT
CL:0001035,bone cell,bone cell,CT,located_in,UBERON:0014477,thoracic skeleton,thoracic skeleton,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:14829,Descending branch of left colic artery,descending branch of left colic artery,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:53612,cardiac branch of vagus nerve,cardiac branch of vagus nerve,AS
,,serosa,AS,part_of,UBERON:0013644,duodenal ampulla,duodenal ampulla,AS
HGNC:6472,ladinin 1,LAD1,B,characterizes,,,migratory dendritic cell,CT
HGNC:710,arrestin 3,Arrestin-C,B,characterizes,CL:0000573,retinal cone cell,retinal cone cell,CT
HGNC:1634,,CD1a,B,characterizes,CL:0000453,Langerhans cell,langerhans cells,CT
CL:0000540,neuron,neuron,CT,located_in,FMA:6427,fifth sacral nerve,fifth sacral spinal nerve,AS
,,obliquus capitis inferior muscle,AS,part_of,,,suboccipital muscle,AS
,,ovarian corticomedullary junction,AS,part_of,,,medial superior mesenteric ovary,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,UBERON:0001536,left common carotid artery plus branches,left common carotid artery,AS
HGNC:1667,CD38,CD38+/lo,B,characterizes,CL:0000788,naive B cell,naive B cell,CT
CL:0001035,bone cell,bone cell,CT,located_in,UBERON:0001423,radius bone,radius bone,AS
UBERON:0006467,eleventh thoracic spinal cord segment,T11 thoracic spinal cord segment,AS,part_of,UBERON:0007715,thoracic subsegment of spinal cord,thoracic subsegment of spinal cord,AS
CL:0001035,bone cell,bone cell,CT,located_in,,,sternal end of eighth rib,AS
UBERON:0001597,masseter muscle,masseter muscle,AS,part_of,UBERON:0003681,masticatory muscle,masticatory muscle,AS
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,FMA:18832,Vaginal artery,vaginal artery,AS
,,epitrochlear lymph node #2,AS,part_of,FMA:234924,Brachial lymphatic vessel,brachial lymph trunk,AS
FMA:53426,communicating branch of sensory root of facial nerve with vagus nerve,communicating branch of intermediate nerve with vagus nerve,AS,part_of,UBERON:0001647,facial nerve,facial nerve,AS
UBERON:0001295,,endometrium,AS,part_of,,,left anterior body of uterus,AS
HGNC:4940,"major histocompatibility complex, class II, DP beta 1",HLA-DPB1,B,characterizes,CL:0002399,CD1c-positive myeloid dendritic cell,dendritic cell type 2 (DC2),CT
HGNC:1033,brain derived neurotrophic factor,BDNF,B,characterizes,PCL:0015077,Exc L2-3 LINC00507 DSG3 primary motor cortex glutamatergic neuron (Hsap),Exc L2-3 LINC00507 DSG3,CT
UBERON:0005463,subcapsular sinus of lymph node,Subcapsular Sinus,AS,part_of,UBERON:0000029,lymph node,lymph node,AS
FMA:52705,cutaneous branch of infratrochlear nerve to eyelid,cutaneous branch of infratrochlear nerve to eyelid,AS,part_of,FMA:52693,infratrochlear nerve,infratrochlear nerve,AS
HGNC:11599,TBX21,TBX21,B,characterizes,CL:0000623,Natural killer Cell,NK,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:14762,Right ovarian artery,right ovarian artery,AS
,,RP11-370B11.4,B,characterizes,,Amex_172 Amygdala excitatory Neuron of cerebral cortex,Amex_172,CT
HGNC:1037,CFB,CFB+,B,characterizes,CL:1000489,reticular cell of splenic cord,Fibroblastic Reticular Cell (FRC),CT
UBERON:0001782,pigmented layer of retina,retinal pigmented epithelium,AS,part_of,UBERON:0000966,retina,retina,AS
CL:0001035,bone cell,bone cell,CT,located_in,UBERON:0004627,thoracic vertebra 2,thoracic vertebra 2,AS
FMA:81163,articular branch of obturator nerve,articular branch of obturator nerve,AS,part_of,FMA:45306,anterior branch of obturator nerve,anterior branch of obturator nerve,AS
CL:0001035,bone cell,bone cell,CT,located_in,UBERON:0003648,metacarpal bone of digit 4,metacarpal bone of digit 4,AS
HGNC:2047,claudin 5,CLDN5,B,characterizes,CL:1001568,pulmonary artery endothelial cell,pulmonary artery endothelial cell,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,,,posterior internal frontal artery,AS
HGNC:16983,oligodendrocyte transcription factor 1,OLIG1,B,characterizes,,OPC_34 Oligodendrocyte precursor Non-neuron of brain,OPC_34,CT
,Splat_353 Splatter Neuron of thalamus,Splat_353,CT,located_in,,,thalamus,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:53200,cutaneous branch of external acoustic meatus nerve,cutaneous branch of external acoustic meatus nerve,AS
HGNC:4711,granzyme K,GZMK,B,characterizes,CL:0000938,"CD16-negative, CD56-bright natural killer cell, human",CD56 bright Natural killer,CT
HGNC:1678,CD4,CD4 molecule,B,characterizes,CL:0000545,T-helper 1 cell,T helper,CT
UBERON:0006493,C7 segment of cervical spinal cord,C7 segment of cervical spinal cord,AS,part_of,UBERON:0007714,cervical subsegment of spinal cord,cervical subsegment of spinal cord,AS
,,Splenic perifollicular zone macrophage,CT,located_in,UBERON:0005353,spleen perifollicular zone,Perifollicular Zone,AS
,,vertebral body of second cervical vertebra,AS,part_of,UBERON:0001093,vertebral bone 2,cervical vertebra 2,AS
,,inferior articular facet of seventh cervical vertebra,AS,part_of,UBERON:0004616,mammalian cervical vertebra 7,cervical vertebra 7,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0001071,superficial cervical artery,superficial cervical artery,AS
HGNC:11506,SYP,synaptophysin,B,characterizes,CL:0000242,Merkel cell,Merkel cell,CT
UBERON:0001620,central retinal artery,central retinal artery,AS,part_of,UBERON:0001619,ophthalmic artery,ophthalmic artery,AS
HGNC:1698,CD79A,CD79a+,B,characterizes,CL:0000787,memory B cell,Memory-Like B Cell,CT
,,inferior nuchal line of squamous part of occipital bone,AS,part_of,UBERON:0001676,occipital bone,occipital bone,AS
,,vertebral foramen of seventh cervical vertebra,AS,part_of,UBERON:0004616,mammalian cervical vertebra 7,cervical vertebra 7,AS
FMA:8773,anterior ramus of fifth lumbar nerve,ventral ramus of fifth lumbar spinal nerve,AS,part_of,FMA:6416,fifth lumbar nerve,fifth lumbar spinal nerve,AS
CL:0000540,neuron,neuron,CT,located_in,FMA:81304,nerve to supraspinatus,branch of suprascapular nerve to supraspinatus,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0013142,soleal vein,soleal vein #2,AS
HGNC:13604,F-box and leucine rich repeat protein 7,FBXL7,B,characterizes,PCL:0015003,Inh L1-6 LAMP5 AARD primary motor cortex GABAergic interneuron (Hsap),Inh L1-6 LAMP5 AARD,CT
HGNC:1608,CCR7,CCR7,B,characterizes,CL:0001062,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",CD8 T cell effector memory CD45RA,CT
HGNC:1686,CD53 molecule,CD53,B,characterizes,CL:0002394,CD141-positive myeloid dendritic cell,cDC1 CD141-positive myeloid dendritic cell,CT
UBERON:0005304,submucosal plexus of Meissner,submucosal plexus of Meissner,AS,part_of,UBERON:0003329,submucosa of anal canal,submucosa,AS
HGNC:8790,phosphodiesterase 6H,PDE6H,B,characterizes,CL:0000573,retinal cone cell,retinal cone cell,CT
HGNC:4948,"major histocompatibility complex, class II, DR beta 1",HLA-DRB1,B,characterizes,CL:0002399,CD1c-positive myeloid dendritic cell,cDC2 CD1c-positive myeloid dendritic cell,CT
CL:0000540,neuron,neuron,CT,located_in,FMA:53493,communicating branch of glossopharyngeal nerve with chorda tympani,communicating branch of glossopharyngeal nerve with chorda tympani,AS
UBERON:0006566,left ventricle myocardium,myocardium,AS,part_of,UBERON:0002084,heart left ventricle,left ventricle,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,UBERON:0007146,posterior spinal artery,posterior spinal artery,AS
HGNC:3969,follicle stimulating hormone receptor,FSHR,B,characterizes,PCL:0015083,Exc L3-5 RORB TNNT2 primary motor cortex glutamatergic neuron (Hsap),Exc L3-5 RORB TNNT2,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:22585,Superior lateral genicular artery,lateral superior genicular artery,AS
,,infraorbital foramen of maxilla,AS,part_of,UBERON:0002397,maxilla,maxilla,AS
UBERON:0035549,vasculature of integument,Blood vessels,AS,part_of,UBERON:0002072,hypodermis,Subcutaneous,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:14816,Anterior cecal artery,anterior cecal artery,AS
FMA:55174,superior branch of transverse cervical nerve,superior branch of transverse cervical nerve,AS,part_of,FMA:6873,transverse cervical nerve,transverse cervical nerve,AS
,ULIT_127 Upper-layer intratelencephalic Neuron of cerebral cortex,ULIT_127,CT,is_a,CL:4023008,intratelencephalic-projecting glutamatergic cortical neuron,intratelencephalic-projecting glutamatergic cortical neuron,CT
CL:0000188,cell of skeletal muscle,skeletal muscle cell,CT,located_in,UBERON:0008593,zygomaticus major muscle,zygomaticus major muscle,AS
HGNC:3969,follicle stimulating hormone receptor,FSHR,B,characterizes,,Thex_455 Thalamic excitatory Neuron of thalamus,Thex_455,CT
HGNC:7955,neuropeptide Y,neuropeptide Y,B,characterizes,,,semilunar type 1 cell,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:0323595,Second dorsal metacarpal artery,second dorsal metacarpal artery,AS
HGNC:7727,NEDD4 E3 ubiquitin protein ligase,NEDD4,B,characterizes,PCL:0015068,Inh L1-2 SST CLIC6 primary motor cortex GABAergic interneuron (Hsap),Inh L1-2 SST CLIC6,CT
HGNC:29268,carnosine synthase 1,CARNS1,B,characterizes,,Oligo_44 Oligodendrocyte Non-neuron of brain,Oligo_44,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,,,bulbourethral artery,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,,,anterior internal frontal artery,AS
FMA:44903,lateral proper palmar digital branch of ulnar nerve to little finger,lateral proper palmar digital branch of ulnar nerve to little finger,AS,part_of,FMA:44876,superficial branch of ulnar nerve,superficial branch of ulnar nerve,AS
HGNC:11757,TFF3,TFF3,B,characterizes,CL:0002138,endothelial cell of lymphatic vessel,lymphatic endothelial cell,CT
,,pericyte cell of bladder,CT,is_a,CL:0002597,smooth muscle cell of bladder,smooth muscle,CT
,,anterior internal frontal artery,AS,part_of,UBERON:0001624,anterior cerebral artery,anterior cerebral artery,AS
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,UBERON:0004723,interlobular artery,interlobular renal artery,AS
HGNC:14558,C-type lectin domain containing 7A,CLEC7A,B,characterizes,,,migratory dendritic cell,CT
,,CD161,B,characterizes,CL:0001065,innate lymphoid cell,ILCs,CT
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,UBERON:0001320,iliolumbar vein,iliolumbar vein,AS
CL:0000071,blood vessel endothelial cell,blood vessel endothelial cell,CT,located_in,FMA:70499,Superior segmental renal artery,superior segmental renal artery,AS
CL:0000097,mast cell,mast cell,CT,located_in,UBERON:0001962,gut-associated lymphoid tissue,gut associated lymphoid tissue (GALT)/lamina propria,AS
UBERON:0001094,sacral vertebra,sacral vertebra,AS,part_of,UBERON:0001130,vertebral column,vertebral column,AS
HGNC:1975,Visual system homeobox 2,VSX2,B,characterizes,CL:0000748,retinal bipolar neuron,Bipolar Cell,CT
,Chrp_78 Choroid plexus Non-neuron of basal forebrain,Chrp_78,CT,is_a,CL:4023073,choroid plexus cell,choroid plexus cell,CT
,Splat_402 Splatter Neuron of brain,Splat_402,CT,is_a,CL:0000540,neuron,neuron,CT
CL:0000359,vascular associated smooth muscle cell,vascular smooth muscle cell,CT,located_in,UBERON:0001313,iliolumbar artery,iliolumbar artery,AS
CL:0000057,fibroblast,fibroblast,CT,located_in,,,second palmar metacarpal artery,AS
HGNC:1060,CXCR5,CXCR5,B,characterizes,CL:0002038,T follicular helper cell,T Follicular Helper Cell,CT
UBERON:0013191,ovarian cortex,ovarian cortex,AS,part_of,,,medial superior mesenteric ovary,AS
,,oblique head of adductor hallucis muscle,AS,part_of,UBERON:0014379,adductor hallucis muscle,adductor hallucis muscle,AS
,DLCT6b_84 Deep-layer corticothalamic and 6b Neuron of hippocampal gyrus (formation),DLCT6b_84,CT,is_a,CL:0000679,glutamatergic neuron,glutamatergic neuron,CT
HGNC:6711,,LTB,B,characterizes,CL:0000815,regulatory T cell,T regulatory,CT
CL:1000413,endothelial cell of artery,endothelial cell of artery,CT,located_in,FMA:14743,Left second lumbar artery,left lumbar artery 2,AS
FMA:4590,Left eleventh posterior intercostal artery,left posterior intercostal artery 11,AS,part_of,UBERON:0002345,descending thoracic aorta,descending thoracic aorta,AS
HGNC:1975,visual system homeobox 2,visual system homeobox 2,B,characterizes,CL:0000748,retinal bipolar neuron,Bipolar Cell,CT
CL:0000071,blood vessel endothelial cell,endothelial cell,CT,located_in,FMA:49914,right superior pulmonary vein,right superior pulmonary vein,AS
LOC105371832,,LOC105371832,B,characterizes,PCL:0015095,Exc L6 THEMIS SLN primary motor cortex glutamatergic neuron (Hsap),Exc L6 THEMIS SLN,CT
UBERON:0003023,pontine tegmentum,pontine tegmentum,AS,part_of,UBERON:0000988,pons,pons,AS
HGNC:1674,CD3E,CD3,B,characterizes,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",Naive CD4+ T Cell,CT
