keyword,processed
double positive thymocyte,0
Middle muscle layer of Fallopian tube infundibulum,0
WARS,0
C1QB,0
ischiocavernosus muscle,0
sternohyoid muscle,0
hand muscle,0
skeletal muscle,0
IGFBP3,0
stylohyoid branch of facial nerve,0
posterior gluteal line of ilium of os coxa,0
AC084149.2,0
tympanic caniliculus of petrous part of temporal bone,0
CD117,0
ALDH1A2,0
inferior articular process of seventh cervical vertebra,0
ICAM-1,0
nerve plexus,0
left diagonal branch of the left anterior descending artery,0
shaft of first proximal phalanx of hand,0
supraclavicular lymph trunk,0
main bronchus connective tissue,0
branch of upper deep buccal branch of facial nerve to levator labii superioris,0
sole of foot muscle,0
T Regulatory Cell,0
DSC2+,0
LILRB2,0
Midi_443,0
basolateral nucleus,0
third plantar metatarsal artery,0
muscle layer of oviduct ampulla,0
L5ET_115,0
perineurial cells,0
CD200 molecule,0
VWC2L,0
branch of hypoglossal nerve to styloglossus,0
caudate nucleus,0
subclavius muscle,0
DLIT_144,0
stellate vein of kidney,0
cutaneous branch of buccal nerve,0
HOXC9,0
dorsal part of intertransversarii laterales lumborum muscle,0
inferior branch of transverse cervical nerve,0
neuron projection bundle connecting eye with brain,0
communicating branch of facial nerve with glossopharyngeal nerve,0
transverse process of eighth thoracic vertebra,0
nerve to oblique muscle of auricle,0
branch of sacral nerve plexus to piriformis,0
LINC02770,0
LMX1B,0
intervertebral vein,0
Pulmonary Valve,0
dorsal ramus of eighth thoracic spinal nerve,0
plica of Fallopian tube isthmus,0
RP11-120L14.1,0
spinal nerve,0
adipose tissue,0
keratin 8,0
SI,0
posterior superior iliac spine of ilium of os coxa,0
MS4A1,0
CD169-/+,0
DLCT6b_99,0
Descending Thin Limb Cell Type 1,0
calbindin 2,0
Fbl_31,0
Cortical Collecting Duct Principal Cell,0
LOC100996671,0
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3,0
subepithelial membrane,0
CDR2,0
Thex_454,0
inferior lateral brachial cutaneous nerve,0
NCAM1,0
Exc L3 LAMP5 CARM1P1,0
inferior pancreaticoduodenal artery,0
planum polare,0
left subcostal artery,0
inferior articular process of eleventh thoracic vertebra,0
QRFPR,0
urinary bladder trigone smooth muscle,0
astrocyte of the cerebral cortex,0
lateral vertebral muscle,0
body of uterus,0
Collecting Duct Intercalated Cell,0
ciliated columnar cell of tracheobronchial tree,0
left inferior phrenic vein,0
branch of median nerve to palmaris longus,0
FBXL21P,0
vagal branch to carotid body,0
thoracic vertebra 5,0
spermatic cord muscle,0
opponens digiti minimi muscle,0
ALDH2,0
dorsal venous network of hand,0
Chrp_79,0
interosseus border of tibia,0
DTL,0
suboccipital muscle,0
RP11-153I24.5,0
Hofbauer cell (HC),0
HHEX,0
glycogen phosphorylase B,0
fibularis brevis muscle,0
Natural Killer T Cell,0
shaft of fourth middle phalanx of hand,0
branch of musculocutaneous nerve to coracobrachialis,0
MYH11,0
bronchial smooth muscle,0
ovarian medulla,0
ENPP3,0
PD-L1,0
styloglossus muscle,0
ovarian vein,0
CLEC7A,0
pharyngeal nerve,0
Splat_359,0
trachea non-cartilage connective tissue,0
medial lumbar intertransversarii muscle,0
head of sixth rib,0
LOC101927745,0
Chrp_80,0
diagonal branch of left anterior descending artery 2,0
Amex_419,0
teres major muscle,0
branch of cervical branch of facial nerve to platysma,0
ON Bipolar cell,0
large intestine,0
branch of deep branch of ulnar nerve to third palmar interosseous of hand,0
PTPRQ,0
Efferent Arteriole Endothelial cell,0
FHL2,0
superficial cervical artery,0
lateral supracondylar ridge of humerus,0
SLC5A7,0
Involucrin,0
nerve to talcalcaneonavicular joint,0
FAM178B,0
vasculature of Fallopian tube fimbria,0
LAT,0
vertebral foramen of eighth thoracic vertebra,0
mylohyoid groove of mandible,0
COP_38,0
cerebellar vermis,0
papillary tip,0
Exc L3-5 RORB RPRM,0
fourth dorsal metacarpal artery,0
ANXA2,0
deep branch of ulnar nerve,0
lateral muscular branch of radial nerve to extensor carpi radialis longus,0
cuboidal cell (Small cholangiocytes are cuboidal),0
thoracic vertebra 8,0
Somatostatin,0
greater auricular nerve anterior branch,0
base of third proximal phalanx of hand,0
MECOM,0
cerebral cortex neuron,0
ovarian corticomedullary junction,0
CBI_300,0
external auditory meatus of squamous part of temporal bone,0
right middle suprarenal artery,0
latissimus dorsi muscle,0
TACSTD2,0
pedicle of sixth cervical vertebra,0
PLEKHH2,0
Splat_411,0
RGS6,0
ventricle of forebrain,0
external iliac vein,0
RGMB,0
reticular formation of thalamus,0
cervical spinal cord lateral column,0
Innate lymphoid cell 3,0
posterior branch of obturator artery,0
luteinized unruptured follicle,0
CD83,0
first common palmar digital artery,0
tuberosity of cuboid,0
RAP1GAP,0
Secretagogin,0
Nail plate,0
external nasal branch of anterior ethmoidal nerve,0
vagal branch to posterior wall of external acoustic meatus,0
hippocampal CA4 neuron,0
left posterior intercostal vein 11,0
posterior intercostal artery 1,0
parasympathetic cholinergic nerve,0
spinous process of twelfth thoracic vertebra,0
branch of thoracodorsal nerve to latissimus dorsi (1),0
ESAM,0
RTKN2,0
respiratory suprabasal cell,0
Inh L1 SST DEFB108B,0
nerve to helicis major,0
CD8 T cell memory,0
POU2F3,0
BMP1,0
capsule mesenchymal stromal cell,0
tuft cell,0
dorsal ramus of ninth thoracic spinal nerve,0
APOE,0
Monocyte-Derived DC,0
base of fifth middle phalanx of foot,0
knee,0
CSN1S1,0
AICDA,0
ATP10A,0
retinal pigmented epithelium,0
inferior rectal branch to anal canal,0
DLIT_145,0
NOSIP,0
paraventricular nucleus of thalamus,0
bone cell,0
PLVAP,0
posterior ampullary nerve,0
bronchial vein,0
erector spinae muscle,0
Sebaceous glands,0
posterior cricoarytenoid muscle,0
CD42b,0
supraorbital artery,0
Ghrelin,0
superior vertebral notch of sixth cervical vertebra,0
CD4+ T cell,0
Astro_61,0
superior costal facet of eighth thoracic vertebra,0
IL1B,0
PTPN7,0
parietal operculum,0
adductor brevis branch of anterior branch of obturator nerve,0
optic nerve head,0
MYO1B,0
ANKRD20A11P,0
PTHLH,0
NPHS2,0
DNAH12,0
pericardial artery,0
Dorsal Inhibitory Neuron 4,0
ventral ramus of second thoracic spinal nerve,0
Nkcell_2,0
superior vesical artery,0
MSN_220,0
scarpa's nerve,0
SATB1-AS1,0
fifth common palmar digital branch of ulnar nerve,0
SMA,0
dorsal venous arch of foot,0
left posterior intercostal artery 4,0
communicating branch of glossopharyngeal nerve with auricular branch of vagus nerve,0
proper plantar digital nerve of fourth toe,0
dorsal ramus of fifth lumbar spinal nerve,0
RGS16,0
CXCL9+,0
Medullary Sinus,0
inferior thyroid vein,0
CD53,0
recurrent meningeal branch of third thoracic spinal nerve,0
CD207,0
head of fourth proximal phalanx of hand,0
branch of sacral nerve plexus to quadratus femoris,0
MOXD1,0
communicating branch of internal laryngeal nerve with recurrent laryngeal nerve,0
costal groove of third rib,0
left posterior intercostal vein 10,0
EMSN_233,0
terminal ciliated ducts for tracheal submucosal gland,0
stapes bone,0
IL2RA,0
Amex_174,0
Blood Endothelial Cells,0
RP11-217C7.1,0
LOC284825,0
Dorsal Excitatory Neuron 10,0
head of first distal phalanx of hand,0
supraparietal lobule,0
lateral proper palmar digital artery of fourth digit of hand,0
LAIR-1,0
auricularis superior muscle,0
DRD2,0
jugular branch of ascending pharyngeal artery,0
truncus anterior of right pulmonary artery,0
base of first distal phalanx of foot,0
IgM+,0
LOC105376917,0
LOC101928842,0
STK32B,0
piriformis muscle,0
lamina of tenth thoracic vertebra,0
calcium voltage-gated channel subunit alpha1 G,0
CD103,0
Exc L5 THEMIS RGPD6,0
popliteal artery,0
pterygoid venous plexus,0
third sacral spinal nerve,0
ST8SIA6,0
Amex_172,0
calcaneus,0
lamina propria of Fallopian tube infundibulum,0
prepiriform region,0
base of first metatarsal bone,0
medullary thymic epithelial cell type 1,0
left anterior body of uterus,0
recurrent meningeal artery,0
RP11-370K2.1,0
branch of external laryngeal nerve to pharyngeal nerve plexus,0
chorionic villous,0
ACPP,0
distal phalanx of digit of hand 3,0
LILRA4,0
AQP6,0
branch of temporal branch of facial nerve to auricularis superior,0
clavicular notch of sternum,0
sural nerve,0
Endomucin,0
AJ006998.2,0
atretic follicle of ovary,0
lateral proper palmar digital branch of ulnar nerve to little finger,0
LOC101927843,0
right bronchomediastinal lymph trunk,0
levator labii superioris alaeque nasi muscle,0
hippocampal CA1-3 neuron,0
caroticotympanic artery,0
inferior angle of scapula,0
lymphatic of mesosalpinx,0
Stroma Type IV cell,0
TPH2,0
uterine smooth muscle type II cell,0
LINC02306,0
nasociliary nerve,0
SAA1,0
TEK (TIE2),0
Fallopian tube,0
head of third proximal phalanx of hand,0
pacemaker cell,0
middle superior alveolar nerve,0
Splenic perifollicular zone macrophage,0
longitudinal pharyngeal muscle,0
renal artery,0
neck of third rib,0
URL_308,0
second plantar metatarsal artery,0
SLC13A3,0
endocervical stroma,0
CTGF,0
CCL21+,0
glossopharyngeal part of superior pharyngeal constrictor muscle,0
articular facet of tubercle of eighth rib,0
medial cutaneous nerve of forearm,0
Splat_374,0
antral follicle,0
teres minor muscle,0
prostate epithelium,0
GABAergic interneuron,0
"RNA binding protein, mRNA processing factor",0
distal phalanx of digit of hand 5,0
Splat_384,0
popliteal surface of femur,0
vertebral arch of eleventh thoracic vertebra,0
inferior sagittal sinus,0
LRL_322,0
medial dorsal digital artery of fifth digit of hand,0
dorsal digital nerve of second toe,0
transverse process of fifth cervical vertebra,0
RP11-460M2.1,0
carotid branch of glossopharyngeal nerve,0
dorsal digital branch of ulnar nerve to ring finger,0
branch of zygomatic branch of facial nerve to orbicularis oculi,0
middle internal frontal artery,0
vertebral body of tenth thoracic vertebra,0
AC002066.1,0
LTF,0
medial dorsal digital branch of radial nerve to index finger,0
occipital bone,0
Astro_62,0
anterior choroidal artery,0
ventral ramus of tenth thoracic spinal nerve,0
Osteocytes,0
muscle,0
Kidney Capillary,0
midbrain-derived inhibitory neuron,0
Inh L3-5 SST OR5AH1P,0
myofibroblast cell of bladder,0
MYLPF,0
LINC00534,0
Thex_372,0
MYBPC1,0
luminal epithelial cell,0
anterior external vertebral venous plexus #3,0
near-projecting glutamatergic cortical neuron,0
SLC6A9,0
Exc L6 THEMIS SLN,0
communicating branch of glossopharyngeal nerve with auriculotemporal nerve,0
PLPP5+,0
CD15,0
fifth cervical spinal nerve,0
retinal rod cell,0
extensor carpi radialis brevis muscle,0
pericallosal artery,0
posterior superior segmental branch of right hepatic vein,0
supratrochlear vein,0
Splat_378,0
OTP,0
GNG8,0
CGE_276,0
MOBP,0
guanylin,0
humerus,0
sphincter urethrovaginalis branch of perineal nerve,0
esophageal branch of posterior vagal trunk,0
lateral dorsal digital artery of third digit of hand,0
villous mesenchyme,0
meningeal branch of fifth lumbar spinal nerve,0
sternal facet of clavicle,0
Plasmacytoid Dendritic Cell (pDC),0
subcallosal gyrus (parolfactory gyrus),0
KRT8,0
transverse costal facet of sixth thoracic vertebra,0
CRHBP,0
superior vertebral notch of second cervical vertebra,0
lower branch of internal laryngeal nerve to arytenoideus,0
external branch of superior laryngeal nerve,0
Integrin Î²1,0
costal notches of sternum,0
Dorsal Excitatory Neuron 6,0
Astro_64,0
ventricles of hindbrain,0
anterior compartment of arm muscle,0
Amex_162,0
lateral dorsal digital branch of radial nerve to middle finger,0
CD235alo,0
RHAG,0
buccal branch of facial nerve,0
gamma-delta T cell,0
right anterior lower uterine segment,0
MS4A1+,0
posterior branch of obturator nerve,0
glomerular mesangium,0
cutaneous branch of anterior branch of obturator nerve,0
lymphatic endothelial cell,0
CD23,0
anterior branch of axillary nerve,0
cutaneous branch of obturator nerve,0
EPHA3,0
LOC105374971,0
myristoylated filensin,0
Lyve-1+,0
lateral branch of supraorbital nerve,0
external iliac lymph node,0
tibial tuberosity of tibia,0
inferior articular process of fifth thoracic vertebra,0
ophthalmic artery,0
CHRM2,0
LAMC3,0
MPO,0
branch of thoracodorsal nerve to latissimus dorsi (2),0
FNDC1,0
Flt1,0
ventral ramus of first sacral spinal nerve,0
iliac crest of ilium of os coxa,0
cervical spinal cord lateral horn,0
Splat_386,0
truncated/phosphorylated forms of AQP0,0
Mgl_6,0
aquaporin 1,0
myoepithelial cell of bronchus submucosal gland,0
CD4-,0
putamen,0
RP11-380P13.1,0
shaft of fourth proximal phalanx of hand,0
intercondylar fossa of femur,0
AC003099.2,0
CD1B,0
ciliary zonules,0
CAP1 general capillary gCap,0
SLC6A4,0
dorsal venous network of hand #2,0
mental artery,0
ascending duodenum,0
ZBTB16,0
CA4_192,0
P2RY12,0
lateral superior segmental branch of left hepatic portal vein,0
Cardial valve,0
Osteoblasts,0
Kidney Blood Vessel,0
Splat_409,0
nerve to levator anguli oris,0
urinary bladder detrusor smooth muscle,0
MMP2,0
nerve to third dorsal interosseous of foot,0
gut associated lymphoid tissue (GALT)/Isolated lymphoid follicles (ILF),0
Beta2i,0
invaginating bipolar cell,0
ceratopharyngeal part of middle pharyngeal constrictor muscle,0
MSN_218,0
MGE_247,0
tentorial artery,0
external branch of accessory nerve,0
lateral supramalleolar artery,0
long ciliary nerve to iris,0
SYT9,0
lateral lymphatic pathway of upper arm #2,0
lateral cutaneous nerve of forearm,0
Inh L1-5 VIP SMOC1,0
LOC105379064,0
nerve to extensor digitorum longus,0
NT5E,0
lamina of third lumbar vertebra,0
S5 sacral spinal cord segment,0
zygomaticofacial foramen of zygomatic bone,0
TRBC1,0
renal vein,0
base of fourth middle phalanx of hand,0
humeral head of flexor carpi ulnaris muscle,0
branch of iliohypogastric nerve to transversus abdominis,0
Splat_313,0
intercondylar eminence of tibia,0
myo-medullary thymic epithelial cell,0
segmental branch of hepatic vein,0
MS4A3,0
styloid process of radius,0
deep head of flexor pollicis brevis muscle,0
medial epicondyle of femur,0
ASAH2,0
uterine natural killer cell,0
medial calcaneal artery,0
parietal lobe,0
innate lyphoid cell (ILC),0
chromogranin A,0
Stroma Type III cell,0
intramedullary radial vein,0
PLP1,0
TSPAN18,0
Paneth,0
Intercalated duct,0
FOXI1,0
head of third proximal phalanx of foot,0
intestinal lymph trunk,0
GRIK1,0
body of first rib,0
bulbar vein,0
branch of temporal branch of facial nerve to orbicularis oculi,0
posterior superior pancreaticoduodenal vein,0
pancreatic tributary of splenic vein,0
VendA_18,0
Fbl_24,0
endometrial gland,0
RP11-632B21.2,0
vWF+,0
mandibular canal of mandible,0
Thex_449,0
Patellar Tendon,0
articularis cubiti muscle,0
follicular fluid,0
LINC02653,0
KCNT2,0
lateral plantar vein,0
visual system homeobox 2,0
flexor hallucis longus muscle,0
clavicle bone,0
Sheathed Capillary,0
inferior vertebral notch of eighth thoracic vertebra,0
LRL_320,0
Splat_400,0
allograft inflammatory factor 1,0
MGE_243,0
musculocutaneous nerve,0
CALB1,0
inferior pharyngeal artery,0
Splat_377,0
FGF17,0
head of fifth middle phalanx of hand,0
meningeal branch of vagus nerve,0
anterior superior alveolar nerve,0
NTNG1,0
second posterior perforating branch of plantar arch,0
Uterus,0
Exc L5 THEMIS SLC22A18,0
glandular branches of facial artery,0
external anal sphincter,0
external iliac artery,0
lateral epicondyle of femur,0
thoracic vertebra 12,0
hypoglossal nerve,0
urinary bladder vasculature,0
segmental branch of hepatic artery,0
Juxtaglomerular Arteriole,0
RP11-89N17.4,0
plica of Fallopian tube ampulla,0
TFPI2,0
decidua,0
pulmonary acinus,0
Epidermal membrane Antigen,0
CD74,0
cranial bone,0
medium spiny neuron,0
transverse sinus,0
ADAMTS17,0
palpebral branch of infratrochlear nerve,0
HMGB2,0
ascending aorta,0
HLAG,0
cerebellar inhibitory,0
mature CD8 T cell,0
posterior inferior cerebellar artery,0
ciliated cell of terminal ciliated ducts of submucosal glands,0
medial dorsal digital artery of fourth digit of foot,0
Lyve1,0
meningeal branch of occipital artery,0
Exc L6 THEMIS SNTG2,0
muscularis prorpia,0
RP11-79E3.2,0
internal occipital protuberance of squamous part of occipital bone,0
Distal Convoluted Tubule Cell Type 1,0
posterior inferior pancreaticoduodenal artery,0
Misc_178,0
transverse costal facet of seventh thoracic vertebra,0
transverse costal facet of eighth thoracic vertebra,0
GABRG1,0
superior vertebral notch of eighth thoracic vertebra,0
dorsal carpal arch #2,0
chondroglossus of hyoglossus muscle,0
palatopharyngeus muscle,0
HES6,0
base of fifth proximal phalanx of foot,0
inferior articular facet of third thoracic vertebra,0
intermaxillary suture of maxilla,0
Mmb_323,0
m/z 788.6153,0
PTN,0
muscularis mucosa,0
Proximal Tubule Epithelial Cell Segment 2,0
splenic vein,0
ileal branch of ileocolic artery,0
segmental spinal artery #3,0
CD8+ T cell resident memory,0
CD90,0
dorsal ramus of fourth cervical spinal nerve,0
Thy-1 cell surface antigen,0
ITGAX,0
macrophages,0
left posterior intercostal vein 8,0
IFITM3,0
nerve to tragicus,0
DOCK8,0
TCRd,0
frontal operculum,0
inferior vena cava,0
non-articular facet of tubercle of first rib,0
SELENBP1,0
superior alveolar nerve,0
CTD-2288O8.3,0
AE1/AE3,0
TRPC7,0
azygos vein,0
peroneal artery,0
ampulla of Fallopian tube,0
Beta1i,0
Naive CD4+ T cell,0
lateral dorsal digital artery of first digit of foot,0
tuberal region,0
mucosa of Fallopian tube fimbria,0
depressor septi nasi muscle,0
ischiocavernosus branch of perineal nerve,0
MYL2,0
AC064875.2,0
medial pterygoid plate of sphenoid bone,0
muscular branch of tibial nerve to semitendinosus,0
SRY-box transcription factor 10,0
DLIT_148,0
duodenal ampulla,0
GLP2R,0
medial condyle of femur,0
PDL1,0
pubic tubercle of pubis of os coxa,0
superior vertebral notch of fourth lumbar vertebra,0
CA13_186,0
NPSR1,0
articular branch of sciatic nerve,0
LINC02424,0
DLNP_93,0
branch of lateral pectoral nerve to glenohumeral joint,0
Inh L5-6 PVALB GAPDHP60,0
Inh L1-2 SST CLIC6,0
L5ET_114,0
vein endothelial cell of respiratory system,0
lamina of eighth thoracic vertebra,0
Midi_440,0
Splat_343,0
lateral mesencephalic vein,0
apocrine gland,0
basophil,0
TENT5A,0
CD160+,0
DLCT6b_102,0
pronator quadratus muscle,0
spleen trabecular vein,0
endoethlial,0
CD45lo,0
subicular complex,0
arcuate renal vein,0
caudal (posterior) transverse temporal gyrus,0
superior articular process of fifth cervical vertebra,0
ASCL3,0
CD4+ T,0
internal intercostal muscle,0
mature Natural killer,0
CD8B,0
parafascicular nucleus,0
meningeal branch of hypoglossal nerve to wall of inferior petrosal sinus,0
lateral epicondyle of humerus,0
Splat_357,0
SCHLAP1,0
branch of recurrent laryngeal nerve to transverse arytenoid,0
insular lobe,0
OBI1-AS1,0
trochlea of talus,0
fluid of Fallopian tube fimbria,0
Dorsal Excitatory Neuron 7,0
pigmented ciliary epithelial cell,0
lateral dorsal digital artery of second digit of foot,0
groove for middle meningeal a. of parietal bone,0
NOX4,0
posterior tibial vein,0
inferior vertebral notch of fourth thoracic vertebra,0
lacrimal nerve,0
proximal phalanx of digit of hand 5,0
CALR,0
posterior branch of right hepatic portal vein #2,0
superior vertebral notch of third thoracic vertebra,0
THBD,0
mylohyoid line of mandible,0
DLIT_147,0
mesothelial,0
Lymphatic Endothelial Cell,0
orbitofrontal branch of middle cerebral artery,0
Exc L5-6 THEMIS SMYD1 (L6 IT Car3),0
CLEC1B,0
lateral basal segmental artery of left lung,0
inner uterine myometrium,0
cortex,0
D2-40H,0
sialophorin/p43,0
pubic body of pubis of os coxa,0
DEUP1,0
PTGDR,0
Inh L1-2 SST PRRT4,0
GIMAP4,0
fibroconnective tissue,0
lobar bronchus connective tissue,0
RGS18,0
middle colic vein,0
SMIM24,0
anterior interosseous artery,0
RARRES1,0
TG,0
superior articular facet of fifth thoracic vertebra,0
pedicle of second thoracic vertebra,0
Collecting Duct,0
Middle muscle layer of Fallopian tube isthmus,0
TMEM207,0
RP11-421N8.3,0
ramus of mandible,0
branch of supratrochlear nerve to skin of forehead,0
common myeloid progenitor (CMP),0
L4 lumbar spinal cord segment,0
right hepatic artery,0
class II major histocompatibility complex transactivator,0
TCL1A+,0
BCL11B,0
OPC_36,0
CD7,0
superficial palmar arch #2,0
lacrimal artery,0
inferior articular facet of second cervical vertebra,0
transverse head of adductor pollicis muscle,0
vein of Burow,0
lateral thoracic vein,0
FREM1,0
anterior branch of right hepatic portal vein #2,0
unmyelinated nerve bundles,0
SDC1+,0
uterine artery,0
RP11-46H14.1,0
RP11-265I24.1,0
CD1C,0
thoracic cardiac branch of vagus nerve,0
CCL19,0
ciliary body,0
pedicle of ninth thoracic vertebra,0
C7,0
anterior temporal artery,0
CD294,0
mononuclear osteoclast,0
CKLF,0
medial posterior cervical intertransversarii muscle,0
umbilical cord,0
right posterior intercostal vein 9,0
sacral spinal cord lateral column,0
ETS transcription factor ERG,0
right superior pulmonary vein,0
submucosal gland collecting duct,0
crest of head of eighth rib,0
PECAM1+,0
inferior parietal artery,0
BDNF,0
SCGB3A1,0
LINC00261,0
superior articular process of twelfth thoracic vertebra,0
superior articular process of second lumbar vertebra,0
humeral lymph node #2,0
Subcutaneous,0
connective tissue,0
lateral dorsal digital branch of radial nerve to index finger,0
scapular spine of scapula,0
RP11-197H3.1,0
DUSP2,0
Amex_175,0
anterior sacral foramina of sacrum,0
HIF1A-AS3,0
auricular branch of occipital artery,0
ventral ramus of fifth cervical spinal nerve,0
left posterior fundus of uterus,0
spinous process of third thoracic vertebra,0
prostate smooth muscle,0
mucus secreting cell of trachea gland,0
inferior rectal branch to external anal sphincter,0
sacral spinal cord,0
Chymotrypsin like elastase 3A,0
serosa of Fallopian tube infundibulum,0
nerve to inferior longitudinal muscle of tongue,0
FCRL5,0
dural artery,0
HSD11B2,0
Smooth Muscle Actin,0
CD73,0
lamina of first cervical vertebra,0
COP_75,0
CD68,0
flexor digitorum profundus muscle,0
aryepiglottic part of oblique arytenoid muscle,0
medial dorsal digital artery of second digit of hand,0
PCDH11X,0
transversospinales muscle,0
DLIT_149,0
respiratory system lymphatic vessel endothelium,0
cervix squamous epithelium,0
crest of head of seventh rib,0
medial lenticulostriate artery,0
Red Pulp Reticular Cell,0
Sympathetic nerve,0
GNAT1,0
COL22A1,0
anterior intercostal vein,0
lingual vein,0
coronoid process of mandible,0
dorsal branch of lateral proper palmar digital artery of fourth digit of hand,0
pedicle of fifth thoracic vertebra,0
Plasmacytoid Dendritic Cell,0
ADA,0
base of first distal phalanx of hand,0
lingual branch of glossopharyngeal nerve to postsulcal part of tongue,0
proximal tibia,0
sphincter urethrovaginalis muscle,0
CLDN5,0
frontomarginal gyrus,0
UNC5B,0
IKZF2,0
medulla of thymus,0
left subcostal vein,0
maxilla,0
LOC105377183,0
CAMK4,0
Inh L5-6 SST KLHL1,0
head of eleventh rib,0
LINC01727,0
Splenic Pulp,0
sympathetic neuron,0
early antral follicle,0
TFPI,0
CEMIP,0
LINC01500,0
Inner muscle layer of Fallopian tube isthmus,0
medial proper palmar digital branch of ulnar nerve to ring finger,0
inferior mental spine of mandible,0
WT1,0
inferior vertebral notch of second lumbar vertebra,0
midbrain (mesencephalon),0
PROM1,0
Î²-catenin,0
tensor fascia latae muscle,0
branch of sacral nerve plexus to gemellus inferior,0
keratin 19,0
vascular smooth muscle cell,0
CGE_286,0
inferior articular facet of seventh rib,0
humeral head of extensor carpi ulnaris muscle,0
lumbar spinal cord ventral horn,0
SIRPACD172a,0
thoracic wall muscle,0
mons pubis branch of ilioinguinal nerve,0
MADCAM1,0
lumbar plexus,0
external primary capillary plexus of median eminence,0
transverse process of fourth lumbar vertebra,0
inhibin subunit alpha,0
Splat_338,0
ethmoidal bulla of ethmoid bone,0
MGE_257,0
Mgl_8,0
Perivascular smooth muscle cell,0
branch of right vagus nerve to pancreas,0
trochanteric fossa of femur,0
ABLIM1,0
vertebral foramen of seventh cervical vertebra,0
Synovial Bursa,0
LOC101927459,0
first thoracic spinal nerve,0
branch of long thoracic nerve to serratus anterior (1),0
base of fifth proximal phalanx of hand,0
inferior ulnar collateral artery,0
GATA binding protein 3,0
C1orf288,0
PDGFD,0
ring finger lateral lymphatic channel,0
Inh L5-6 PVALB SST CRHR2,0
superficial femoral artery,0
microglia,0
common iliac vein,0
right posterior intercostal artery 6,0
scapular neck of scapula,0
spinous process of sixth cervical vertebra,0
CAV1,0
LOC105379003,0
thymic vein,0
infraglenoid tubercle of scapula,0
NME1,0
APLNR,0
deep palmar arch,0
neck of tenth rib,0
lamina of seventh cervical vertebra,0
serosa,0
shaft of fifth middle phalanx of foot,0
TCF21,0
anterior belly of digastric muscle,0
transverse perineal artery,0
fibular facet of tibia,0
TIA-1,0
PI16+ fibroblast cell of bladder,0
superficial head of flexor pollicis brevis muscle,0
long ciliary nerve to dilatator pupillae,0
FMO2,0
ROR1,0
cervical vertebra 2,0
ventral lateral nucleus,0
CXCR4,0
perineal muscle,0
CTD-2008L17.2,0
branch of hypoglossal nerve to genioglossus,0
Juxtaglomerular granular cell (Renin positive),0
renal efferent arteriole,0
vertebral arch of second cervical vertebra,0
POU5F1,0
Mmb_324,0
ULIT_131,0
superior vertebral notch of fifth lumbar vertebra,0
subcutaneous part of external anal sphincter muscle,0
primary oocyte,0
labium majus branch of genital branch of genitofemoral nerve,0
superficial palmar branch of radial artery,0
thalamus,0
CA13_169,0
radial recurrent artery,0
descending thin limb of loop of Henle 1,0
ovarian artery,0
recurrent meningeal branch of third sacral spinal nerve,0
lumbar subsegment of spinal cord,0
ADAMTS20,0
hyaloid artery,0
NDNF,0
anterior nasal spine of maxilla,0
Distal Convoluted Tubule Cell,0
mucosa of Fallopian tube infundibulum,0
recurrent meningeal branch of eleventh thoracic spinal nerve,0
spinal cord,0
FCER2,0
branch of median nerve to third lumbrical of hand,0
hilar cell,0
inferior articular facet of eighth thoracic vertebra,0
RP11-115D10.1,0
medial proper palmar digital artery of second digit of hand,0
CARD16,0
TSHZ2,0
melanocyte,0
outer uterine myometrium,0
HLA-DRB1,0
acromial process of scapula,0
IFI6,0
Type X Collagen,0
PRDM8,0
recurrent meningeal branch of fifth sacral spinal nerve,0
optic tract,0
head of fifth proximal phalanx of hand,0
foramen spinosum of sphenoid bone,0
ID1,0
EMSN_229,0
shaft of third proximal phalanx of foot,0
vascular endothelial cells,0
TSLP,0
transverse cervical artery,0
transverse process of seventh cervical vertebra,0
MME,0
paracentral artery,0
palpebral part of orbicularis oculi muscle,0
inferior vertebral notch of seventh thoracic vertebra,0
B lineage,0
transverse facial artery,0
communicating branch of lacrimal nerve with zygomaticotemporal branch of zygomatic nerve,0
Th1 cell,0
NPHS1,0
mesothelial cell,0
SEMA5A,0
mammillary process of third lumbar vertebra,0
zygomatico-orbital artery,0
KIF19,0
spinous process of ninth thoracic vertebra,0
segmental pulmonary artery,0
alveolus of lung on respiratory bronchiole,0
CEBPB,0
nerve to vertical muscle fo tongue,0
medial lymphatic pathway of upper arm,0
IL-4,0
EFNB2,0
CNS interneuron,0
superior articular facet of sixth cervical vertebra,0
Dorsal Excitatory Neuron 1,0
Dorsal Excitatory Neuron 2,0
spinotransversales muscle,0
jacobson's nerve,0
CCDC26,0
COL19A1,0
GNGT2,0
MYO10,0
Inh L5-6 SST FBN2,0
GP9,0
Acinar cell,0
Secondary Follicle,0
left jugular lymph trunk,0
LOC101927078,0
multinuclear osteoclast,0
CD300E,0
Foxd1,0
hepatic sinusoid,0
cutaneous branch to scalp behind auricle,0
middle colic artery,0
tubercle of fifth rib,0
ANXA1,0
superior articular facet of fourth thoracic vertebra,0
styloid process of ulna,0
SIGLEC6,0
portal triad/tract,0
right posterior intercostal artery 9,0
right anterior body of uterus,0
proximal phalanx of digit of foot 3,0
shaft of first metacarpal bone,0
levator scapulae muscle,0
capillary endothelium,0
MRC1,0
LOC105377862,0
lateral cricoarytenoid muscle,0
transverse process of fifth thoracic vertebra,0
