organ,id,doi,notes,type
blood_vasculature,https://en.wikipedia.org/wiki/Superior_hypophysial_artery,,For AS,reference
skin,PMID: 28699278,10.1111/imm.12791,"Ali N, Rosenblum MD. Regulatory T cells in skin. Immunology. 2017 Nov;152(3):372-381. DOI: 10.1111/imm.12791. Epub 2017 Aug 4.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Fibular_veins,,For AS,reference
skin,PMID: 27869795,10.1038/labinvest.2016.116,"Chistiakov, D., Killingsworth, M., Myasoedova, V. et al. CD68/macrosialin: not just a histochemical marker. Lab Invest 97, 4Â¬Ã±13 (2017).",reference
lymph_nodes,"Nguyen TT, Schwartz EJ, West RB, Warnke RA, Arber DA, Natkunam Y. Expression of CD163 hemoglobin scavenger receptor in normal tissues, lymphomas, carcinomas, and sarcomas is largely restricted to the monocyte/macrophage lineage. Am J Surg Pathol. 2005 May;295:617-24. doi: 10.1097/01.pas.0000157940.80538.ec. PMID: 15832085.",10.1097/01.pas.0000157940.80538.ec,B,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_labial_vein,,For AS,reference
blood_vasculature,"Pravin Salunke, Apinderpreet Singh, Rajasekhar Rekhapalli, Dural Artery from Supraclinoid Internal Carotid Artery to Anterior Clinoid Process: Origin, Course, and Clinical Implications, World Neurosurgery, Volume 124, 2019, Pages e222-e225, ISSN 1878-8750.",10.1016/j.wneu.2018.12.071,For AS,reference
skeleton,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Bronchial_veins,,For AS,reference
spleen,"Ellyard, J., Avery, D., Mackay, C. and Tangye, S. (2005), Contribution of stromal cells to the migration, function and retention of plasma cells in human spleen: potential roles of CXCL12, IL?6 and CD54. Eur. J. Immunol., 35: 699-708. DOI: 10.1002/eji.200425442",10.1002/eji.200425442,CT-B,reference
spleen,"Zhao, J., Zhang, S., Liu, Y. et al. Single-cell RNA sequencing reveals the heterogeneity of liver-resident immune cells in human. Cell Discov 6, 22 (2020).",10.1038/s41421-020-0157-z,CT-B,reference
thymus,"Bendriss-Vermare N, BarthâˆšÂ©lâˆšÂ©my C, Durand I, Bruand C, Dezutter-Dambuyant C, Moulian N, Berrih-Aknin S, Caux C, Trinchieri G, BriâˆšÂ®re F. Human thymus contains IFN-alpha-producing CD11c(-), myeloid CD11c(+), and mature interdigitating dendritic cells. J Clin Invest. 2001 Apr;107(7):835-44.",10.1172/jci11734,"AS-CT, CT-B",reference
skin,PMID: 31205028,10.1172/jci124616,"Peiseler M, Kubes P. More friend than foe: the emerging role of neutrophils in tissue repair. J Clin Invest. 2019 Jun 17;129(7):2629-2639",reference
blood_vasculature,https://www.imaios.com/en/e-Anatomy/Anatomical-Parts/Perforating-branches3,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Maxillary_veins,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Lacrimal_artery,,For AS,reference
trachea,,10.1152/physrev.00001.2018,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Princeps_pollicis_artery,,For AS,reference
blood_vasculature,https://teachmeanatomy.info/neck/viscera/larynx/organ/,,For AS,reference
eye,"Elena Ivanova, Nazia M. Alam, Glen T. Prusky, Botir T. Sagdullaev. Blood-retina barrier failure and vision loss in neuron-specific degeneration. JCI Insight. 2019;4(8):e126747",10.1172/jci.insight.126747,,reference
kidney,PMID: 31249312. PMCID: PMC6597610,10.1038/s41467-019-10861-2,cells in the macula densa,reference
pancreas,PMID: 33795864,,,general_publication
skin,PMID: 20672003,10.1155/2010/790431,"GonâˆšÃŸalves CA, Leite MC, Guerra MC. Adipocytes as an Important Source of Serum S100B and Possible Roles of This Protein in Adipose Tissue. Cardiovasc Psychiatry Neurol. 2010;2010:790431.",reference
skin,PMID: 11147669,10.1046/j.1087-0024.2000.00001.x,"Skobe M, Detmar M. Structure, function, and molecular control of the skin lymphatic system. J Investig Dermatol Symp Proc. 2000 Dec;5(1):14-9.",reference
eye,"Majumdar, S., WâˆšÂ§ssle, H., Jusuf, P.R. and Haverkamp, S. (2008), Mirror-symmetrical populations of wide-field amacrine cell of the macaque monkey retina. J. Comp. Neurol., 508: 13-27.",10.1002/cne.21666,,reference
brain,"Bakken, Trygve E et al. 2021. â€œComparative Cellular Analysis of Motor Cortex in Human, Marmoset and Mouse.â€ Nature 598 (7879): 111â€“19. https://doi.org/10.1038/s41586-021-03465-8.",10.1038/s41586-021-03465-8,,reference
blood,,10.1038/s41586-019-1652-y,,general_publication
eye,"NicolâˆšÂ°s Cuenca, Isabel OrtuâˆšÂ±o-LizarâˆšÂ°n, Isabel Pinilla,Cellular Characterization of OCT and Outer retinal Bands Using Specific Immunohistochemistry Markers and Clinical Implications, Ophthalmology, Volume 125, Issue 3, 2018,Pages 407-422",10.1016/j.ophtha.2017.09.016,,reference
placenta full term,doi.org/10.1371/journal.pone.0169849,10.1371/journal.pone.0169849,,reference
lymph_nodes,"Fletcher AL, Malhotra D, Acton SE, Lukacs-Kornek V, Bellemare-Pelletier A, Curry M, Armant M, Turley SJ. Reproducible isolation of lymph node stromal cells reveals site-dependent differences in fibroblastic reticular cells. Front Immunol. 2011 Sep 12;2:35. doi: 10.3389/fimmu.2011.00035. PMID: 22566825; PMCID: PMC3342056.",10.3389/fimmu.2011.00035,"CT,B",reference
kidney,,10.1126/science.aat5031,no S100A8,reference
skin,PMID: 3494791,10.1111/1523-1747.ep12470172,"Bos JD, Zonneveld I, Das PK, Krieg SR, van der Loos CM, Kapsenberg ML. The skin immune system (SIS): distribution and immunophenotype of lymphocyte subpopulations in normal human skin. J Invest Dermatol. 1987 May;88(5):569-73.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Vertebral_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Sphenopalatine_artery,,For AS,reference
spleen,,10.1186/s13059-019-1906-x,,general_publication
eye,"Ulrike GrâˆšÂºnert, Paul R. Martin, Cell types and cell circuits in human and non-human primate retina.",10.1016/j.preteyeres.2020.100844,polyaxonal amacrine cell. Specifically Semilunar 3,reference
kidney,PMID: 32358040,10.1681/asn.2020010071,mouse proteomics,reference
skin,PMID: 16831889,10.1083/jcb.200603161,"Schweizer J, Bowden PE, Coulombe PA, Langbein L, Lane EB, Magin TM, Maltais L, Omary MB, Parry DA, Rogers MA, Wright MW. New consensus nomenclature for mammalian keratins. J Cell Biol. 2006 Jul 17;174(2):169-74.",reference
skin,PMID: 12981303,10.1038/jid.1952.87,"LADEN EL, ERICKSON JO, ARMEN D. Electron microscopic study of epidermal prickle cells. J Invest Dermatol. 1952 May;19(3):211-5.",reference
thymus,"Ribot JC, Ribeiro ST, Correia DV, Sousa AE, Silva-Santos B. Human ?? thymocytes are functionally immature and differentiate into cytotoxic type 1 effector T cells upon IL-2/IL-15 signaling. J Immunol. 2014 Mar 1;192(5):2237-43.",10.4049/jimmunol.1303119,CT-B,reference
lymph_nodes,"Xiang M, Grosso RA, Takeda A, Pan J, Bekkhus T, Brulois K, Dermadi D, Nordling S, Vanlandewijck M, Jalkanen S, Ulvmar MH, Butcher EC. A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature. Front Cardiovasc Med. 2020 Apr 30;7:52. doi: 10.3389/fcvm.2020.00052. PMID: 32426372; PMCID: PMC7204639.",10.3389/fcvm.2020.00052,"AS-CT,CT,B",reference
blood_vasculature,https://en.wikipedia.org/wiki/Radial_collateral_artery,,For AS,reference
thymus,"Bautista JL, Cramer NT, Miller CN, Chavez J, Berrios DI, Byrnes LE, Germino J, Ntranos V, Sneddon JB, Burt TD, Gardner JM, Ye CJ, Anderson MS, Parent AV. Single-cell transcriptional profiling of human thymic stroma uncovers novel cellular heterogeneity in the thymic medulla. Nat Commun. 2021 Feb 17;12(1):1096.",10.1038/s41467-021-21346-6,"AS-CT, CT-B",reference
blood_vasculature,https://en.wikipedia.org/wiki/Deep_artery_of_arm,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Auricular_branch_of_vagus_nerve,,,reference
lymph_nodes,"Allen CD, Cyster JG. Follicular dendritic cell networks of primary follicles and germinal centers: phenotype and function. Semin Immunol. 2008 Feb;201:14-25. doi: 10.1016/j.smim.2007.12.001. Epub 2008 Feb 7. PMID: 18261920; PMCID: PMC236679",10.1016/j.smim.2007.12.001,"CT,B",reference
lymph_nodes,"Victora GD, Dominguez-Sola D, Holmes AB, Deroubaix S, Dalla-Favera R, Nussenzweig MC. Identification of human germinal center light and dark zone cells and their relationship to human B-cell lymphomas. Blood. 2012 Sep 13;12011:2240-8. doi: 10.1182/blood-2012-03-415380. Epub 2012 Jun 26. Erratum in: Blood. 2015 Sep 3;12610:1262. PMID: 22740445; PMCID: PMC3447782.",10.1182/blood-2012-03-415380,"AS-CT, CT-B",reference
kidney,PMID: 31249312. PMCID: PMC6597610,10.1038/s41467-019-10861-2,"CLDN10 low. no to low AQP1, SLC9A3, SLC4A11",reference
blood_vasculature,https://en.wikipedia.org/wiki/Arcuate_vessels_of_uterus,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Pterygopalatine_nerves,,,reference
spleen,"Mittag D, Proietto AI, Loudovaris T, Mannering SI, Vremec D, Shortman K, Wu L, Harrison LC. Human dendritic cell subsets from spleen and blood are similar in phenotype and function but modified by donor health status. J Immunol. 2011 Jun 1;186(11):6207-17.",10.4049/jimmunol.1002632,CT-B,reference
lymph_nodes,"Xiang M, Grosso RA, Takeda A, Pan J, Bekkhus T, Brulois K, Dermadi D, Nordling S, Vanlandewijck M, Jalkanen S, Ulvmar MH, Butcher EC. A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature. Front Cardiovasc Med. 2020 Apr 30;7:52. doi: 10.3389/fcvm.2020.00052. PMID: 32426372; PMCID: PMC7204639.",10.3389/fcvm.2020.00052,"AS, CT, B",reference
kidney,,10.1126/science.aat1699,,general_publication
kidney,PMID: 31689386,10.1016/j.devcel.2019.10.005,,reference
trachea,,10.1126/sciadv.aba1983,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Short_posterior_ciliary_arteries,,For AS,reference
placenta full term,doi: 10.5966/sctm.2015-0022,10.5966/sctm.2015-0022,,reference
urinary_bladder,none,,,reference
kidney,,10.1126/science.aat5031,low CD14,reference
blood_vasculature,https://en.wikipedia.org/wiki/External_iliac_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Long_posterior_ciliary_arteries,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Interlobular_arteries,,For AS,reference
blood_vasculature,"Perlmutter, D., & Rhoton, A. L., Jr. (1978). Microsurgical anatomy of the distal anterior cerebral artery, Journal of Neurosurgery, 49(2), 204-228. Retrieved Jan 14, 2021, from https://thejns.org/view/journals/j-neurosurg/49/2/article-p204.xml",10.3171/jns.1978.49.2.0204,For AS,reference
thymus,Haynes BF. The human thymic microenvironment. Adv Immunol. 1984;36:87-142.,10.1016/s0065-2776(08)60900-1,AS-CT,reference
fallopian_tube,,10.1016/b978-0-12-801238-3.64401-x,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Left_gastroepiploic_artery,,For AS,reference
spleen,"Oâ€šÃ„Ã´Malley, Dennis P., George, Tracy I., Orazi, Attilio, Abbondanzo, Susan L. â€šÃ„ÃºChapter 1: General Immunology of Lymph Node and Spleen.â€šÃ„Ã¹ Benign and Reactive Conditions of the Lymph Node and Spleen, edited by Jason L. Hornick, American Registry of Pathology, 2009, pp. 1-14.",,"AS-CT, CT-B",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Thoracic_spinal_nerve_6,,,reference
blood_vasculature,https://www.kenhub.com/en/library/anatomy/vas-deferens,,For AS,reference
blood_vasculature,https://www.sciencedirect.com/science/article/pii/S2211568413003781,,For AS,reference
blood_vasculature,"Picel, A., Hsieh, T.C., Shapiro, R., Vezeridis, A., & Isaacson, A. (2019). Prostatic Artery Embolization for Benign Prostatic Hyperplasia: Patient Evaluation, Anatomy, and Technique for Successful Treatment RadioGraphics, 39(5), 1526-1548.",10.1148/rg.2019180195,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Central_retinal_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Iliolumbar_vein,,For AS,reference
eye,"Anna M. Clark, Sanghee Yun, Eric S. Veien, Yuan Y. Wu, Robert L. Chow, Richard I. Dorsky, Edward M. Levine, Negative regulation of Vsx1 by its paralog Chx10/Vsx2 is conserved in the vertebrate retina, Brain Research, Volume 1192
 2008, Pages 99-113",10.1016/j.brainres.2007.06.007,,reference
eye,"Jeremy N. Kay, Irina De la Huerta, In-Jung Kim, Yifeng Zhang, Masahito Yamagata, Monica W. Chu, Markus Meister, Joshua R. Sanes. retinal Ganglion cell with Distinct Directional Preferences Differ in Molecular Identity, Structure, and Central Projections. Journal of Neuroscience 25 May 2011, 31 (21) 7753-7762",10.1523/jneurosci.0907-11.2011,,reference
thymus,"Flores KG, Li J, Sempowski GD, Haynes BF, Hale LP. Analysis of the human thymic perivascular space during aging. J Clin Invest. 1999 Oct;104(8):1031-9.",10.1172/jci7558,"AS-CT,CT-B",reference
blood_vasculature,https://en.wikipedia.org/wiki/Ascending_aorta,,For AS,reference
kidney,,"10.1152/physiolgenomics.00104.2020,  10.1101/2021.07.28.454201",,general_publication
spleen,"Pusztaszeri MP, Seelentag W, Bosman FT. Immunohistochemical Expression of Endothelial Markers CD31, CD34, von Willebrand Factor, and Fli-1 in Normal Human Tissues. Journal of Histochemistry & Cytochemistry. 2006;54(4):385-395.",10.1369/jhc.4a6514.2005,"AS-CT, CT-B",reference
blood_vasculature,https://www.kenhub.com/en/library/anatomy/occipital-artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Lesser_petrosal_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Internal_pudendal_artery,,For AS,reference
liver,https://pubmed.ncbi.nlm.nih.gov/19268669/,10.1053/j.gastro.2009.02.063,CPS1,reference
eye,"Ulrike GrâˆšÂºnert, Paul R. Martin, Cell types and cell circuits in human and non-human primate retina.",10.1016/j.preteyeres.2020.100844,"polyaxonal amacrine cell. Stains semilunar 1,2,3 and thorny type 2 amacrine cell",reference
blood_vasculature,https://www.anatomy.net/superior-thyroid-vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Posterior_humeral_circumflex_artery,,For AS,reference
lymph_nodes,"Marsee DK, Pinkus GS, Hornick JL. Podoplanin D2-40 is a highly effective marker of follicular dendritic cells. Appl Immunohistochem Mol Morphol. 2009 Mar;172:102-7. doi: 10.1097/PAI.0b013e318183a8e2. PMID: 18838918.",10.1097/pai.0b013e318183a8e2,"CT,B",reference
blood_vasculature,http://purl.obolibrary.org/obo/UBERON_0002089,,For AS,reference
skin,PMID: 19944183,10.1016/j.biocel.2009.11.017,"Schneider MR, Paus R. Sebocytes, multifaceted epithelial cells: lipid production and holocrine secretion. Int J Biochem Cell Biol. 2010 Feb;42(2):181-5.",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Lumbar_nerves#Second_lumbar_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Portal_vein,,For AS,reference
spleen,"Oâ€šÃ„Ã´Malley, Dennis P., George, Tracy I., Orazi, Attilio, Abbondanzo, Susan L. â€šÃ„ÃºChapter 1: General Immunology of Lymph Node and Spleen.â€šÃ„Ã¹ Benign and Reactive Conditions of the Lymph Node and Spleen, edited by Jason L. Hornick, American Registry of Pathology, 2009, pp. 1-14.",,AS,reference
skin,PMID: 20109737,10.1016/j.jaci.2009.11.020,"von Bubnoff D, AndrâˆšÂ®s E, Hentges F, Bieber T, Michel T, Zimmer J. Natural killer cells in atopic and autoimmune diseases of the skin. J Allergy Clin Immunol. 2010 Jan;125(1):60-8.",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Vestibular_nerve,,,reference
blood_vasculature,https://www.flandershealth.us/chronic-pancreatitis/microcirculation-of-the-pancreas.html,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Sacral_spinal_nerve_2,,,reference
kidney,PMID: 31249312. PMCID: PMC6597610,10.1038/s41467-019-10861-2,,reference
lymph_nodes,"Kunicki MA, Amaya Hernandez LC, Davis KL, Bacchetta R, Roncarolo MG. Identity and Diversity of Human Peripheral Th and T Regulatory Cells Defined by Single-Cell Mass Cytometry. J Immunol. 2018 Jan 1;2001:336-346. doi: 10.4049/jimmunol.1701025. Epub 2017 Nov 27. PMID: 29180490.",10.4049/jimmunol.1701025,CT,reference
blood_vasculature,https://en.wikipedia.org/wiki/Interlobular_veins,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Angular_vein,,For AS,reference
blood_vasculature,https://www.kenhub.com/en/library/anatomy/retromandibular-vein,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Lumbar_nerves#Fourth_lumbar_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Costocervical_trunk,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Trabecular_arteries,,For AS,reference
bone_marrow,,10.1371/journal.pone.0162209,,reference
spleen,"Steiniger BS, Ulrich C, Berthold M, Guthe M, Lobachev O. Capillary networks and follicular marginal zones in human spleens. Three-dimensional models based on immunostained serial sections. PLoS One. 2018 Feb 8;13(2):e0191019.",10.1371/journal.pone.0191019,"AS-CT, CT-B",reference
skin,PMID: 7682764,,"Galli SJ, Tsai M, Wershil BK. The c-kit receptor, stem cell factor, and mast cells. What each is teaching us about the others. Am J Pathol. 1993 Apr;142(4):965-74.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_thyroid_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Middle_thyroid_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Arcuate_arteries_of_the_kidney,,For AS,reference
eye,"Ulrike GrâˆšÂºnert, Paul R. Martin, Cell types and cell circuits in human and non-human primate retina.",10.1016/j.preteyeres.2020.100844,"Amacrine cell are classified as ChAT positive and negative, and there are ChAT bands on either side of the IPL. ChAT may be associated with stratification and marks starburst amacrine cell. Marks medium-field and wide- field cell without axons.",reference
skin,PMID: 11940533,10.1152/ajpcell.00524.2001,"Cao G, O'Brien CD, Zhou Z, Sanders SM, Greenbaum JN, Makrigiannakis A, DeLisser HM. Involvement of human PECAM-1 in angiogenesis and in vitro endothelial cell migration. Am J Physiol Cell Physiol. 2002 May;282(5):C1181-90.",reference
placenta full term,doi.org/10.1016/0198-8859(93)90138-Q,10.1016/0198-8859(93)90138-q,,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Masseteric_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Ascending_branch_of_medial_circumflex_femoral_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Spinal_nerve#Cervical_nerves,,,reference
thymus,"Chan AC, Leeansyah E, Cochrane A, d'Udekem d'Acoz Y, Mittag D, Harrison LC, Godfrey DI, Berzins SP. Ex-vivo analysis of human natural killer T cells demonstrates heterogeneity between tissues and within established CD4(+) and CD4(-) subsets. Clin Exp Immunol. 2013 Apr;172(1):129-37.",10.1111/cei.12045,CT-B,reference
thymus,"Park JE, Botting RA, Domâˆšâ‰ nguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",10.1126/science.aay3224,CT-B,reference
liver,PMID: 28289707 PMID: 27798170,10.3389/fimmu.2019.01502,,reference
large_intestine,PMID: 19269007,10.1016/j.humpath.2008.12.003,,reference
blood_vasculature,https://radiopaedia.org/articles/profunda-femoris-artery,,For AS,reference
large_intestine,PMID: 24997029,10.1007/978-1-4939-0897-4_3,,reference
lymph_nodes,"Toccanier-Pelte MF, Skalli O, Kapanci Y, Gabbiani G. Characterization of stromal cells with myoid features in lymph nodes and spleen in normal and pathologic conditions. Am J Pathol. 1987 Oct;1291:109-18. PMID: 3310649; PMCID: PMC1899700.",,B,reference
blood_vasculature,"Paul Rea, Chapter 2 - Upper Limb Nerve Supply, Editor(s): Paul Rea, Essential Clinically Applied Anatomy of the Peripheral Nervous System in the Limbs, Academic Press, 2015, Pages 41-100, ISBN 9780128030622.",10.1016/b978-0-12-803062-2.00002-4,For AS,reference
prostate,,10.1002/path.5751,,general_publication
skin,PMID: 12944398,10.1074/jbc.m309036200,"Huber WE, Price ER, Widlund HR, Du J, Davis IJ, Wegner M, Fisher DE. A tissue-restricted cAMP transcriptional response: SOX10 modulates alpha-melanocyte-stimulating hormone-triggered expression of microphthalmia-associated transcription factor in melanocytes. J Biol Chem. 2003 Nov 14;278(46):45224-30.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Common_iliac_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/External_vertebral_venous_plexuses,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Posterior_external_jugular_vein,,For AS,reference
spleen,"Wolf AA, YâˆšÂ°âˆšÂ±ez A, Barman PK, Goodridge HS. The Ontogeny of Monocyte Subsets. Front Immunol. 2019 Jul 17;10:1642.",10.3389/fimmu.2019.01642,CT-B,reference
blood_vasculature,https://en.wikipedia.org/wiki/Ascending_palatine_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Common_interosseous_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Deep_palmar_arch,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Deep_temporal_arteries,,For AS,reference
placenta full term,DOI: 10.1093/humrep/det285,10.1093/humrep/det285,,reference
lung,,10.1172/jci.insight.90558,,general_publication
blood_vasculature,https://www.imaios.com/en/e-Anatomy/Anatomical-Parts/Anterior-vertebral-vein,,For AS,reference
liver,https://pubmed.ncbi.nlm.nih.gov/27088858/,10.1038/ncb3337,LGR5,reference
spleen,"Steiniger, B.S., Wilhelmi, V., Seiler, A., Lampp, K. and Stachniss, V. (2014), Heterogeneity of stromal cells in the human splenic white pulp. Fibroblastic reticulum cells, follicular dendritic cells and a third superficial stromal cell type. Immunology, 143: 462-477.",10.1111/imm.12325,"AS-CT, CT-B",reference
pancreas,PMID: 32302527,,,general_publication
bone_marrow,,10.1126/science.aah4573,,general_publication
liver,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4088223/,10.3748/wjg.v12.i34.5429,,reference
placenta full term,doi: 10.1007/BF01628222,10.1007/bf01628222,,reference
spleen,"Steiniger, B., Trabandt, M. & Barth, P.J. The follicular dendritic cell network in secondary follicles of human palatine tonsils and spleens. Histochem Cell Biol 135, 327â€šÃ„Ã¬336 (2011).",10.1007/s00418-011-0799-x,"AS-CT, CT-B",reference
spleen,"Thomas J.M. Verlinden, Paul van Dijk, Jill Hikspoors, Andreas Herrler, Wouter H. Lamers, S. Eleonore Kâˆšâˆ‚hler, Innervation of the human spleen: A complete hilum-embedding approach, Brain, Behavior, and Immunity, Volume 77, 2019, Pages 92-100, ISSN 0889-1591,.",10.1016/j.bbi.2018.12.009,"AS-CT, CT-B",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Inferior_alveolar_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Splenic_vein,,For AS,reference
skin,PMID: 26595821,10.1097/dad.0000000000000306,"Mertens RB, de Peralta-Venturina MN, Balzer BL, Frishberg DP. GATA3 Expression in Normal Skin and in Benign and Malignant Epidermal and Cutaneous Adnexal Neoplasms. Am J Dermatopathol. 2015 Dec;37(12):885-91.",reference
skin,PMID: 20568222,10.1002/jcp.22275,"Pincelli C, Marconi A. Keratinocyte stem cells: friends and foes. J Cell Physiol. 2010 Nov;225(2):310-5.",reference
liver,https://www.nature.com/articles/s42255-019-0109-9,10.1038/s42255-019-0109-9,CDH1,reference
blood_vasculature,https://en.wikipedia.org/wiki/Afferent_arterioles,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Ulnar_veins,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Glandular_branches_of_facial_artery,,For AS,reference
thymus,"Park JE, Botting RA, Domâˆšâ‰ nguez Conde C, Popescu DM, Lavaert M, Kunz DJ, Goh I, Stephenson E, Ragazzini R, Tuck E, Wilbrey-Clark A, Roberts K, Kedlian VR, Ferdinand JR, He X, Webb S, Maunder D, Vandamme N, Mahbubani KT, Polanski K, Mamanova L, Bolt L, Crossland D, de Rita F, Fuller A, Filby A, Reynolds G, Dixon D, Saeb-Parsy K, Lisgo S, Henderson D, Vento-Tormo R, Bayraktar OA, Barker RA, Meyer KB, Saeys Y, Bonfanti P, Behjati S, Clatworthy MR, Taghon T, Haniffa M, Teichmann SA. A cell atlas of human thymic development defines T cell repertoire formation. Science. 2020 Feb 21;367(6480):eaay3224.",10.1126/science.aay3224,"AS-CT, CT-B",reference
blood_vasculature,https://en.wikipedia.org/wiki/Posterior_tibial_vein,,For AS,reference
lymph_nodes,"Marsee DK, Pinkus GS, Hornick JL. Podoplanin D2-40 is a highly effective marker of follicular dendritic cells. Appl Immunohistochem Mol Morphol. 2009 Mar;172:102-7. doi: 10.1097/PAI.0b013e318183a8e2. PMID: 18838918.",10.1097/pai.0b013e318183a8e2,"CT, B",reference
ovary,doi:10.18632/aging.103237,10.18632/aging.103237,,reference
kidney,,10.1101/2021.07.28.454201,CLDN10 low; CPE low,reference
skin,PMID: 6183275,10.1083/jcb.95.2.580,"Woodcock-Mitchell J, Eichner R, Nelson WG, Sun TT. Immunolocalization of keratin polypeptides in human epidermis using monoclonal antibodies. J Cell Biol. 1982 Nov;95(2 Pt 1):580-8.",reference
placenta full term,doi:10.1371/journal.pone.0146082,10.1371/journal.pone.0146082,,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Recurrent_laryngeal_nerve,,,reference
liver,,10.1111/imm.12888,,general_publication
peripheral_nervous_system,https://en.wikipedia.org/wiki/Lingual_nerve,,,reference
liver,https://pubmed.ncbi.nlm.nih.gov/1997169/,,OV-6,reference
blood_vasculature,https://en.wikipedia.org/wiki/Thoracodorsal_artery,,For AS,reference
placenta full term,DOI: 10.1177/1933719118756745,10.1177/1933719118756745,,reference
kidney,PMID: 31249312. PMCID: PMC6597610,10.1038/s41467-019-10861-2,UMOD low to none,reference
blood_vasculature,https://en.wikipedia.org/wiki/Descending_branch_of_occipital_artery,,For AS,reference
kidney,,10.1038/s41467-019-12872-5,,reference
liver,https://gut.bmj.com/content/55/9/1276,10.1136/gut.2005.078865,GFAP,reference
blood_vasculature,https://en.wikipedia.org/wiki/Sternocleidomastoid_branches_of_occipital_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Auriculotemporal_nerve,,,reference
lung,"Lynne Reid. â€œThe Secondary Lobule in the Adult Human Lung, with Special Reference to Its Appearance in Bronchograms.â€ Thorax 13, no. 2 (June 1, 1958): 110. https://doi.org/10.1136/thx.13.2.110.",10.1136/thx.13.2.110,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Ovarian_vein,,For AS,reference
