,soma_joinid,organism,category,ontology_term_id,unique_cell_count,total_cell_count,label
1040,1040,Mus musculus,cell_type,CL:0000135,44,88,fibrocyte
1041,1041,Mus musculus,cell_type,CL:0000138,1905,3810,chondrocyte
1042,1042,Mus musculus,cell_type,CL:0000145,2612,5224,professional antigen presenting cell
1043,1043,Mus musculus,cell_type,CL:0000151,563,1126,secretory cell
1044,1044,Mus musculus,cell_type,CL:0000158,970,1007,club cell
1045,1045,Mus musculus,cell_type,CL:0000164,161,322,enteroendocrine cell
1046,1046,Mus musculus,cell_type,CL:0000165,48,96,neuroendocrine cell
1047,1047,Mus musculus,cell_type,CL:0000169,106159,115839,type B pancreatic cell
1048,1048,Mus musculus,cell_type,CL:0000171,41766,43382,pancreatic A cell
1049,1049,Mus musculus,cell_type,CL:0000173,25238,26195,pancreatic D cell
1050,1050,Mus musculus,cell_type,CL:0000178,167,366,Leydig cell
1051,1051,Mus musculus,cell_type,CL:0000182,4091,8182,hepatocyte
1052,1052,Mus musculus,cell_type,CL:0000188,192,384,cell of skeletal muscle
1053,1053,Mus musculus,cell_type,CL:0000192,1860,3611,smooth muscle cell
1054,1054,Mus musculus,cell_type,CL:0000216,1493,2896,Sertoli cell
1055,1055,Mus musculus,cell_type,CL:0000232,5065,5421,erythrocyte
1056,1056,Mus musculus,cell_type,CL:0000235,29706,47745,macrophage
1057,1057,Mus musculus,cell_type,CL:0000236,60125,96474,B cell
1058,1058,Mus musculus,cell_type,CL:0000312,12357,24714,keratinocyte
1059,1059,Mus musculus,cell_type,CL:0000319,73,146,mucus secreting cell
1060,1060,Mus musculus,cell_type,CL:0000359,1196,1196,vascular associated smooth muscle cell
1061,1061,Mus musculus,cell_type,CL:0000362,2227,4454,epidermal cell
1062,1062,Mus musculus,cell_type,CL:0000391,496,992,podocyte (sensu Diptera)
1063,1063,Mus musculus,cell_type,CL:0000451,716,823,dendritic cell
1064,1064,Mus musculus,cell_type,CL:0000453,175,350,Langerhans cell
1065,1065,Mus musculus,cell_type,CL:0000498,38715,38715,inhibitory interneuron
1066,1066,Mus musculus,cell_type,CL:0000499,23362,26485,stromal cell
1067,1067,Mus musculus,cell_type,CL:0000501,19276,33298,granulosa cell
1068,1068,Mus musculus,cell_type,CL:0000540,223681,255275,neuron
1069,1069,Mus musculus,cell_type,CL:0000542,1659,3260,lymphocyte
1070,1070,Mus musculus,cell_type,CL:0000547,4677,9354,proerythroblast
1071,1071,Mus musculus,cell_type,CL:0000557,250,500,granulocyte monocyte progenitor cell
1072,1072,Mus musculus,cell_type,CL:0000559,3842,7684,promonocyte
1073,1073,Mus musculus,cell_type,CL:0000576,15462,19136,monocyte
1074,1074,Mus musculus,cell_type,CL:0000583,1366,2732,alveolar macrophage
1075,1075,Mus musculus,cell_type,CL:0000586,6209,6209,germ cell
1076,1076,Mus musculus,cell_type,CL:0000594,4780,9560,skeletal muscle satellite cell
1077,1077,Mus musculus,cell_type,CL:0000595,928,928,enucleate erythrocyte
1078,1078,Mus musculus,cell_type,CL:0000598,20490,20490,pyramidal neuron
1079,1079,Mus musculus,cell_type,CL:0000617,143173,234750,GABAergic neuron
1080,1080,Mus musculus,cell_type,CL:0000623,5874,9236,natural killer cell
1081,1081,Mus musculus,cell_type,CL:0000624,5139,6860,"CD4-positive, alpha-beta T cell"
1082,1082,Mus musculus,cell_type,CL:0000625,8014,9954,"CD8-positive, alpha-beta T cell"
1083,1083,Mus musculus,cell_type,CL:0000630,6927,12630,supporting cell
1084,1084,Mus musculus,cell_type,CL:0000632,39,78,hepatic stellate cell
1085,1085,Mus musculus,cell_type,CL:0000644,17552,17606,Bergmann glial cell
1086,1086,Mus musculus,cell_type,CL:0000646,3726,7452,basal cell
1087,1087,Mus musculus,cell_type,CL:0000650,670,1024,mesangial cell
1088,1088,Mus musculus,cell_type,CL:0000653,558,558,podocyte
1089,1089,Mus musculus,cell_type,CL:0000663,315,630,valve cell
1090,1090,Mus musculus,cell_type,CL:0000666,1295,2590,fenestrated cell
1091,1091,Mus musculus,cell_type,CL:0000669,2495,4044,pericyte
1092,1092,Mus musculus,cell_type,CL:0000670,445,968,primordial germ cell
1093,1093,Mus musculus,cell_type,CL:0000679,404460,812434,glutamatergic neuron
1094,1094,Mus musculus,cell_type,CL:0000695,277,277,Cajal-Retzius cell
1095,1095,Mus musculus,cell_type,CL:0000708,2537,4941,leptomeningeal cell
1096,1096,Mus musculus,cell_type,CL:0000738,1915,5806,leukocyte
1097,1097,Mus musculus,cell_type,CL:0000746,334,668,cardiac muscle cell
1098,1098,Mus musculus,cell_type,CL:0000763,4427,8854,myeloid cell
1099,1099,Mus musculus,cell_type,CL:0000765,2918,5836,erythroblast
1100,1100,Mus musculus,cell_type,CL:0000766,516,1032,myeloid leukocyte
1101,1101,Mus musculus,cell_type,CL:0000767,325,650,basophil
1102,1102,Mus musculus,cell_type,CL:0000771,486,486,eosinophil
1103,1103,Mus musculus,cell_type,CL:0000775,37292,37997,neutrophil
1104,1104,Mus musculus,cell_type,CL:0000782,618,1236,myeloid dendritic cell
1105,1105,Mus musculus,cell_type,CL:0000784,1239,1361,plasmacytoid dendritic cell
1106,1106,Mus musculus,cell_type,CL:0000786,2519,4165,plasma cell
1107,1107,Mus musculus,cell_type,CL:0000788,3357,6714,naive B cell
1108,1108,Mus musculus,cell_type,CL:0000791,330,660,mature alpha-beta T cell
1109,1109,Mus musculus,cell_type,CL:0000807,146,292,DN3 thymocyte
1110,1110,Mus musculus,cell_type,CL:0000808,3756,7512,DN4 thymocyte
1111,1111,Mus musculus,cell_type,CL:0000814,3227,6388,mature NK T cell
1112,1112,Mus musculus,cell_type,CL:0000815,179,349,regulatory T cell
1113,1113,Mus musculus,cell_type,CL:0000816,1415,2830,immature B cell
1114,1114,Mus musculus,cell_type,CL:0000817,1771,3542,precursor B cell
1115,1115,Mus musculus,cell_type,CL:0000838,13,26,lymphoid lineage restricted progenitor cell
1116,1116,Mus musculus,cell_type,CL:0000860,8216,16340,classical monocyte
1117,1117,Mus musculus,cell_type,CL:0000864,2223,2223,tissue-resident macrophage
1118,1118,Mus musculus,cell_type,CL:0000875,1236,2395,non-classical monocyte
1119,1119,Mus musculus,cell_type,CL:0000878,955,955,central nervous system macrophage
1120,1120,Mus musculus,cell_type,CL:0000893,3517,7034,thymocyte
1121,1121,Mus musculus,cell_type,CL:0000898,1568,3136,naive T cell
1122,1122,Mus musculus,cell_type,CL:0000914,84,168,immature NK T cell
1123,1123,Mus musculus,cell_type,CL:0000988,33923,33923,hematopoietic cell
1124,1124,Mus musculus,cell_type,CL:0000990,2590,2590,conventional dendritic cell
1125,1125,Mus musculus,cell_type,CL:0001031,477176,477176,cerebellar granule cell
1126,1126,Mus musculus,cell_type,CL:0001044,58,58,"effector CD4-positive, alpha-beta T cell"
1127,1127,Mus musculus,cell_type,CL:0001050,129,129,"effector CD8-positive, alpha-beta T cell"
1128,1128,Mus musculus,cell_type,CL:0001065,3402,3402,innate lymphoid cell
1129,1129,Mus musculus,cell_type,CL:0001066,409,818,"erythroid progenitor cell, mammalian"
1130,1130,Mus musculus,cell_type,CL:0002009,148,296,macrophage dendritic cell progenitor
1131,1131,Mus musculus,cell_type,CL:0002046,72,144,early pro-B cell
1132,1132,Mus musculus,cell_type,CL:0002048,943,1886,late pro-B cell
1133,1133,Mus musculus,cell_type,CL:0002062,3431,3435,type I pneumocyte
1134,1134,Mus musculus,cell_type,CL:0002063,3903,4195,type II pneumocyte
1135,1135,Mus musculus,cell_type,CL:0002064,3197,5914,pancreatic acinar cell
1136,1136,Mus musculus,cell_type,CL:0002071,3667,7334,enterocyte of epithelium of large intestine
1137,1137,Mus musculus,cell_type,CL:0002079,9393,10044,pancreatic ductal cell
1138,1138,Mus musculus,cell_type,CL:0002085,9109,9737,tanycyte
1139,1139,Mus musculus,cell_type,CL:0002094,7531,15177,interstitial cell of ovary
1140,1140,Mus musculus,cell_type,CL:0002129,403,806,regular atrial cardiac myocyte
1141,1141,Mus musculus,cell_type,CL:0002131,147,294,regular ventricular cardiac myocyte
1142,1142,Mus musculus,cell_type,CL:0002138,6348,6488,endothelial cell of lymphatic vessel
1143,1143,Mus musculus,cell_type,CL:0002144,15099,15099,capillary endothelial cell
1144,1144,Mus musculus,cell_type,CL:0002145,127,254,ciliated columnar cell of tracheobronchial tree
1145,1145,Mus musculus,cell_type,CL:0002187,15645,31290,basal cell of epidermis
1146,1146,Mus musculus,cell_type,CL:0002188,3547,3547,glomerular endothelial cell
1147,1147,Mus musculus,cell_type,CL:0002191,8082,16164,granulocytopoietic cell
1148,1148,Mus musculus,cell_type,CL:0002201,2447,2447,renal beta-intercalated cell
1149,1149,Mus musculus,cell_type,CL:0002203,175,350,brush cell of epithelium proper of large intestine
1150,1150,Mus musculus,cell_type,CL:0002204,414,828,brush cell
1151,1151,Mus musculus,cell_type,CL:0002241,272,544,pulmonary interstitial fibroblast
1152,1152,Mus musculus,cell_type,CL:0002250,1918,3836,intestinal crypt stem cell
1153,1153,Mus musculus,cell_type,CL:0002253,1933,3866,epithelial cell of large intestine
1154,1154,Mus musculus,cell_type,CL:0002259,151,302,neuroepithelial stem cell
1155,1155,Mus musculus,cell_type,CL:0002275,7227,7523,pancreatic PP cell
1156,1156,Mus musculus,cell_type,CL:0002293,165,330,epithelial cell of thymus
1157,1157,Mus musculus,cell_type,CL:0002306,76278,79724,epithelial cell of proximal tubule
1158,1158,Mus musculus,cell_type,CL:0002319,1970,1970,neural cell
1159,1159,Mus musculus,cell_type,CL:0002326,2671,5342,luminal epithelial cell of mammary gland
1160,1160,Mus musculus,cell_type,CL:0002329,925,1850,basal epithelial cell of tracheobronchial tree
1161,1161,Mus musculus,cell_type,CL:0002332,77,77,ciliated cell of the bronchus
1162,1162,Mus musculus,cell_type,CL:0002337,3057,6114,keratinocyte stem cell
1163,1163,Mus musculus,cell_type,CL:0002340,23236,90438,luminal cell of prostate epithelium
1164,1164,Mus musculus,cell_type,CL:0002341,14213,47694,basal cell of prostate epithelium
1165,1165,Mus musculus,cell_type,CL:0002350,1053,2106,endocardial cell
1166,1166,Mus musculus,cell_type,CL:0002393,1852,3613,intermediate monocyte
1167,1167,Mus musculus,cell_type,CL:0002394,683,683,CD141-positive myeloid dendritic cell
1168,1168,Mus musculus,cell_type,CL:0002399,153,153,CD1c-positive myeloid dendritic cell
1169,1169,Mus musculus,cell_type,CL:0002410,23371,23440,pancreatic stellate cell
1170,1170,Mus musculus,cell_type,CL:0002420,1784,3568,immature T cell
1171,1171,Mus musculus,cell_type,CL:0002453,34582,40705,oligodendrocyte precursor cell
1172,1172,Mus musculus,cell_type,CL:0002489,971,1942,double negative thymocyte
1173,1173,Mus musculus,cell_type,CL:0002503,815,1630,adventitial cell
1174,1174,Mus musculus,cell_type,CL:0002539,4631,4631,aortic smooth muscle cell
1175,1175,Mus musculus,cell_type,CL:0002543,1753,2225,vein endothelial cell
1176,1176,Mus musculus,cell_type,CL:0002544,467,934,aortic endothelial cell
1177,1177,Mus musculus,cell_type,CL:0002548,6335,12670,fibroblast of cardiac tissue
1178,1178,Mus musculus,cell_type,CL:0002553,2006,4012,fibroblast of lung
1179,1179,Mus musculus,cell_type,CL:0002570,6626,13252,mesenchymal stem cell of adipose tissue
1180,1180,Mus musculus,cell_type,CL:0002573,891,1165,Schwann cell
1181,1181,Mus musculus,cell_type,CL:0002591,209,418,smooth muscle cell of the pulmonary artery
1182,1182,Mus musculus,cell_type,CL:0002598,4456,8912,bronchial smooth muscle cell
1183,1183,Mus musculus,cell_type,CL:0002600,252,504,smooth muscle cell of trachea
1184,1184,Mus musculus,cell_type,CL:0002603,16717,16717,astrocyte of the cerebellum
1185,1185,Mus musculus,cell_type,CL:0002608,60951,60951,hippocampal neuron
1186,1186,Mus musculus,cell_type,CL:0002633,34,68,respiratory basal cell
1187,1187,Mus musculus,cell_type,CL:0002671,6142,6142,endothelial stalk cell
1188,1188,Mus musculus,cell_type,CL:0005011,1488,1488,renal alpha-intercalated cell
1189,1189,Mus musculus,cell_type,CL:0008001,2144,4288,hematopoietic precursor cell
1190,1190,Mus musculus,cell_type,CL:0008002,1454,1454,skeletal muscle fiber
1191,1191,Mus musculus,cell_type,CL:0008019,32680,41399,mesenchymal cell
1192,1192,Mus musculus,cell_type,CL:0008024,10853,10853,pancreatic endocrine cell
1193,1193,Mus musculus,cell_type,CL:0008031,5769,5769,cortical interneuron
1194,1194,Mus musculus,cell_type,CL:0008034,4088,4112,mural cell
1195,1195,Mus musculus,cell_type,CL:0010022,81,162,cardiac neuron
1196,1196,Mus musculus,cell_type,CL:0011020,16277,21758,neural progenitor cell
1197,1197,Mus musculus,cell_type,CL:0011026,4351,4351,progenitor cell
1198,1198,Mus musculus,cell_type,CL:1000223,8,16,lung neuroendocrine cell
1199,1199,Mus musculus,cell_type,CL:1000299,1988,6884,fibroblast of connective tissue of prostate
1200,1200,Mus musculus,cell_type,CL:1000320,1745,3490,large intestine goblet cell
1201,1201,Mus musculus,cell_type,CL:1000398,1292,2584,endothelial cell of hepatic sinusoid
1202,1202,Mus musculus,cell_type,CL:1000413,6538,6538,endothelial cell of artery
1203,1203,Mus musculus,cell_type,CL:1000428,171,342,stem cell of epidermis
1204,1204,Mus musculus,cell_type,CL:1000454,529,999,kidney collecting duct epithelial cell
1205,1205,Mus musculus,cell_type,CL:1000487,559,1504,smooth muscle cell of prostate
1206,1206,Mus musculus,cell_type,CL:1000493,699,699,mesothelial cell of visceral pleura
1207,1207,Mus musculus,cell_type,CL:1000497,3,6,kidney cell
1208,1208,Mus musculus,cell_type,CL:1000510,117,117,kidney glomerular epithelial cell
1209,1209,Mus musculus,cell_type,CL:1000615,810,810,kidney cortex tubule cell
1210,1210,Mus musculus,cell_type,CL:1000692,16,32,kidney interstitial fibroblast
1211,1211,Mus musculus,cell_type,CL:1000768,3903,3903,kidney connecting tubule epithelial cell
1212,1212,Mus musculus,cell_type,CL:1000838,4460,8920,kidney proximal convoluted tubule epithelial cell
1213,1213,Mus musculus,cell_type,CL:1000839,95,190,kidney proximal straight tubule epithelial cell
1214,1214,Mus musculus,cell_type,CL:1000849,17125,17869,kidney distal convoluted tubule epithelial cell
1215,1215,Mus musculus,cell_type,CL:1000850,46,46,macula densa epithelial cell
1216,1216,Mus musculus,cell_type,CL:1000892,161,322,kidney capillary endothelial cell
1217,1217,Mus musculus,cell_type,CL:1000909,3484,3484,kidney loop of Henle epithelial cell
1218,1218,Mus musculus,cell_type,CL:1001016,347,694,kidney loop of Henle ascending limb epithelial cell
1219,1219,Mus musculus,cell_type,CL:1001045,381,762,kidney cortex artery cell
1220,1220,Mus musculus,cell_type,CL:1001096,36,36,kidney afferent arteriole endothelial cell
1221,1221,Mus musculus,cell_type,CL:1001099,242,242,kidney efferent arteriole endothelial cell
1222,1222,Mus musculus,cell_type,CL:1001106,1554,3108,kidney loop of Henle thick ascending limb epithelial cell
1223,1223,Mus musculus,cell_type,CL:1001107,1610,1610,kidney loop of Henle thin ascending limb epithelial cell
1224,1224,Mus musculus,cell_type,CL:1001108,3840,3840,kidney loop of Henle medullary thick ascending limb epithelial cell
1225,1225,Mus musculus,cell_type,CL:1001109,3600,3600,kidney loop of Henle cortical thick ascending limb epithelial cell
1226,1226,Mus musculus,cell_type,CL:1001111,372,372,kidney loop of Henle thin descending limb epithelial cell
1227,1227,Mus musculus,cell_type,CL:1001285,167,167,vasa recta descending limb cell
1228,1228,Mus musculus,cell_type,CL:1001319,4015,8030,bladder cell
1229,1229,Mus musculus,cell_type,CL:1001428,6651,13302,bladder urothelial cell
1230,1230,Mus musculus,cell_type,CL:1001430,8802,31714,urethra urothelial cell
1231,1231,Mus musculus,cell_type,CL:1001431,5921,6867,kidney collecting duct principal cell
1232,1232,Mus musculus,cell_type,CL:1001474,9950,10053,medium spiny neuron
1233,1233,Mus musculus,cell_type,CL:1001597,3955,16376,seminal vesicle glandular cell
1234,1234,Mus musculus,cell_type,CL:1001603,1166,2332,lung macrophage
1235,1235,Mus musculus,cell_type,CL:2000004,652,729,pituitary gland cell
1236,1236,Mus musculus,cell_type,CL:2000018,5987,11974,endothelial cell of coronary artery
1237,1237,Mus musculus,cell_type,CL:2000043,484,968,brain pericyte
1238,1238,Mus musculus,cell_type,CL:2000059,2182,2832,prostate gland microvascular endothelial cell
1239,1239,Mus musculus,cell_type,CL:2000064,1031,2062,ovarian surface epithelial cell
1240,1240,Mus musculus,cell_type,CL:4023011,42144,42144,lamp5 GABAergic cortical interneuron
1241,1241,Mus musculus,cell_type,CL:4023013,22457,22457,corticothalamic-projecting glutamatergic cortical neuron
1242,1242,Mus musculus,cell_type,CL:4023015,13877,13877,sncg GABAergic cortical interneuron
1243,1243,Mus musculus,cell_type,CL:4023016,43684,43684,vip GABAergic cortical interneuron
1244,1244,Mus musculus,cell_type,CL:4023017,45467,45467,sst GABAergic cortical interneuron
1245,1245,Mus musculus,cell_type,CL:4023018,30461,30461,pvalb GABAergic cortical interneuron
1246,1246,Mus musculus,cell_type,CL:4023038,35319,35319,L6b glutamatergic cortical neuron
1247,1247,Mus musculus,cell_type,CL:4023040,190759,190759,L2/3-6 intratelencephalic projecting glutamatergic cortical neuron
1248,1248,Mus musculus,cell_type,CL:4023041,24192,24192,L5 extratelencephalic projecting glutamatergic cortical neuron
1249,1249,Mus musculus,cell_type,CL:4023042,148752,148752,L6 corticothalamic-projecting glutamatergic cortical neuron
1250,1250,Mus musculus,cell_type,CL:4023043,36185,36185,L5/6 near-projecting glutamatergic neuron of the primary motor cortex
1251,1251,Mus musculus,cell_type,CL:4023047,13362,13362,L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
1252,1252,Mus musculus,cell_type,CL:4023048,334150,334150,L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
1253,1253,Mus musculus,cell_type,CL:4023050,79508,79508,L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex
1254,1254,Mus musculus,cell_type,CL:4023051,3988,3988,vascular leptomeningeal cell
1255,1255,Mus musculus,cell_type,CL:4023056,152,152,vascular leptomeningeal cell (Mmus)
1256,1256,Mus musculus,cell_type,CL:4023065,20,20,meis2 expressing cortical GABAergic cell
1257,1257,Mus musculus,cell_type,CL:4023121,1961,1961,sst chodl GABAergic cortical interneuron
1258,1258,Mus musculus,cell_type,CL:4023181,2389,2389,hypendymal cell
1259,1259,Mus musculus,disease,MONDO:0001933,27527,27527,endocrine pancreas disorder
1260,1260,Mus musculus,disease,MONDO:0002052,1373,1373,lymphadenitis
1261,1261,Mus musculus,disease,MONDO:0005147,39932,39932,type 1 diabetes mellitus
1262,1262,Mus musculus,disease,MONDO:0005148,99747,99747,type 2 diabetes mellitus
1263,1263,Mus musculus,disease,PATO:0000461,3914952,5086666,normal
1264,1264,Mus musculus,self_reported_ethnicity,na,4083531,5255245,na
1265,1265,Mus musculus,sex,PATO:0000383,1467473,1832115,female
1266,1266,Mus musculus,sex,PATO:0000384,2423438,3230510,male
1267,1267,Mus musculus,sex,unknown,192620,192620,unknown
1268,1268,Mus musculus,suspension_type,na,4083531,5255245,cell
1269,1269,Mus musculus,tissue,UBERON:0000006,264235,271246,islet of Langerhans
1270,1270,Mus musculus,tissue,UBERON:0000057,24700,80090,urethra
1271,1271,Mus musculus,tissue,UBERON:0000059,10198,20396,large intestine
1272,1272,Mus musculus,tissue,UBERON:0000074,3011,3011,renal glomerulus
1273,1273,Mus musculus,tissue,UBERON:0000080,14803,19963,mesonephros
1274,1274,Mus musculus,tissue,UBERON:0000362,3011,3011,renal medulla
1275,1275,Mus musculus,tissue,UBERON:0000411,232696,232696,visual cortex
1276,1276,Mus musculus,tissue,UBERON:0000416,82,82,subdural space
1277,1277,Mus musculus,tissue,UBERON:0000473,1326,1326,testis
1278,1278,Mus musculus,tissue,UBERON:0000926,139,139,mesoderm
1279,1279,Mus musculus,tissue,UBERON:0000947,906,1812,aorta
1280,1280,Mus musculus,tissue,UBERON:0000948,18282,36564,heart
1281,1281,Mus musculus,tissue,UBERON:0000955,113008,133674,brain
1282,1282,Mus musculus,tissue,UBERON:0000991,87795,135112,gonad
1283,1283,Mus musculus,tissue,UBERON:0000992,3059,7003,ovary
1284,1284,Mus musculus,tissue,UBERON:0001013,6777,13554,adipose tissue
1285,1285,Mus musculus,tissue,UBERON:0001103,1858,3716,diaphragm
1286,1286,Mus musculus,tissue,UBERON:0001225,13060,13060,cortex of kidney
1287,1287,Mus musculus,tissue,UBERON:0001264,47146,56731,pancreas
1288,1288,Mus musculus,tissue,UBERON:0001293,2695,2695,outer medulla of kidney
1289,1289,Mus musculus,tissue,UBERON:0001294,863,863,inner medulla of kidney
1290,1290,Mus musculus,tissue,UBERON:0001348,2223,4446,brown adipose tissue
1291,1291,Mus musculus,tissue,UBERON:0001384,529914,1057524,primary motor cortex
1292,1292,Mus musculus,tissue,UBERON:0001393,71060,71060,auditory cortex
1293,1293,Mus musculus,tissue,UBERON:0001723,24415,48830,tongue
1294,1294,Mus musculus,tissue,UBERON:0001870,8427,8427,frontal cortex
1295,1295,Mus musculus,tissue,UBERON:0001894,249071,289775,diencephalon
1296,1296,Mus musculus,tissue,UBERON:0001898,348980,384925,hypothalamus
1297,1297,Mus musculus,tissue,UBERON:0001911,15577,31154,mammary gland
1298,1298,Mus musculus,tissue,UBERON:0002037,611034,611034,cerebellum
1299,1299,Mus musculus,tissue,UBERON:0002048,97552,127310,lung
1300,1300,Mus musculus,tissue,UBERON:0002097,9314,18628,skin of body
1301,1301,Mus musculus,tissue,UBERON:0002106,39552,79104,spleen
1302,1302,Mus musculus,tissue,UBERON:0002107,10153,20306,liver
1303,1303,Mus musculus,tissue,UBERON:0002113,142241,165721,kidney
1304,1304,Mus musculus,tissue,UBERON:0002190,3755,7510,subcutaneous adipose tissue
1305,1305,Mus musculus,tissue,UBERON:0002363,42540,42540,dura mater
1306,1306,Mus musculus,tissue,UBERON:0002367,37715,130135,prostate gland
1307,1307,Mus musculus,tissue,UBERON:0002370,13322,26644,thymus
1308,1308,Mus musculus,tissue,UBERON:0002371,90225,144962,bone marrow
1309,1309,Mus musculus,tissue,UBERON:0002421,82535,82535,hippocampal formation
1310,1310,Mus musculus,tissue,UBERON:0002436,45390,45390,primary visual cortex
1311,1311,Mus musculus,tissue,UBERON:0002489,15127,15127,coronal suture
1312,1312,Mus musculus,tissue,UBERON:0002728,62216,62216,entorhinal cortex
1313,1313,Mus musculus,tissue,UBERON:0003126,11136,22272,trachea
1314,1314,Mus musculus,tissue,UBERON:0003428,3406,6812,gonadal fat pad
1315,1315,Mus musculus,tissue,UBERON:0003528,6670,6670,brain gray matter
1316,1316,Mus musculus,tissue,UBERON:0003544,14982,14982,brain white matter
1317,1317,Mus musculus,tissue,UBERON:0003547,2344,2344,brain meninx
1318,1318,Mus musculus,tissue,UBERON:0003661,32722,65444,limb muscle
1319,1319,Mus musculus,tissue,UBERON:0003968,5625,5625,peripheral lymph node
1320,1320,Mus musculus,tissue,UBERON:0005564,399,399,gonad primordium
1321,1321,Mus musculus,tissue,UBERON:0008933,81050,81050,primary somatosensory cortex
1322,1322,Mus musculus,tissue,UBERON:0009835,58219,58219,anterior cingulate cortex
1323,1323,Mus musculus,tissue,UBERON:0009958,11377,22754,bladder lumen
1324,1324,Mus musculus,tissue,UBERON:0010506,22652,22652,meningeal dura mater
1325,1325,Mus musculus,tissue,UBERON:0014918,65710,65710,retrosplenial granular cortex
1326,1326,Mus musculus,tissue,UBERON:0015143,3014,6028,mesenteric fat pad
1327,1327,Mus musculus,tissue,UBERON:0016525,34331,34331,frontal lobe
1328,1328,Mus musculus,tissue,UBERON:0016530,47094,47094,parietal cortex
1329,1329,Mus musculus,tissue,UBERON:0016538,59747,59747,temporal cortex
1330,1330,Mus musculus,tissue,UBERON:0022352,71017,71017,medial orbital frontal cortex
1331,1331,Mus musculus,tissue,UBERON:0023787,51473,51473,subicular complex
1332,1332,Mus musculus,tissue,UBERON:0034893,52428,52428,agranular insular cortex
1333,1333,Mus musculus,tissue,UBERON:0035886,27333,27333,posterior parietal association areas
1334,1334,Mus musculus,tissue,UBERON:0035895,18814,18814,lateral visual area
1335,1335,Mus musculus,tissue_general,UBERON:0000029,5625,5625,lymph node
1336,1336,Mus musculus,tissue_general,UBERON:0000057,24700,80090,urethra
1337,1337,Mus musculus,tissue_general,UBERON:0000059,10198,20396,large intestine
1338,1338,Mus musculus,tissue_general,UBERON:0000473,1326,1326,testis
1339,1339,Mus musculus,tissue_general,UBERON:0000922,139,139,embryo
1340,1340,Mus musculus,tissue_general,UBERON:0000948,18282,36564,heart
1341,1341,Mus musculus,tissue_general,UBERON:0000955,2945543,3570468,brain
1342,1342,Mus musculus,tissue_general,UBERON:0000990,88194,135511,reproductive system
1343,1343,Mus musculus,tissue_general,UBERON:0000992,3059,7003,ovary
1344,1344,Mus musculus,tissue_general,UBERON:0001004,11136,22272,respiratory system
1345,1345,Mus musculus,tissue_general,UBERON:0001013,19175,38350,adipose tissue
1346,1346,Mus musculus,tissue_general,UBERON:0001015,34580,69160,musculature
1347,1347,Mus musculus,tissue_general,UBERON:0001017,65274,65274,central nervous system
1348,1348,Mus musculus,tissue_general,UBERON:0001255,11377,22754,urinary bladder
1349,1349,Mus musculus,tissue_general,UBERON:0001264,311381,327977,pancreas
1350,1350,Mus musculus,tissue_general,UBERON:0001434,15127,15127,skeletal system
1351,1351,Mus musculus,tissue_general,UBERON:0001723,24415,48830,tongue
1352,1352,Mus musculus,tissue_general,UBERON:0002048,97552,127310,lung
1353,1353,Mus musculus,tissue_general,UBERON:0002049,906,1812,vasculature
1354,1354,Mus musculus,tissue_general,UBERON:0002097,9314,18628,skin of body
1355,1355,Mus musculus,tissue_general,UBERON:0002106,39552,79104,spleen
1356,1356,Mus musculus,tissue_general,UBERON:0002107,10153,20306,liver
1357,1357,Mus musculus,tissue_general,UBERON:0002113,179684,208324,kidney
1358,1358,Mus musculus,tissue_general,UBERON:0002365,15577,31154,exocrine gland
1359,1359,Mus musculus,tissue_general,UBERON:0002367,37715,130135,prostate gland
1360,1360,Mus musculus,tissue_general,UBERON:0002368,13322,26644,endocrine gland
1361,1361,Mus musculus,tissue_general,UBERON:0002371,90225,144962,bone marrow
