id,type,name
Donor/JP_RIK_H100,Donor,
Donor/KR_SGI_H087,Donor,
Donor/D2,Donor,
Donor/98_98,Donor,
Donor/380_381,Donor,
Donor/968_969,Donor,
Donor/P-HC007,Donor,
Donor/SG_HEL_H195,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5288,Donor,
Donor/Reyfman_Misharin_2018_Donor_04,Donor,
Donor/477_478,Donor,
Donor/123_123,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747D326,Donor,
Donor/654_655,Donor,
Donor/813_814,Donor,
Donor/142_142,Donor,
Donor/1058_1059,Donor,
Donor/JP_RIK_H064,Donor,
Donor/416_417,Donor,
Donor/148_148,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T85,Donor,
Donor/787_788,Donor,
Donor/939_940,Donor,
Donor/D122,Donor,
Donor/1007_1008,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0009,Donor,
Donor/JP_RIK_H103,Donor,
Donor/159_159,Donor,
Donor/SS_2022,Donor,
Donor/SG_HEL_H220,Donor,
Donor/1038_1039,Donor,
Donor/166_167,Donor,
Donor/960_961,Donor,
Donor/405_406,Donor,
Donor/JP_RIK_H048,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD104,Donor,
Donor/IGTB1290,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D367,Donor,
Donor/RCC2,Donor,
Donor/917_918,Donor,
Donor/JP_RIK_H071,Donor,
Donor/R245,Donor,
Donor/VUHD080,Donor,
Donor/644_645,Donor,
Donor/SG_HEL_H320,Donor,
Donor/1018_1019,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747T166,Donor,
Donor/657_658,Donor,
Donor/SD025/17,Donor,
Donor/VUHD94,Donor,
Donor/KR_SGI_H134,Donor,
Donor/HBCA_Donor_37,Donor,
Donor/donor-BOAT,Donor,
Donor/508_509,Donor,
Donor/SG_HEL_H14a,Donor,
Donor/Donor40,Donor,
Donor/JP_RIK_H060,Donor,
Donor/T90,Donor,
Donor/184_185,Donor,
Donor/SG_HEL_H276,Donor,
Donor/207_208,Donor,
Donor/1059_1060,Donor,
Donor/JP_RIK_H042,Donor,
Donor/PRE027,Donor,
Donor/947_948,Donor,
Donor/1030_1031,Donor,
Donor/547_548,Donor,
Donor/D6_3369,Donor,
Donor/SHD3,Donor,
Donor/SG_HEL_H111,Donor,
Donor/Patient01,Donor,
Donor/H6,Donor,
Donor/722_723,Donor,
Donor/745_746,Donor,
Donor/JP_RIK_H004,Donor,
Donor/Donor24,Donor,
Donor/128_128,Donor,
Donor/Patient07,Donor,
Donor/Travaglini_Krasnow_2020_Lung_P2,Donor,
Donor/1041_1042,Donor,
Donor/HC-503,Donor,
Donor/KR_SGI_H004,Donor,
Donor/671_672,Donor,
Donor/152_152,Donor,
Donor/648_649,Donor,
Donor/P7,Donor,
Donor/553_554,Donor,
Donor/912_913,Donor,
Donor/P-HC020,Donor,
Donor/559_560,Donor,
Donor/SG_HEL_H146,Donor,
Donor/SG_HEL_H031,Donor,
Donor/SG_HEL_H171,Donor,
Donor/subject_1,Donor,
Donor/JP_RIK_H044,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747T154,Donor,
Donor/535_536,Donor,
Donor/616_617,Donor,
Donor/659_660,Donor,
Donor/761_762,Donor,
Donor/JP_RIK_H102,Donor,
Donor/SD012/17,Donor,
Donor/570_571,Donor,
Donor/171_172,Donor,
Donor/SG_HEL_H138,Donor,
Donor/SD038/16,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A44,Donor,
Donor/JP_RIK_H089,Donor,
Donor/JP_RIK_H097,Donor,
Donor/H20.33.030,Donor,
Donor/237_238,Donor,
Donor/GRO-11,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D363,Donor,
Donor/789_790,Donor,
Donor/131_131,Donor,
Donor/NL1,Donor,
Donor/SG_HEL_H141,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_03,Donor,
Donor/JP_RIK_H129,Donor,
Donor/348_349,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_08,Donor,
Donor/788_789,Donor,
Donor/402_403,Donor,
Donor/529_530,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_07,Donor,
Donor/SG_HEL_H042,Donor,
Donor/971_972,Donor,
Donor/Donor_07,Donor,
Donor/PRECISE165536-000-003N,Donor,
Donor/765_766,Donor,
Donor/cov08,Donor,
Donor/KR_SGI_H155,Donor,
Donor/KR_SGI_H106,Donor,
Donor/Donor 2,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0012,Donor,
Donor/P-HC018,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5212,Donor,
Donor/318_319,Donor,
Donor/581_582,Donor,
Donor/506_507,Donor,
Donor/R229,Donor,
Donor/835_836,Donor,
Donor/214_215,Donor,
Donor/572_573,Donor,
Donor/Sample1162-EO2,Donor,
Donor/KRP460,Donor,
Donor/SG_HEL_H294,Donor,
Donor/KR_SGI_H116,Donor,
Donor/P-HC012,Donor,
Donor/786_787,Donor,
Donor/Sample1153-EO1,Donor,
Donor/650_651,Donor,
Donor/474_475,Donor,
Donor/565_566,Donor,
Donor/807_808,Donor,
Donor/384_385,Donor,
Donor/H21.33.022,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_02,Donor,
Donor/283_284,Donor,
Donor/13_13,Donor,
Donor/KR_SGI_H054,Donor,
Donor/104_104,Donor,
Donor/PRE019,Donor,
Donor/SD011/18,Donor,
Donor/CTRL-3,Donor,
Donor/THD0010,Donor,
Donor/843_844,Donor,
Donor/861_862,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc4658,Donor,
Donor/472_473,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI01,Donor,
Donor/215_216,Donor,
Donor/SG_HEL_H377,Donor,
Donor/679_680,Donor,
Donor/17_17,Donor,
Donor/donor-BLUE,Donor,
Donor/NGCII527,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc3843,Donor,
Donor/P4TLH,Donor,
Donor/HBCA_Donor_43,Donor,
Donor/JP_RIK_H061,Donor,
Donor/801_802,Donor,
Donor/247_248,Donor,
Donor/500_501,Donor,
Donor/SG_HEL_H003,Donor,
Donor/TxK3,Donor,
Donor/84_84,Donor,
Donor/255_256,Donor,
Donor/558_559,Donor,
Donor/JP_RIK_H022,Donor,
Donor/P-HC002,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837472020-3173-NC004,Donor,
Donor/492_493,Donor,
Donor/KR_SGI_H152,Donor,
Donor/Patient16,Donor,
Donor/Donor 3,Donor,
Donor/388_389,Donor,
Donor/567_568,Donor,
Donor/one_Ten,Donor,
Donor/646_647,Donor,
Donor/SG_HEL_H181,Donor,
Donor/JP_RIK_H145,Donor,
Donor/KR_SGI_H057,Donor,
Donor/HBCA_Donor_17,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747lafy_donor_2,Donor,
Donor/682_683,Donor,
Donor/812_813,Donor,
Donor/Sample1158-EO2,Donor,
Donor/243_244,Donor,
Donor/943_944,Donor,
Donor/1080_1081,Donor,
Donor/KR_SGI_H141,Donor,
Donor/519_520,Donor,
Donor/T85,Donor,
Donor/JP_RIK_H035,Donor,
Donor/SG_HEL_H03a,Donor,
Donor/E2,Donor,
Donor/Adams_Kaminski_2020_098C,Donor,
Donor/HT-185,Donor,
Donor/536_537,Donor,
Donor/HC-538,Donor,
Donor/T153,Donor,
Donor/3499,Donor,
Donor/670_671,Donor,
Donor/993_994,Donor,
Donor/D4,Donor,
Donor/KR_SGI_H132,Donor,
Donor/308_309,Donor,
Donor/606_607,Donor,
Donor/KR_SGI_H073,Donor,
Donor/SG_HEL_H361,Donor,
Donor/827_828,Donor,
Donor/404_405,Donor,
Donor/101CV0ng,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T165,Donor,
Donor/163_163,Donor,
Donor/SG_HEL_H229,Donor,
Donor/600_601,Donor,
Donor/Donor2,Donor,
Donor/Adams_Kaminski_2020_001C,Donor,
Donor/HBCA_Donor_51,Donor,
Donor/1008_1009,Donor,
Donor/864_865,Donor,
Donor/593_594,Donor,
Donor/857_858,Donor,
Donor/595_596,Donor,
Donor/604_605,Donor,
Donor/SG_HEL_H123,Donor,
Donor/Donor_03,Donor,
Donor/SG_HEL_H314,Donor,
Donor/KR_SGI_H143,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_06,Donor,
Donor/889_890,Donor,
Donor/HBCA_Donor_31,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_01,Donor,
Donor/1000_1001,Donor,
Donor/Donor52,Donor,
Donor/918_919,Donor,
Donor/1012_1013,Donor,
Donor/IGTB1575,Donor,
Donor/85_85,Donor,
Donor/healthy_6,Donor,
Donor/117_117,Donor,
Donor/Adams_Kaminski_2020_484C,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD046Q,Donor,
Donor/429_430,Donor,
Donor/IGTB1762,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0006,Donor,
Donor/IGTB1539,Donor,
Donor/D367,Donor,
Donor/JP_RIK_H146,Donor,
Donor/301_302,Donor,
Donor/H19.33.004,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_06,Donor,
Donor/Patient02,Donor,
Donor/CTRL-4,Donor,
Donor/358_359,Donor,
Donor/HC-572,Donor,
Donor/TSP14,Donor,
Donor/849_850,Donor,
Donor/HC-558,Donor,
Donor/645_646,Donor,
Donor/156_156,Donor,
Donor/815_816,Donor,
Donor/SG_HEL_H203,Donor,
Donor/751_752,Donor,
Donor/946_947,Donor,
Donor/Donor_08,Donor,
Donor/950_951,Donor,
Donor/28_28,Donor,
Donor/Donor42,Donor,
Donor/434_435,Donor,
Donor/KR_SGI_H048,Donor,
Donor/D175,Donor,
Donor/272_273,Donor,
Donor/JP_RIK_H149,Donor,
Donor/SG_HEL_H084,Donor,
Donor/294_295,Donor,
Donor/HC-536,Donor,
Donor/334_335,Donor,
Donor/JP_RIK_H114,Donor,
Donor/KR_SGI_H014,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD106,Donor,
Donor/IGTB1916,Donor,
Donor/439_440,Donor,
Donor/KR_SGI_H164,Donor,
Donor/394_395,Donor,
Donor/T154,Donor,
Donor/178_179,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD105,Donor,
Donor/D353,Donor,
Donor/SG_HEL_H231,Donor,
Donor/IGTB1952,Donor,
Donor/SG_HEL_H172,Donor,
Donor/335_336,Donor,
Donor/KR_SGI_H104,Donor,
Donor/44_44,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747NU_CZI01,Donor,
Donor/BM3,Donor,
Donor/160_160,Donor,
Donor/HBCA_Donor_29,Donor,
Donor/438_439,Donor,
Donor/H18.30.002,Donor,
Donor/HC-578,Donor,
Donor/1020_1021,Donor,
Donor/1019_1020,Donor,
Donor/LONZA3038016,Donor,
Donor/JP_RIK_H025,Donor,
Donor/683_684,Donor,
Donor/IGTB1966,Donor,
Donor/468_469,Donor,
Donor/879_880,Donor,
Donor/484_485,Donor,
Donor/Adams_Kaminski_2020_244C,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Patient_1,Donor,
Donor/JP_RIK_H116,Donor,
Donor/933_934,Donor,
Donor/H06,Donor,
Donor/Donor54,Donor,
Donor/637_638,Donor,
Donor/Adams_Kaminski_2020_003C,Donor,
Donor/Patient12,Donor,
Donor/Madissoon_Meyer_2020_367C,Donor,
Donor/23_23,Donor,
Donor/661_662,Donor,
Donor/Donor50,Donor,
Donor/563_564,Donor,
Donor/445_446,Donor,
Donor/TSP10,Donor,
Donor/286_287,Donor,
Donor/19_19,Donor,
Donor/1043_1044,Donor,
Donor/KR_SGI_H156,Donor,
Donor/Donor_06,Donor,
Donor/273_274,Donor,
Donor/1071_1072,Donor,
Donor/SCS_2006,Donor,
Donor/192_193,Donor,
Donor/JP_RIK_H084,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D322,Donor,
Donor/SG_HEL_H094,Donor,
Donor/Donor38,Donor,
Donor/SG_HEL_H008,Donor,
Donor/2020-3173-NC002,Donor,
Donor/IGTB1828,Donor,
Donor/Donor32,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0020,Donor,
Donor/83_83,Donor,
Donor/IGTB1908,Donor,
Donor/NGCII538,Donor,
Donor/SD046/16,Donor,
Donor/865_866,Donor,
Donor/831_832,Donor,
Donor/H21.33.011,Donor,
Donor/359_360,Donor,
Donor/JP_RIK_H006,Donor,
Donor/KR_SGI_H125,Donor,
Donor/3_3,Donor,
Donor/SG_HEL_H366,Donor,
Donor/309_310,Donor,
Donor/SD038/17,Donor,
Donor/737_738,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747AN14,Donor,
Donor/KR_SGI_H009,Donor,
Donor/donor-CORK,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_08,Donor,
Donor/VUHD104,Donor,
Donor/330_331,Donor,
Donor/790_791,Donor,
Donor/HC-585,Donor,
Donor/537_538,Donor,
Donor/SG_HEL_H118,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747LuT_437,Donor,
Donor/donor-LACE,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD85,Donor,
Donor/451_452,Donor,
Donor/325_326,Donor,
Donor/JP_RIK_H015,Donor,
Donor/485_486,Donor,
Donor/H20.33.034,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747AN13,Donor,
Donor/871_872,Donor,
Donor/298C,Donor,
Donor/Donor28,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD104,Donor,
Donor/406_407,Donor,
Donor/SG_HEL_H108,Donor,
Donor/HBCA_Donor_41,Donor,
Donor/Adams_Kaminski_2020_483C,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0014,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747T90,Donor,
Donor/IGTB1826,Donor,
Donor/H20.33.014,Donor,
Donor/886_887,Donor,
Donor/Donor46,Donor,
Donor/C52ctr,Donor,
Donor/HC-551,Donor,
Donor/958_959,Donor,
Donor/673_674,Donor,
Donor/SG_HEL_H152,Donor,
Donor/441_442,Donor,
Donor/797_798,Donor,
Donor/p51c,Donor,
Donor/KR_SGI_H103,Donor,
Donor/VUHD66,Donor,
Donor/H10,Donor,
Donor/54_54,Donor,
Donor/JP_RIK_H142,Donor,
Donor/sanes2022_Hu0218,Donor,
Donor/HBCA_Donor_20,Donor,
Donor/T164,Donor,
Donor/37_37,Donor,
Donor/VUHD68,Donor,
Donor/19D014,Donor,
Donor/JP_RIK_H134,Donor,
Donor/H11,Donor,
Donor/SG_HEL_H16a,Donor,
Donor/SG_HEL_H04a,Donor,
Donor/HC-015,Donor,
Donor/D363,Donor,
Donor/555_556,Donor,
Donor/607_608,Donor,
Donor/560_561,Donor,
Donor/JP_RIK_H113,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD94,Donor,
Donor/108_108,Donor,
Donor/586_587,Donor,
Donor/HBCA_Donor_49,Donor,
Donor/HC-533,Donor,
Donor/P1TLH,Donor,
Donor/KR_SGI_H088,Donor,
Donor/TSP8,Donor,
Donor/KR_SGI_H013,Donor,
Donor/991_992,Donor,
Donor/1065_1066,Donor,
Donor/276_277,Donor,
Donor/940_941,Donor,
Donor/808_809,Donor,
Donor/HBCA_Donor_1,Donor,
Donor/176_177,Donor,
Donor/393_394,Donor,
Donor/SG_HEL_H189,Donor,
Donor/Vieira_Teichmann_2019_Dropseq_4,Donor,
Donor/465_466,Donor,
Donor/KR_SGI_H161,Donor,
Donor/884_885,Donor,
Donor/355_356,Donor,
Donor/446_447,Donor,
Donor/Donor36,Donor,
Donor/899_900,Donor,
Donor/D17,Donor,
Donor/P-HC021,Donor,
Donor/SG_HEL_H119,Donor,
Donor/GRO-01,Donor,
Donor/KR_SGI_H035,Donor,
Donor/KR_SGI_H159,Donor,
Donor/930_931,Donor,
Donor/JP_RIK_H139,Donor,
Donor/760_761,Donor,
Donor/Vieira_Teichmann_2019_Dropseq_1,Donor,
Donor/328_329,Donor,
Donor/1033_1034,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD073R,Donor,
Donor/JP_RIK_H125,Donor,
Donor/KR_SGI_H112,Donor,
Donor/209_210,Donor,
Donor/779_780,Donor,
Donor/H20.33.019,Donor,
Donor/210_211,Donor,
Donor/105_105,Donor,
Donor/CONTROL6,Donor,
Donor/KR_SGI_H016,Donor,
Donor/257_258,Donor,
Donor/KR_SGI_H051,Donor,
Donor/Reyfman_Misharin_2018_Donor_01,Donor,
Donor/1078_1079,Donor,
Donor/880_881,Donor,
Donor/SG_HEL_H055,Donor,
Donor/21_016,Donor,
Donor/730_731,Donor,
Donor/P-HC011,Donor,
Donor/Donor29,Donor,
Donor/IGTB1871,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747donor 2,Donor,
Donor/1050_1051,Donor,
Donor/Patient13,Donor,
Donor/HBCA_Donor_10,Donor,
Donor/HC-512,Donor,
Donor/211_212,Donor,
Donor/660_661,Donor,
Donor/65_65,Donor,
Donor/JP_RIK_H096,Donor,
Donor/SG_HEL_H062,Donor,
Donor/11_11,Donor,
Donor/702_703,Donor,
Donor/793_794,Donor,
Donor/KR_SGI_H099,Donor,
Donor/Donor3,Donor,
Donor/545_546,Donor,
Donor/SG_HEL_H127,Donor,
Donor/HC-506,Donor,
Donor/4_4,Donor,
Donor/JP_RIK_H137,Donor,
Donor/VUHD072,Donor,
Donor/149_149,Donor,
Donor/H5,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747DD047Q,Donor,
Donor/826_827,Donor,
Donor/SG_HEL_H180,Donor,
Donor/825_826,Donor,
Donor/H25,Donor,
Donor/543_544,Donor,
Donor/141_141,Donor,
Donor/Madissoon_Meyer_2020_390C,Donor,
Donor/53_53,Donor,
Donor/806_807,Donor,
Donor/723_724,Donor,
Donor/550_551,Donor,
Donor/450_451,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Shalek2018_subject_362,Donor,
Donor/1044_1045,Donor,
Donor/Wang05,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_2,Donor,
Donor/TSP6,Donor,
Donor/55_55,Donor,
Donor/KR_SGI_H118,Donor,
Donor/JP_RIK_H120,Donor,
Donor/HBCA_Donor_39,Donor,
Donor/668_669,Donor,
Donor/P-HC001,Donor,
Donor/Adams_Kaminski_2020_222C,Donor,
Donor/NGCII514,Donor,
Donor/KR_SGI_H080,Donor,
Donor/JP_RIK_H019,Donor,
Donor/JP_RIK_H148,Donor,
Donor/994_995,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747muc5103,Donor,
Donor/456_457,Donor,
Donor/HBCA_Donor_21,Donor,
Donor/HC-543,Donor,
Donor/814_815,Donor,
Donor/JP_RIK_H093,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_02,Donor,
Donor/541_542,Donor,
Donor/Donor20,Donor,
Donor/1005_1006,Donor,
Donor/686_687,Donor,
Donor/111_111,Donor,
Donor/60_60,Donor,
Donor/BM2,Donor,
Donor/109829,Donor,
Donor/IGTB1372,Donor,
Donor/JP_RIK_H052,Donor,
Donor/SG_HEL_H248,Donor,
Donor/JP_RIK_H063,Donor,
Donor/SG_HEL_H214,Donor,
Donor/382_383,Donor,
Donor/H21.33.033,Donor,
Donor/598_599,Donor,
Donor/Sample1153-EO2,Donor,
Donor/SD014/13,Donor,
Donor/HBCA_Donor_55,Donor,
Donor/donor-SILK,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D175,Donor,
Donor/KR_SGI_H094,Donor,
Donor/585_586,Donor,
Donor/188_189,Donor,
Donor/HPAP050,Donor,
Donor/JP_RIK_H095,Donor,
Donor/KR_SGI_H071,Donor,
Donor/JP_RIK_H080,Donor,
Donor/360_361,Donor,
Donor/SG_HEL_H318,Donor,
Donor/SG_HEL_H239,Donor,
Donor/SHD6,Donor,
Donor/1A1DFBng,Donor,
Donor/CONTROL8,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747Donor_04,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0005,Donor,
Donor/JP_RIK_H021,Donor,
Donor/THD0015,Donor,
Donor/JP_RIK_H117,Donor,
Donor/JP_RIK_H122,Donor,
Donor/SG_HEL_H313,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC006,Donor,
Donor/125_125,Donor,
Donor/419_420,Donor,
Donor/95_95,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_04,Donor,
Donor/H200.1023,Donor,
Donor/Donor33,Donor,
Donor/JP_RIK_H049,Donor,
Donor/VUHD67,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747Donor_03,Donor,
Donor/Reyfman_Misharin_2018_Donor_05,Donor,
Donor/370_371,Donor,
Donor/875_876,Donor,
Donor/288_289,Donor,
Donor/SG_HEL_H380,Donor,
Donor/P-HC022,Donor,
Donor/1024_1025,Donor,
Donor/976_977,Donor,
Donor/113_113,Donor,
Donor/716_717,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747A37,Donor,
Donor/JP_RIK_H143,Donor,
Donor/C54ctr,Donor,
Donor/Adams_Kaminski_2020_137C,Donor,
Donor/510_511,Donor,
Donor/248_249,Donor,
Donor/941_942,Donor,
Donor/HBCA_Donor_2,Donor,
Donor/282_283,Donor,
Donor/CTRL-2,Donor,
Donor/Sample1157-EO3,Donor,
Donor/911_912,Donor,
Donor/SG_HEL_H273,Donor,
Donor/R266,Donor,
Donor/KR_SGI_H021,Donor,
Donor/Normal 4,Donor,
Donor/SG_HEL_H07a,Donor,
Donor/SG_HEL_H051,Donor,
Donor/KR_SGI_H023,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0008,Donor,
Donor/869_870,Donor,
Donor/JP_RIK_H050,Donor,
Donor/196_197,Donor,
Donor/327_328,Donor,
Donor/319_320,Donor,
Donor/KR_SGI_H097,Donor,
Donor/21_019,Donor,
Donor/534_535,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747VUHD077,Donor,
Donor/P-HC023,Donor,
Donor/859_860,Donor,
Donor/447_448,Donor,
Donor/TSP5,Donor,
Donor/303_304,Donor,
Donor/VUHD70,Donor,
Donor/625_626,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747THD0012,Donor,
Donor/H5,Donor,
Donor/20-668_N,Donor,
Donor/423_424,Donor,
Donor/483_484,Donor,
Donor/KR_SGI_H151,Donor,
Donor/731_732,Donor,
Donor/997_998,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747donor 2,Donor,
Donor/JP_RIK_H099,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_4837479JQK55ng,Donor,
Donor/821_822,Donor,
Donor/subject_4,Donor,
Donor/PRE018-1,Donor,
Donor/KR_SGI_H109,Donor,
Donor/SG_HEL_H037,Donor,
Donor/582_583,Donor,
Donor/155_155,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD92,Donor,
Donor/647_648,Donor,
Donor/p50c,Donor,
Donor/291_292,Donor,
Donor/IGTB1895,Donor,
Donor/754_755,Donor,
Donor/158_158,Donor,
Donor/356_357,Donor,
Donor/VUHD98,Donor,
Donor/H11,Donor,
Donor/Donor49,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD87,Donor,
Donor/6_6,Donor,
Donor/345_346,Donor,
Donor/KR_SGI_H083,Donor,
Donor/VUHD107,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747NU_CZI02,Donor,
Donor/996_997,Donor,
Donor/198,Donor,
Donor/D339,Donor,
Donor/TSP7,Donor,
Donor/130_130,Donor,
Donor/JP_RIK_H140,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747THD0001,Donor,
Donor/872_873,Donor,
Donor/HCA_55_ref,Donor,
Donor/89_89,Donor,
Donor/JP_RIK_H054,Donor,
Donor/107_107,Donor,
Donor/KR_SGI_H063,Donor,
Donor/SG_HEL_H209,Donor,
Donor/HBCA_Donor_52,Donor,
Donor/890_891,Donor,
Donor/99_99,Donor,
Donor/1028_1029,Donor,
Donor/D3,Donor,
Donor/SG_HEL_H226,Donor,
Donor/SD042/18,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_4837472020-3173-NC002,Donor,
Donor/SG_HEL_H290,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747VUHD080,Donor,
Donor/SG_HEL_H253,Donor,
Donor/P-HC009,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D337,Donor,
Donor/HC-567,Donor,
Donor/978_979,Donor,
Donor/Adams_Kaminski_2020_296C,Donor,
Donor/IGTB1819,Donor,
Donor/244_245,Donor,
Donor/494_495,Donor,
Donor/260_261,Donor,
Donor/KR_SGI_H033,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_001_d10_1101_2022_03_10_483747lafy_donor_4,Donor,
Donor/381_382,Donor,
Donor/A13,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747AN11,Donor,
Donor/896_897,Donor,
Donor/473_474,Donor,
Donor/IGTB1840,Donor,
Donor/SS_2007,Donor,
Donor/homosapiens_None_2023_None_sikkemalisa_002_d10_1101_2022_03_10_483747D122,Donor,
