doi,in_asctb_5th,in_cellmarker,in_cxg,in_31_organ_PubMed_pubs,linked_organs,pub_year,article_title,authors,manually filled in_all,manually filled in_year,manually corrected_title
10.1634/stemcells.2006-0194,0,1,0,0,,2007.0,Evaluation of Sca-1 and c-Kit as selective markers for muscle remodelling by nonhemopoietic bone marrow cells.,,FALSE,FALSE,FALSE
10.1634/stemcells.2006-0288,0,1,0,0,,2007.0,Basal cells of the human adult airway surface epithelium retain transit-amplifying cell properties.,,FALSE,FALSE,FALSE
10.1634/stemcells.2007-0176,1,0,0,0,,2007.0,A CD133-expressing murine liver oval cell population with bilineage potential.,,FALSE,FALSE,FALSE
10.1634/stemcells.2007-0180,0,1,0,0,,2007.0,Chemotaxis and differentiation of human adipose tissue CD34+/CD31- progenitor cells: role of stromal derived factor-1 released by adipose tissue capillary endothelial cells.,,FALSE,FALSE,FALSE
10.1634/stemcells.2007-0309,0,1,0,0,,2008.0,Characterization of adult prostatic progenitor/stem cells exhibiting self-renewal and multilineage differentiation.,,FALSE,FALSE,FALSE
10.1634/stemcells.2007-0899,0,1,0,0,,2008.0,"Downregulation of signal transducer and activator of transcription 5 (STAT5) in CD34+ cells promotes megakaryocytic development, whereas activation of STAT5 drives erythropoiesis.",,FALSE,FALSE,FALSE
10.1634/stemcells.2008-0233,0,1,0,0,,2009.0,The multipotency of luteinizing granulosa cells collected from mature ovarian follicles.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0071:ALLIAJ]2.0.CO;2,0,1,0,0,,2000.0,Acute lymphoblastic leukemia in a juvenile southern black rhinoceros (Diceros bicornis minor).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,"A longitudinal study of Escherichia coli strains isolated from captive mammals, birds, and reptiles in Trinidad.",,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,An epizootic of adenovirus-induced hemorrhagic disease in captive black-tailed deer (Odocoileus hemionus).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0100:AUDSAD]2.0.CO;2,0,1,0,0,,2000.0,An undescribed Demodex sp. and demodicosis in a captive koala (Phascolarctos cinereus).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Apparent digestibility of macronutrients in captive babirusa (Babyrousa babyrussa).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,A survey of camel (Camelus dromedarius) diseases in Jordan.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Bilateral aural hyalohyphomycosis in sable antelope (Hippotragus niger).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Birth of Siberian tiger (Panthera tigris altaica) cubs after transvaginal artificial insemination.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0196:BAAAAS]2.0.CO;2,0,1,0,0,,2000.0,Butorphanol and azaperone as a safe alternative for repeated chemical restraint in captive white rhinoceros (Ceratotherium simum).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Canine distemper in terrestrial carnivores: a review.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0329:CAAEOM]2.0.CO;2,0,1,0,0,,2000.0,Cardiopulmonary and anesthetic effects of medetomidine-ketamine-butorphanol and antagonism with atipamezole in servals (Felis serval).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Cat flea (Ctenocephalides felis) infestation in quarantined marsh deer (Blastocerus dichotomus) populations.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Caudal cervical disc protrusion in a Bengal tiger (Panthera tigris tigris).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Cerebral infarction and myocardial fibrosis in a white-handed gibbon (Hylobates lar).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0096:CWIDIA]2.0.CO;2,0,1,0,0,,2000.0,Cestodiasis with intestinal diverticulosis in a lesser flamingo (Phoeniconaias minor).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Chorionic villus sampling for sex determination in a western lowland gorilla (Gorilla gorilla gorilla).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Cladosporiosis in a tomato clownfish (Amphiprion frenatus).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0473:CAOTNA]2.0.CO;2,0,1,0,0,,2000.0,Clinical anatomy of the North American river otter (Lontra canadensis).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Clinical challenge. Acute necrotizing enteritis with microabscesses due to Yersinia pseudotuberculosis.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Clinical challenge. Acute prolapse of the rectum.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Clinical challenge. Diagnosis: oral mass; compound odontoma.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Clinical challenge. Metallic foreign body in the region of the proventriculus.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,"Clinical challenge. Oral mucosa, tongue, gingiva, lips; multiple papillomas (oral papillomatosis).",,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Clinical presentation and antiviral therapy for poxvirus infection in pudu (Pudu puda).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Common cuttlefish (Sepia officinalis) mortality at the National Zoological Park: implications for clinical management.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,"Cuterebra myiasis in a group of red kangaroos (Megaleia rufa), a Bennett's wallaby (Macropus rufogriseus fruticus), and a Gunther's dik dik (Maloqua guentheri smithi)",,FALSE,FALSE,TRUE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Degenerative spinal disease in large felids.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0251:DIRHTS]2.0.CO;2,0,1,0,0,,2000.0,Demodicosis in red-handed tamarins (Saguinus midas).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0082:DOSNIT]2.0.CO;2,0,1,0,0,,2000.0,Detection of Sarcocystis neurona in the brain of a Grant's zebra (Equus burchelli bohmi),,FALSE,FALSE,TRUE
10.1638/1042-7260(2000)031[0236:DATOOU]2.0.CO;2,0,1,0,0,,2000.0,Diagnosis and treatment of a fractured third phalanx in a Masai giraffe (Giraffe camelopardalis tippelskirchi).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0236:DATOOU]2.0.CO;2,0,1,0,0,,2000.0,Diagnosis and treatment of obstructive urolithiasis in a captive Rocky Mountain wapiti (Cervus elaphus nelsoni).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Diarrhea associated with enterotoxigenic Clostridium perfringens in a red-footed tortoise (Geochelone carbonaria).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Dissecting thoracoabdominal aortic aneurysm in a free-ranging Florida panther (felis concolor coryi).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0211:DBITCS]2.0.CO;2,0,1,0,0,,2000.0,Disseminated blastomycosis in two California sea lions (Zalophus californianus).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Evaluation of a human immunometric assay for the determination of thyroid-stimulating hormone in nonhuman primates.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Evaluation of a multiple-antigen enzyme-linked immunosorbent assay for detection of Mycobacterium tuberculosis infection in captive elephants.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Evaluation of anthelmintic activity in captive wild ruminants by fecal egg reduction tests and a larval development assay.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Evaluation of semen collected by electroejaculation from captive lesser Malay chevrotain (Tragulus javanicus).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Facilitation of Asian elephant (Elephas maximus) standing immobilization and anesthesia with a sling.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0244:FAOWAF]2.0.CO;2,0,1,0,0,,2000.0,"Field anesthesia of free-living mountain gorillas (Gorilla gorilla beringei) from the Virunga Volcano region, Central Africa.",,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0009:FAOFLM]2.0.CO;2,0,1,0,0,,2000.0,Field anesthesia of wild arctic fox (Alopex lagopus) cubs in the Swedish lapland using medetomidine-ketamine-atipamezole.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0374:FDICP]2.0.CO;2,0,1,0,0,,2000.0,Fungal dermatitis in captive pinnipeds.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,"Gastrointestinal parasites of mountain gorillas (Gorilla gorilla beringei) in the Parc National des Volcans, Rwanda.",,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Glucagonoma in a jaguar (Panthera onca).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0077:HGNIIA]2.0.CO;2,0,1,0,0,,2000.0,Halicephalobus gingivalis (Nematoda) infection in a Grevy's zebra (Equus grevyi),,FALSE,FALSE,TRUE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Health evaluation of arctic fox (Alopex lagopus) cubs in Sweden.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Hematologic and plasma biochemical values for Tonkean macaques (Macaca tonkeana).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Hematology and blood biochemistry of captive mugger crocodiles (Crocodylus palustris).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Hematology and serum biochemistry parameters of North American river otters (Lontra canadensis).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0491:HIAOTI]2.0.CO;2,0,1,0,0,,2000.0,Hepatic iron accumulation over time in European starlings (Sturnus vulgaris) fed two levels of iron.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Hiatal hernia and diaphragmatic eventration in a leopard (Panthera pardus).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Identification and treatment of Moniliformis clarki (Acanthocephala) in cotton-topped tamarins (Saguinus oedipus).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Increasing the calcium content of mealworms (Tenebrio molitor) to improve their nutritional value for bone mineralization of growing chicks.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Infectious and parasitic diseases and contaminant-related problems of North American river otters (Lontra canadensis): a review.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Intestinal parasites of baboons (Papio cynocephalus anubis) and chimpanzees (Pan troglodytes) in Gombe National Park.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Intestinal volvulus and stricture associated with a leiomyoma in a green turtle (Chelonia mydas).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Light and electron microscopic features of eperythrozoon-like parasites in a North American opossum (Didelphis virginiana).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0087:MMIAEO]2.0.CO;2,0,1,0,0,,2000.0,Malignant melanoma in a Eurasian otter (Lutra lutra).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Management and prevention of vitamin D deficiency rickets in captive-born juvenile chimpanzees (Pan troglodytes).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Management of reactive arthritis in a juvenile gorilla (Gorilla gorilla gorilla) with long-term sulfasalazine therapy.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Medetomidine/tiletamine/zolazepam and xylazine/tiletamine/zolazepam combinations for immobilization of fallow deer (Cervus dama).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Melting corneal ulcer management in a greater one-horned rhinoceros (Rhinoceros unicornis).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0303:MAMAWA]2.0.CO;2,0,1,0,0,,2000.0,Morbidity and mortality associated with a new mycoplasma species from captive American alligators (Alligator mississippiensis).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0185:OIOAWD]2.0.CO;2,0,1,0,0,,2000.0,Oral induction of anesthesia with droperidol and transmucosal carfentanil citrate in chimpanzees (Pan troglodytes).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Parasites and parasite stages of free-ranging wild lions (Panthera leo) of northern Tanzania.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0091:PIBSML]2.0.CO;2,0,1,0,0,,2000.0,Pentastomiasis in Bosc's monitor lizards (Varanus exanthematicus) caused by an undescribed Sambonia species,,FALSE,FALSE,TRUE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Pharmacokinetics of piperacillan after intramuscular injection in red-tailed hawks (Buteo jamaicensis) and great horned owls (Bubo virginianus).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Plasma fat-soluble vitamin and mineral concentrations in relation to diet in captive pteropodid bats.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Proliferative osteoarthritis and osteoarthrosis in 15 snakes.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Protein electrophoresis as a diagnostic and prognostic tool in raptor medicine.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Sarcocystis neurona-like encephalitis in a Canada lynx (Felis lynx canadensis).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0028:SACEOM]2.0.CO;2,0,1,0,0,,2000.0,Sedative and cardiopulmonary effects of medetomidine and reversal with atipamezole in desert tortoises (Gopherus agassizii).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Serologic survey of selected viral agents in recently captured wild North American river otters (Lontra canadensis).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Serum oxytetracycline concentrations in African elephant (Loxodonta africana) calves after long-acting formulation injection.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0201:SLGUBI]2.0.CO;2,0,1,0,0,,2000.0,Standing laparoscopic-guided uterine biopsy in a southern white rhinoceros (Ceratotherium simum simum).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Successful contraception in a herd of Chinese goral (Nemorhaedus goral arnouxianus) with melengestrol acetate.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Successful treatment of oral squamous cell carcinoma with intralesional fluorouracil in a Malayan tapir (Tapirus indicus).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0052:SIORTI]2.0.CO;2,0,1,0,0,,2000.0,Surgical implantation of radiotelemetry transmitters in European badgers (Meles meles).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,"Survey of necropsy results in captive red wolves (Canis rufus), 1992-1996.",,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0388:TCRBCL]2.0.CO;2,0,1,0,0,,2000.0,T-cell-rich B-cell lymphoma in a ring-tailed lemur (Lemur catta).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,The illness and death of a female hyena poisoned by zinc ingested as pennies.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0107:TVCIAD]2.0.CO;2,0,1,0,0,,2000.0,Thoracic vertebral chordoma in a domestic ferret (Mustela putorius furo).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0247:TAASCO]2.0.CO;2,0,1,0,0,,2000.0,Toxoplasmosis as a suspected cause of abortion in a Greenland muskox (Ovibos moshatus wardi).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0247:TAASCO]2.0.CO;2,0,1,0,0,,2000.0,Toxoplasmosis in golden-headed lion tamarins (Leontopithecus chrysomelas) and emperor marmosets (Saguinus imperator) in captivity.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0394:TOFIAM]2.0.CO;2,0,1,0,0,,2000.0,Treatment of fibrosarcoma in a maned wolf (Chrysocyon brachyurus) by rostral maxillectomy.,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0570:TMHSIC]2.0.CO;2,0,1,0,0,,2000.0,Trombiculid mites (Hannemania sp.) in canyon tree frogs (Hyla arenicolor).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Tyzzer's disease in a red panda (Ailurus fulgens fulgens),,FALSE,FALSE,TRUE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Ultrasound therapy for the prevention and correction of contractures and bone mineral loss associated with wing bandaging in the domestic pigeon (Columba livia).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Use of famciclovir for the treatment of endotheliotrophic herpesvirus infections in Asian elephants (Elephas maximus).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Use of human recombinant erythropoietin for the treatment of nonregenerative anemia in a rough-toothed dolphin (Steno bredanensis).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031,0,1,0,0,,2000.0,Use of pyloroplasty (Y-U) to treat presumed delayed gastric emptying in a cheetah (Acinonyx jubatus).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0408:VSDIAB]2.0.CO;2,0,1,0,0,,2000.0,Ventricular septal defect in a blue duiker (Cephalophus monticola).,,FALSE,FALSE,FALSE
10.1638/1042-7260(2000)031[0255:ZRDIAR]2.0.CO;2,0,1,0,0,,2000.0,Zinc-responsive dermatosis in a red wolf (canis rufus).,,FALSE,FALSE,FALSE
10.1681/asn.2008121268,0,1,0,0,,2010.0,Molecular phenotypes of acute rejection predict kidney graft prognosis.,,FALSE,FALSE,FALSE
10.1681/asn.2020010071,1,0,0,0,,2020.0,Quantitative Proteomics of All 14 Renal Tubule Segments in Rat.,"Mark A. Knepper, Mark A. Knepper, Mark A. Knepper",FALSE,FALSE,FALSE
10.17354/ijss/2016/337,1,0,0,0,,2016.0,Morphology and Morphometry of Mental Foramen in Dry Adult South Indian Mandibles: A Cross-Sectional Study,"B Lalitha, Ephraim Vikram Rao",TRUE,FALSE,FALSE
10.17772/gp/1673,1,0,0,0,,2013.0,Expression and co-expression of surface markers of pluripotency on human amniotic cells cultured in different growth media.,,FALSE,FALSE,FALSE
10.18632/aging.103237,1,0,0,0,,2020.0,Ovulation and ovarian wound healing are impaired with advanced reproductive age.,,FALSE,FALSE,FALSE
10.18632/oncotarget.12062,0,1,0,0,,2016.0,Bone morphogenetic protein-9 is a potent growth inhibitor of hepatocellular carcinoma and reduces the liver cancer stem cells population.,,FALSE,FALSE,FALSE
10.18632/oncotarget.12360,0,1,0,0,,2016.0,Prognostic effect of intratumoral neutrophils across histological subtypes of non-small cell lung cancer.,,FALSE,FALSE,FALSE
10.18632/oncotarget.15390,0,1,0,0,,2017.0,Cabozantinib targets bone microenvironment modulating human osteoclast and osteoblast functions.,,FALSE,FALSE,FALSE
10.18632/oncotarget.16115,0,1,0,0,,2017.0,Stat3-positive tumor cells contribute to vessels neoformation in primary central nervous system lymphoma.,,FALSE,FALSE,FALSE
10.18632/oncotarget.16430,0,1,0,0,,2017.0,TAZ induces lung cancer stem cell properties and tumorigenesis by up-regulating ALDH1A1.,,FALSE,FALSE,FALSE
10.18632/oncotarget.16661,0,1,0,0,,2017.0,Glioma stem cells-derived exosomes promote the angiogenic ability of endothelial cells through miR-21/VEGF signal.,,FALSE,FALSE,FALSE
10.18632/oncotarget.1677,0,1,0,0,,2014.0,"KIAA1114, a full-length protein encoded by the trophinin gene, is a novel surface marker for isolating tumor-initiating cells of multiple hepatocellular carcinoma subtypes.",,FALSE,FALSE,FALSE
10.18632/oncotarget.17042,0,1,0,0,,2017.0,TRAIL-R1 as a novel surface marker for circulating giant cell tumor of bone.,,FALSE,FALSE,FALSE
10.18632/oncotarget.19403,0,1,0,0,,2017.0,Flt-1-positive cells are cancer-stem like cells in colorectal carcinoma.,,FALSE,FALSE,FALSE
10.18632/oncotarget.19659,0,1,0,0,,2017.0,Reversion of epithelial-mesenchymal transition by a novel agent DZ-50 via IGF binding protein-3 in prostate cancer cells.,,FALSE,FALSE,FALSE
10.18632/oncotarget.22250,0,1,0,0,,2017.0,Commensal-infected macrophages induce dedifferentiation and reprogramming of epithelial cells during colorectal carcinogenesis.,,FALSE,FALSE,FALSE
10.18632/oncotarget.2524,0,1,0,0,,2014.0,Inhibitory effects of transcription factor Ikaros on the expression of liver cancer stem cell marker CD133 in hepatocellular carcinoma.,,FALSE,FALSE,FALSE
10.18632/oncotarget.25289,0,1,0,0,,2018.0,"Treatment of ovarian cancer by targeting the tumor stem cell-associated carbohydrate antigen, Sialyl-Thomsen-nouveau.",,FALSE,FALSE,FALSE
10.18632/oncotarget.3972,0,1,0,0,,2015.0,Inflammatory and oncogenic roles of a tumor stem cell marker doublecortin-like kinase (DCLK1) in virus-induced chronic liver diseases.,,FALSE,FALSE,FALSE
10.18632/oncotarget.4189,0,1,0,0,,2015.0,"Monocytes and macrophages, implications for breast cancer migration and stem cell-like activity and treatment.",,FALSE,FALSE,FALSE
10.18632/oncotarget.4628,0,1,0,0,,2015.0,Stromal expression of ALDH1 in human breast carcinomas indicates reduced tumor progression.,,FALSE,FALSE,FALSE
10.18632/oncotarget.5375,0,1,0,0,,2015.0,Identification of CD146 as a marker enriched for tumor-propagating capacity reveals targetable pathways in primary human sarcoma.,,FALSE,FALSE,FALSE
10.18632/oncotarget.5703,0,1,0,0,,2015.0,Polarized cell migration induces cancer type-specific CD133/integrin/Src/Akt/GSK3β/β-catenin signaling required for maintenance of cancer stem cell properties,,FALSE,FALSE,TRUE
10.18632/oncotarget.5976,0,1,0,0,,2015.0,Therapeutics targeting CD90-integrin-AMPK-CD133 signal axis in liver cancer.,,FALSE,FALSE,FALSE
10.18632/oncotarget.6183,0,1,0,0,,2015.0,Molecular and functional interactions between AKT and SOX2 in breast carcinoma.,,FALSE,FALSE,FALSE
10.18632/oncotarget.7429,0,1,0,0,,2016.0,mDia1 regulates breast cancer invasion by controlling membrane type 1-matrix metalloproteinase localization.,,FALSE,FALSE,FALSE
10.18632/oncotarget.7474,0,1,0,0,,2016.0,CD133 promotes gallbladder carcinoma cell migration through activating Akt phosphorylation.,,FALSE,FALSE,FALSE
10.18632/oncotarget.9145,0,1,0,0,,2016.0,Association of SOX2 and Nestin DNA amplification and protein expression with clinical features and overall survival in non-small cell lung cancer: A systematic review and meta-analysis.,,FALSE,FALSE,FALSE
10.18632/oncotarget.9465,0,1,0,0,,2016.0,Tumor-selective replication herpes simplex virus-based technology significantly improves clinical detection and prognostication of viable circulating tumor cells.,,FALSE,FALSE,FALSE
10.18632/oncotarget.9894,0,1,0,0,,2016.0,Prognostic significance of stem cell-related marker expression and its correlation with histologic subtypes in lung adenocarcinoma.,,FALSE,FALSE,FALSE
10.18632/oncotarget.9998,0,1,0,0,,2016.0,Prognostic significance of CD44 in human colon cancer and gastric cancer: Evidence from bioinformatic analyses.,,FALSE,FALSE,FALSE
10.18926/amo/30447,0,1,0,0,,1990.0,"Comparison of monoclonal antibodies reactive with lymphocyte subsets in routinely fixed paraffin-embedded material: flow cytometric analyses, immunoperoxidase staining and influence of fixatives.",,FALSE,FALSE,FALSE
10.1902/jop.1990.61.3.180,0,1,0,0,,1990.0,Neutrophil surface protein markers as indicators of defective chemotaxis in LJP.,,FALSE,FALSE,FALSE
10.21037/cdt.2018.01.04,1,0,0,0,,2018.0,Pulmonary vascular anatomy & anatomical variants.,,FALSE,FALSE,FALSE
10.2106/jbjs.h.00049,0,1,0,0,,2008.0,Differentiation potential of multipotent progenitor cells derived from war-traumatized muscle tissue.,,FALSE,FALSE,FALSE
10.2119/molmed.2010.00143,0,1,0,0,,2011.0,Steroidogenic enzymes and stem cell markers are upregulated during androgen deprivation in prostate cancer.,,FALSE,FALSE,FALSE
10.2139/ssrn.3991078,0,0,1,0,,2021.0,A Multi-Omics Atlas of the Human Retina at Single-Cell Resolution,"Liang, Qingnan, Xuesen Cheng, Jun Wang, Leah Owen, Akbar Shakoor, John L. Lillvis, Charles Zhang et al.",TRUE,FALSE,FALSE
10.2147/bctt.s135371,0,1,0,0,,2017.0,Natural and synthetic progestins enrich cancer stem cell-like cells in hormone-responsive human breast cancer cell populations in vitro.,,FALSE,FALSE,FALSE
10.2147/btt.s37906,0,1,0,0,,2012.0,Role of CD44 as a marker of cancer stem cells in head and neck cancer.,,FALSE,FALSE,FALSE
10.2147/dddt.s79425,0,1,0,0,,2015.0,Skin regeneration in deep second-degree scald injuries either by infusion pumping or topical application of recombinant human erythropoietin gel.,,FALSE,FALSE,FALSE
10.2147/ott.s124733,0,1,0,0,,2017.0,Clinicopathological characteristics and prognostic value of cancer stem cell marker CD133 in breast cancer: a meta-analysis.,,FALSE,FALSE,FALSE
10.2147/ott.s38694,0,1,0,0,,2012.0,Cancer stem cells in head and neck cancer.,,FALSE,FALSE,FALSE
10.2174/1574888x09666140330201632,0,1,0,0,,2014.0,Characterization of stem-like cells directly isolated from freshly resected laryngeal squamous cell carcinoma specimens.,,FALSE,FALSE,FALSE
10.2177/jsci.27.309,0,1,0,0,,2004.0,[Molecules involved in characteristics of naive/memory B cells].,,FALSE,FALSE,FALSE
10.21873/anticanres.11013,0,1,0,0,,2016.0,Characterization of CD44+ALDH1+Ki-67- Cells in Non-malignant and Neoplastic Lesions of the Breast.,,FALSE,FALSE,FALSE
10.21873/anticanres.11308,0,1,0,0,,2017.0,Podoplanin Expression in Cancer-associated Fibroblasts Predicts Poor Prognosis in Patients with Squamous Cell Carcinoma of the Lung.,,FALSE,FALSE,FALSE
10.21873/anticanres.11355,0,1,0,0,,2017.0,Renieramycin M Attenuates Cancer Stem Cell-like Phenotypes in H460 Lung Cancer Cells.,,FALSE,FALSE,FALSE
10.21873/anticanres.11552,0,1,0,0,,2017.0,Implications of Different Cancer Stem Cell Phenotypes in Breast Cancer.,,FALSE,FALSE,FALSE
10.21873/anticanres.11597,0,1,0,0,,2017.0,The Clinical Significance of Cancer Stem Cell Markers ALDH1A1 and CD133 in Lung Adenocarcinoma.,,FALSE,FALSE,FALSE
10.21873/anticanres.12224,0,1,0,0,,2018.0,The Prognostic Role of Cancer Stem Cell Markers for Long-term Outcome After Resection of Colonic Liver Metastases.,,FALSE,FALSE,FALSE
10.22074/cellj.2015.508,0,1,0,0,,2015.0,The Effect of Baicalin as A PPAR Activator on Erythroid Differentiation of CD133(+)Hematopoietic Stem Cells in Umbilical Cord Blood.,,FALSE,FALSE,FALSE
10.2217/17460751.3.5.731,0,1,0,0,,2008.0,Human bone marrow native mesenchymal stem cells.,,FALSE,FALSE,FALSE
